meleagris_gallopavo ENSMGAG00000013473
anolis_carolinensis ENSACAG00000006214
loxodonta_africana ENSLAFG00000003290
procavia_capensis ENSPCAG00000012699
choloepus_hoffmanni ENSCHOG00000006786
tupaia_belangeri ENSTBEG00000009454
ochotona_princeps ENSOPRG00000014025
vicugna_pacos ENSVPAG00000000821
tursiops_truncatus ENSTTRG00000004179
pteropus_vampyrus ENSPVAG00000000616
ailuropoda_melanoleuca ENSAMEG00000016470
canis_lupus_familiaris ENSCAFG00000031633
erinaceus_europaeus ENSEEUG00000000172
sorex_araneus ENSSARG00000003180
echinops_telfairi ENSETEG00000017933
notamacropus_eugenii ENSMEUG00000014656
xenopus_tropicalis ENSXETG00000031711
