mus_spicilegus ENSMSIG00000005914
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016255
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000046807
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015442
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030858
rattus_norvegicus ENSRNOG00000046428
meriones_unguiculatus ENSMUGG00000010274
cricetulus_griseus_crigri_1.0 ENSCGRG00000005163
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001003802
cricetulus_griseus_crigri-picr ENSCGRG00015017404
mesocricetus_auratus ENSMAUG00000015122
microtus_ochrogaster ENSMOCG00000010899
peromyscus_maniculatus_bairdii ENSPEMG00000014522
nannospalax_galili ENSNGAG00000007348
dipodomys_ordii ENSDORG00000015984
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016897
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005025
fukomys_damarensis ENSFDAG00000020634
cavia_porcellus ENSCPOG00000030691
cavia_aperea ENSCAPG00000017923
octodon_degus ENSODEG00000007792
chinchilla_lanigera ENSCLAG00000012160
urocitellus_parryii ENSUPAG00010004607
ictidomys_tridecemlineatus ENSSTOG00000032043
marmota_marmota_marmota ENSMMMG00000024443
spermophilus_dauricus ENSSDAG00000019778
ochotona_princeps ENSOPRG00000015313
pan_troglodytes ENSPTRG00000014178
gorilla_gorilla ENSGGOG00000008038
homo_sapiens ENSG00000178026
pongo_abelii ENSPPYG00000011649
pongo_abelii ENSPPYG00000011644
pan_paniscus ENSPPAG00000043062
nomascus_leucogenys ENSNLEG00000015630
macaca_mulatta ENSMMUG00000010673
macaca_fascicularis ENSMFAG00000037291
macaca_nemestrina ENSMNEG00000009914
mandrillus_leucophaeus ENSMLEG00000037962
theropithecus_gelada ENSTGEG00000028728
papio_anubis ENSPANG00000004878
cercocebus_atys ENSCATG00000030696
chlorocebus_sabaeus ENSCSAG00000010630
rhinopithecus_roxellana ENSRROG00000039170
rhinopithecus_bieti ENSRBIG00000037384
colobus_angolensis_palliatus ENSCANG00000028259
piliocolobus_tephrosceles ENSPTEG00000010056
piliocolobus_tephrosceles ENSPTEG00000010095
callithrix_jacchus ENSCJAG00000046435
cebus_capucinus_imitator ENSCCAG00000026102
saimiri_boliviensis_boliviensis ENSSBOG00000023759
aotus_nancymaae ENSANAG00000034948
carlito_syrichta ENSTSYG00000032513
propithecus_coquereli ENSPCOG00000018160
microcebus_murinus ENSMICG00000030419
prolemur_simus ENSPSMG00000011179
ailuropoda_melanoleuca ENSAMEG00000013916
ursus_americanus ENSUAMG00000010768
mustela_putorius_furo ENSMPUG00000002893
neovison_vison ENSNVIG00000021020
canis_lupus_dingo ENSCAFG00020007181
canis_lupus_familiaris ENSCAFG00000013867
vulpes_vulpes ENSVVUG00000019353
panthera_tigris_altaica ENSPTIG00000017261
panthera_pardus ENSPPRG00000000923
felis_catus ENSFCAG00000001513
pteropus_vampyrus ENSPVAG00000011406
sus_scrofa ENSSSCG00000010057
equus_asinus_asinus ENSEASG00005000277
equus_caballus ENSECAG00000023404
dasypus_novemcinctus ENSDNOG00000018006
procavia_capensis ENSPCAG00000008995
