apteryx_owenii ENSAOWG00000008830
apteryx_haastii ENSAHAG00000017873
apteryx_rowi ENSARWG00000013506
dromaius_novaehollandiae ENSDNVG00000013668
nothoprocta_perdicaria ENSNPEG00000015892
anas_platyrhynchos_platyrhynchos ENSAPLG00000005659
anser_brachyrhynchus ENSABRG00000008346
gallus_gallus ENSGALG00000015616
coturnix_japonica ENSCJPG00005000706
numida_meleagris ENSNMEG00000007532
calidris_pugnax ENSCPUG00000013374
calidris_pygmaea ENSCPGG00000004253
parus_major ENSPMJG00000014296
cyanistes_caeruleus ENSCCEG00000000322
ficedula_albicollis ENSFALG00000012700
taeniopygia_guttata ENSTGUG00000006990
taeniopygia_guttata ENSTGUG00000006971
lonchura_striata_domestica ENSLSDG00000009148
serinus_canaria ENSSCAG00000008727
zonotrichia_albicollis ENSZALG00000014709
lepidothrix_coronata ENSLCOG00000008068
melopsittacus_undulatus ENSMUNG00000016593
crocodylus_porosus ENSCPRG00005001874
chrysemys_picta_bellii ENSCPBG00000010812
gopherus_agassizii ENSGAGG00000015316
pelodiscus_sinensis ENSPSIG00000015897
anolis_carolinensis ENSACAG00000010998
pogona_vitticeps ENSPVIG00000025366
sphenodon_punctatus ENSSPUG00000004601
phascolarctos_cinereus ENSPCIG00000013207
notamacropus_eugenii ENSMEUG00000014454
sarcophilus_harrisii ENSSHAG00000014213
monodelphis_domestica ENSMODG00000020260
microcebus_murinus ENSMICG00000047986
prolemur_simus ENSPSMG00000023042
propithecus_coquereli ENSPCOG00000025695
otolemur_garnettii ENSOGAG00000002545
pan_troglodytes ENSPTRG00000017048
pan_paniscus ENSPPAG00000041212
homo_sapiens ENSG00000172497
gorilla_gorilla ENSGGOG00000009718
pongo_abelii ENSPPYG00000015605
nomascus_leucogenys ENSNLEG00000013095
theropithecus_gelada ENSTGEG00000025329
papio_anubis ENSPANG00000025089
macaca_fascicularis ENSMFAG00000000202
macaca_mulatta ENSMMUG00000020656
macaca_nemestrina ENSMNEG00000044852
cercocebus_atys ENSCATG00000041450
mandrillus_leucophaeus ENSMLEG00000000119
chlorocebus_sabaeus ENSCSAG00000014944
piliocolobus_tephrosceles ENSPTEG00000036471
colobus_angolensis_palliatus ENSCANG00000018647
rhinopithecus_bieti ENSRBIG00000012524
rhinopithecus_roxellana ENSRROG00000044675
callithrix_jacchus ENSCJAG00000019453
cebus_capucinus_imitator ENSCCAG00000010251
saimiri_boliviensis_boliviensis ENSSBOG00000032766
aotus_nancymaae ENSANAG00000032859
tupaia_belangeri ENSTBEG00000003903
castor_canadensis ENSCCNG00000025963
dipodomys_ordii ENSDORG00000001303
urocitellus_parryii ENSUPAG00010006783
ictidomys_tridecemlineatus ENSSTOG00000001413
marmota_marmota_marmota ENSMMMG00000007863
cavia_porcellus ENSCPOG00000009718
cavia_aperea ENSCAPG00000007498
octodon_degus ENSODEG00000004907
chinchilla_lanigera ENSCLAG00000005180
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006134
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000836
fukomys_damarensis ENSFDAG00000000628
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000021620
mus_spicilegus ENSMSIG00000030887
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019647
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018763
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0015842
rattus_norvegicus ENSRNOG00000061414
meriones_unguiculatus ENSMUGG00000025119
peromyscus_maniculatus_bairdii ENSPEMG00000024088
microtus_ochrogaster ENSMOCG00000015615
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010985
cricetulus_griseus_crigri_1.0 ENSCGRG00000016530
cricetulus_griseus_crigri-picr ENSCGRG00015014039
mesocricetus_auratus ENSMAUG00000019809
nannospalax_galili ENSNGAG00000009467
jaculus_jaculus ENSJJAG00000010888
oryctolagus_cuniculus ENSOCUG00000005358
ochotona_princeps ENSOPRG00000004485
myotis_lucifugus ENSMLUG00000001890
pteropus_vampyrus ENSPVAG00000006553
erinaceus_europaeus ENSEEUG00000006084
ursus_americanus ENSUAMG00000021775
ursus_maritimus ENSUMAG00000003268
ailuropoda_melanoleuca ENSAMEG00000015867
mustela_putorius_furo ENSMPUG00000008154
neovison_vison ENSNVIG00000000839
canis_lupus_familiaris ENSCAFG00000008698
canis_lupus_dingo ENSCAFG00020002922
vulpes_vulpes ENSVVUG00000023325
panthera_tigris_altaica ENSPTIG00000016875
panthera_pardus ENSPPRG00000022908
felis_catus ENSFCAG00000009827
equus_caballus ENSECAG00000021196
equus_asinus_asinus ENSEASG00005004100
ovis_aries ENSOARG00000015301
capra_hircus ENSCHIG00000018595
bos_mutus ENSBMUG00000003028
bos_taurus ENSBTAG00000011110
bison_bison_bison ENSBBBG00000003637
tursiops_truncatus ENSTTRG00000013797
sus_scrofa ENSSSCG00000036095
vicugna_pacos ENSVPAG00000009424
loxodonta_africana ENSLAFG00000012765
procavia_capensis ENSPCAG00000014556
echinops_telfairi ENSETEG00000001863
sorex_araneus ENSSARG00000014159
carlito_syrichta ENSTSYG00000013327
choloepus_hoffmanni ENSCHOG00000009062
dasypus_novemcinctus ENSDNOG00000009900
ornithorhynchus_anatinus ENSOANG00000014768
xenopus_tropicalis ENSXETG00000027806
latimeria_chalumnae ENSLACG00000008635
paramormyrops_kingsleyae ENSPKIG00000006605
danio_rerio ENSDARG00000054534
lepisosteus_oculatus ENSLOCG00000005352
