takifugu_rubripes ENSTRUG00000022635
cynoglossus_semilaevis ENSCSEG00000008383
monopterus_albus ENSMALG00000008118
anabas_testudineus ENSATEG00000011480
labrus_bergylta ENSLBEG00000003116
xiphophorus_maculatus ENSXMAG00000004356
xiphophorus_couchianus ENSXCOG00000008709
gambusia_affinis ENSGAFG00000016290
poecilia_mexicana ENSPMEG00000024030
poecilia_latipinna ENSPLAG00000011196
poecilia_reticulata ENSPREG00000016987
fundulus_heteroclitus ENSFHEG00000000950
cyprinodon_variegatus ENSCVAG00000021495
amphiprion_ocellaris ENSAOCG00000011526
amphiprion_percula ENSAPEG00000024468
acanthochromis_polyacanthus ENSAPOG00000009412
stegastes_partitus ENSSPAG00000014203
maylandia_zebra ENSMZEG00005004385
pundamilia_nyererei ENSPNYG00000019996
astatotilapia_calliptera ENSACLG00000005867
haplochromis_burtoni ENSHBUG00000021824
neolamprologus_brichardi ENSNBRG00000013087
amphilophus_citrinellus ENSACIG00000006991
kryptolebias_marmoratus ENSKMAG00000002236
mastacembelus_armatus ENSMAMG00000018410
hippocampus_comes ENSHCOG00000014882
mola_mola ENSMMOG00000008718
seriola_lalandi_dorsalis ENSSLDG00000010729
seriola_dumerili ENSSDUG00000009250
scophthalmus_maximus ENSSMAG00000012996
periophthalmus_magnuspinnatus ENSPMGG00000015172
esox_lucius ENSELUG00000022380
pygocentrus_nattereri ENSPNAG00000020588
astyanax_mexicanus ENSAMXG00000029366
ictalurus_punctatus ENSIPUG00000020395
danio_rerio ENSDARG00000111436
paramormyrops_kingsleyae ENSPKIG00000013088
scleropages_formosus ENSSFOG00015015252
lepisosteus_oculatus ENSLOCG00000002076
