mus_spicilegus ENSMSIG00000014920
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000073680
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027896
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026902
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0029250
rattus_norvegicus ENSRNOG00000036869
meriones_unguiculatus ENSMUGG00000003177
cricetulus_griseus_crigri_1.0 ENSCGRG00000011856
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001001876
cricetulus_griseus_crigri-picr ENSCGRG00015014948
peromyscus_maniculatus_bairdii ENSPEMG00000025744
microtus_ochrogaster ENSMOCG00000008629
nannospalax_galili ENSNGAG00000022863
castor_canadensis ENSCCNG00000010861
chinchilla_lanigera ENSCLAG00000009079
octodon_degus ENSODEG00000009276
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012405
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017412
marmota_marmota_marmota ENSMMMG00000001418
spermophilus_dauricus ENSSDAG00000003466
urocitellus_parryii ENSUPAG00010016433
ochotona_princeps ENSOPRG00000015479
tupaia_belangeri ENSTBEG00000008635
propithecus_coquereli ENSPCOG00000023036
microcebus_murinus ENSMICG00000032326
prolemur_simus ENSPSMG00000013306
otolemur_garnettii ENSOGAG00000032922
homo_sapiens ENSG00000205116
gorilla_gorilla ENSGGOG00000038572
pongo_abelii ENSPPYG00000002006
macaca_nemestrina ENSMNEG00000044664
macaca_mulatta ENSMMUG00000044131
cercocebus_atys ENSCATG00000005573
theropithecus_gelada ENSTGEG00000011449
chlorocebus_sabaeus ENSCSAG00000000690
callithrix_jacchus ENSCJAG00000011035
rhinopithecus_bieti ENSRBIG00000037435
piliocolobus_tephrosceles ENSPTEG00000004164
papio_anubis ENSPANG00000005469
pan_troglodytes ENSPTRG00000047774
saimiri_boliviensis_boliviensis ENSSBOG00000031827
cebus_capucinus_imitator ENSCCAG00000028939
carlito_syrichta ENSTSYG00000034132
capra_hircus ENSCHIG00000014820
ovis_aries ENSOARG00000003471
bison_bison_bison ENSBBBG00000007663
bos_mutus ENSBMUG00000023994
bos_taurus ENSBTAG00000023784
tursiops_truncatus ENSTTRG00000017047
sus_scrofa ENSSSCG00000034013
ailuropoda_melanoleuca ENSAMEG00000013788
mustela_putorius_furo ENSMPUG00000014370
canis_lupus_familiaris ENSCAFG00000023524
canis_lupus_dingo ENSCAFG00020011493
vulpes_vulpes ENSVVUG00000004480
panthera_pardus ENSPPRG00000008933
felis_catus ENSFCAG00000028698
equus_asinus_asinus ENSEASG00005014512
equus_caballus ENSECAG00000040229
loxodonta_africana ENSLAFG00000000524
procavia_capensis ENSPCAG00000010019
notamacropus_eugenii ENSMEUG00000015943
phascolarctos_cinereus ENSPCIG00000007744
