apteryx_owenii ENSAOWG00000019435
apteryx_rowi ENSARWG00000007733
apteryx_haastii ENSAHAG00000003848
dromaius_novaehollandiae ENSDNVG00000008684
nothoprocta_perdicaria ENSNPEG00000000080
anser_brachyrhynchus ENSABRG00000000288
anas_platyrhynchos_platyrhynchos ENSAPLG00000018055
meleagris_gallopavo ENSMGAG00000009967
coturnix_japonica ENSCJPG00005014112
gallus_gallus ENSGALG00000024272
numida_meleagris ENSNMEG00000006163
calidris_pugnax ENSCPUG00000018256
calidris_pygmaea ENSCPGG00000006115
melopsittacus_undulatus ENSMUNG00000005838
manacus_vitellinus ENSMVIG00005012840
lepidothrix_coronata ENSLCOG00000006399
parus_major ENSPMJG00000004595
cyanistes_caeruleus ENSCCEG00000007788
zonotrichia_albicollis ENSZALG00000011989
junco_hyemalis ENSJHYG00000006986
ficedula_albicollis ENSFALG00000002084
lonchura_striata_domestica ENSLSDG00000011614
crocodylus_porosus ENSCPRG00005013616
gopherus_agassizii ENSGAGG00000003955
chelonoidis_abingdonii ENSCABG00000002868
chrysemys_picta_bellii ENSCPBG00000025425
notechis_scutatus ENSNSUG00000000493
notechis_scutatus ENSNSUG00000000496
anolis_carolinensis ENSACAG00000013902
anolis_carolinensis ENSACAG00000025735
pogona_vitticeps ENSPVIG00000023790
salvator_merianae ENSSMRG00000000275
sphenodon_punctatus ENSSPUG00000004815
sphenodon_punctatus ENSSPUG00000004820
salvator_merianae ENSSMRG00000000235
chelonoidis_abingdonii ENSCABG00000002871
loxodonta_africana ENSLAFG00000000593
procavia_capensis ENSPCAG00000005905
echinops_telfairi ENSETEG00000016875
bos_taurus ENSBTAG00000012638
bos_mutus ENSBMUG00000021719
bison_bison_bison ENSBBBG00000014042
ovis_aries ENSOARG00000000432
capra_hircus ENSCHIG00000012846
tursiops_truncatus ENSTTRG00000000015
sus_scrofa ENSSSCG00000032857
equus_asinus_asinus ENSEASG00005000982
equus_asinus_asinus ENSEASG00005000995
equus_caballus ENSECAG00000009742
ursus_americanus ENSUAMG00000003644
ursus_maritimus ENSUMAG00000020722
ailuropoda_melanoleuca ENSAMEG00000012236
neovison_vison ENSNVIG00000014823
mustela_putorius_furo ENSMPUG00000008375
canis_lupus_dingo ENSCAFG00020010365
canis_lupus_familiaris ENSCAFG00000023324
vulpes_vulpes ENSVVUG00000028241
panthera_tigris_altaica ENSPTIG00000021752
panthera_pardus ENSPPRG00000004444
felis_catus ENSFCAG00000014062
myotis_lucifugus ENSMLUG00000022206
pteropus_vampyrus ENSPVAG00000002510
sorex_araneus ENSSARG00000004046
erinaceus_europaeus ENSEEUG00000010771
spermophilus_dauricus ENSSDAG00000002688
spermophilus_dauricus ENSSDAG00000002672
spermophilus_dauricus ENSSDAG00000002652
marmota_marmota_marmota ENSMMMG00000018134
urocitellus_parryii ENSUPAG00010015764
ictidomys_tridecemlineatus ENSSTOG00000019653
castor_canadensis ENSCCNG00000022922
oryctolagus_cuniculus ENSOCUG00000022646
cebus_capucinus_imitator ENSCCAG00000025305
