ursus_americanus ENSUAMG00000005387
ursus_maritimus ENSUMAG00000023838
ailuropoda_melanoleuca ENSAMEG00000015186
mustela_putorius_furo ENSMPUG00000004404
neovison_vison ENSNVIG00000011212
canis_lupus_familiaris ENSCAFG00000031231
canis_lupus_dingo ENSCAFG00020026528
vulpes_vulpes ENSVVUG00000023349
panthera_pardus ENSPPRG00000009639
panthera_tigris_altaica ENSPTIG00000021675
felis_catus ENSFCAG00000039201
felis_catus ENSFCAG00000042705
bos_taurus ENSBTAG00000040054
bos_mutus ENSBMUG00000017131
bison_bison_bison ENSBBBG00000011443
ovis_aries ENSOARG00000011476
cricetulus_griseus_crigri_1.0 ENSCGRG00000014432
cricetulus_griseus_crigri-picr ENSCGRG00015017066
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012200
mesocricetus_auratus ENSMAUG00000018242
cricetulus_griseus_crigri-picr ENSCGRG00015017083
microtus_ochrogaster ENSMOCG00000005490
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030287
mus_spicilegus ENSMSIG00000012799
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000078800
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029209
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021071
rattus_norvegicus ENSRNOG00000046669
meriones_unguiculatus ENSMUGG00000026220
jaculus_jaculus ENSJJAG00000015824
urocitellus_parryii ENSUPAG00010001294
spermophilus_dauricus ENSSDAG00000014618
ictidomys_tridecemlineatus ENSSTOG00000021552
marmota_marmota_marmota ENSMMMG00000013103
chinchilla_lanigera ENSCLAG00000000266
cavia_porcellus ENSCPOG00000024582
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000015622
fukomys_damarensis ENSFDAG00000009339
oryctolagus_cuniculus ENSOCUG00000005554
microcebus_murinus ENSMICG00000041886
prolemur_simus ENSPSMG00000023884
otolemur_garnettii ENSOGAG00000031710
piliocolobus_tephrosceles ENSPTEG00000039117
theropithecus_gelada ENSTGEG00000024182
dasypus_novemcinctus ENSDNOG00000038625
loxodonta_africana ENSLAFG00000028834
sarcophilus_harrisii ENSSHAG00000002582
phascolarctos_cinereus ENSPCIG00000020772
