poecilia_formosa ENSPFOG00000003062
poecilia_latipinna ENSPLAG00000009457
poecilia_mexicana ENSPMEG00000003041
xiphophorus_maculatus ENSXMAG00000002755
xiphophorus_couchianus ENSXCOG00000012602
poecilia_reticulata ENSPREG00000018448
gambusia_affinis ENSGAFG00000009452
cyprinodon_variegatus ENSCVAG00000013925
fundulus_heteroclitus ENSFHEG00000002083
kryptolebias_marmoratus ENSKMAG00000004521
pundamilia_nyererei ENSPNYG00000007389
haplochromis_burtoni ENSHBUG00000022908
astatotilapia_calliptera ENSACLG00000011165
maylandia_zebra ENSMZEG00005027685
neolamprologus_brichardi ENSNBRG00000020752
amphilophus_citrinellus ENSACIG00000021207
amphiprion_ocellaris ENSAOCG00000004360
amphiprion_percula ENSAPEG00000013265
acanthochromis_polyacanthus ENSAPOG00000019439
stegastes_partitus ENSSPAG00000021349
labrus_bergylta ENSLBEG00000007112
mastacembelus_armatus ENSMAMG00000000383
anabas_testudineus ENSATEG00000001685
seriola_dumerili ENSSDUG00000009175
seriola_lalandi_dorsalis ENSSLDG00000019918
scophthalmus_maximus ENSSMAG00000002222
takifugu_rubripes ENSTRUG00000013457
tetraodon_nigroviridis ENSTNIG00000000607
mola_mola ENSMMOG00000010485
gasterosteus_aculeatus ENSGACG00000007857
oryzias_latipes_asm223471v1 ENSORLG00020003905
oryzias_latipes_asm223467v1 ENSORLG00000029904
oryzias_latipes_asm223469v1 ENSORLG00015009060
oryzias_melastigma ENSOMEG00000003938
periophthalmus_magnuspinnatus ENSPMGG00000010386
monopterus_albus ENSMALG00000018252
cynoglossus_semilaevis ENSCSEG00000006699
hippocampus_comes ENSHCOG00000004095
gadus_morhua ENSGMOG00000015309
esox_lucius ENSELUG00000022693
pygocentrus_nattereri ENSPNAG00000026998
astyanax_mexicanus ENSAMXG00000033105
danio_rerio ENSDARG00000021404
scleropages_formosus ENSSFOG00015002691
paramormyrops_kingsleyae ENSPKIG00000009396
latimeria_chalumnae ENSLACG00000015025
