anas_platyrhynchos_platyrhynchos ENSAPLG00000017319
anser_brachyrhynchus ENSABRG00000021950
coturnix_japonica ENSCJPG00005020320
meleagris_gallopavo ENSMGAG00000008331
gallus_gallus ENSGALG00000006505
numida_meleagris ENSNMEG00000023032
manacus_vitellinus ENSMVIG00005013908
lepidothrix_coronata ENSLCOG00000014966
cyanistes_caeruleus ENSCCEG00000011545
parus_major ENSPMJG00000000960
ficedula_albicollis ENSFALG00000005782
taeniopygia_guttata ENSTGUG00000008072
taeniopygia_guttata ENSTGUG00000014443
lonchura_striata_domestica ENSLSDG00000017259
serinus_canaria ENSSCAG00000005610
junco_hyemalis ENSJHYG00000010331
zonotrichia_albicollis ENSZALG00000001495
melopsittacus_undulatus ENSMUNG00000003128
calidris_pygmaea ENSCPGG00000011993
calidris_pugnax ENSCPUG00000018722
apteryx_haastii ENSAHAG00000016812
apteryx_owenii ENSAOWG00000003348
apteryx_rowi ENSARWG00000013133
dromaius_novaehollandiae ENSDNVG00000005503
crocodylus_porosus ENSCPRG00005016767
gopherus_agassizii ENSGAGG00000024908
chelonoidis_abingdonii ENSCABG00000002368
chrysemys_picta_bellii ENSCPBG00000007061
pelodiscus_sinensis ENSPSIG00000012100
anolis_carolinensis ENSACAG00000011877
pogona_vitticeps ENSPVIG00000002702
notechis_scutatus ENSNSUG00000019376
salvator_merianae ENSSMRG00000008361
sphenodon_punctatus ENSSPUG00000012449
sarcophilus_harrisii ENSSHAG00000015112
monodelphis_domestica ENSMODG00000019428
phascolarctos_cinereus ENSPCIG00000019156
notamacropus_eugenii ENSMEUG00000005785
sus_scrofa ENSSSCG00000030980
sus_scrofa ENSSSCG00000038168
equus_asinus_asinus ENSEASG00005015479
equus_caballus ENSECAG00000018130
otolemur_garnettii ENSOGAG00000031271
homo_sapiens ENSG00000086666
gorilla_gorilla ENSGGOG00000036513
pongo_abelii ENSPPYG00000006712
nomascus_leucogenys ENSNLEG00000032146
macaca_fascicularis ENSMFAG00000045344
macaca_nemestrina ENSMNEG00000032885
theropithecus_gelada ENSTGEG00000002441
chlorocebus_sabaeus ENSCSAG00000015063
mandrillus_leucophaeus ENSMLEG00000042827
piliocolobus_tephrosceles ENSPTEG00000019743
cebus_capucinus_imitator ENSCCAG00000013382
callithrix_jacchus ENSCJAG00000007572
saimiri_boliviensis_boliviensis ENSSBOG00000022004
aotus_nancymaae ENSANAG00000026252
propithecus_coquereli ENSPCOG00000005540
tupaia_belangeri ENSTBEG00000015373
felis_catus ENSFCAG00000035965
choloepus_hoffmanni ENSCHOG00000009491
castor_canadensis ENSCCNG00000018569
dipodomys_ordii ENSDORG00000016648
marmota_marmota_marmota ENSMMMG00000000571
ictidomys_tridecemlineatus ENSSTOG00000025147
urocitellus_parryii ENSUPAG00010023632
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009510
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000171
fukomys_damarensis ENSFDAG00000014134
cavia_aperea ENSCAPG00000008295
cavia_porcellus ENSCPOG00000007224
chinchilla_lanigera ENSCLAG00000002003
octodon_degus ENSODEG00000003846
octodon_degus ENSODEG00000016778
microcebus_murinus ENSMICG00000006343
myotis_lucifugus ENSMLUG00000014692
loxodonta_africana ENSLAFG00000006722
echinops_telfairi ENSETEG00000014125
ochotona_princeps ENSOPRG00000007465
oryctolagus_cuniculus ENSOCUG00000001050
carlito_syrichta ENSTSYG00000008637
sus_scrofa ENSSSCG00000001779
vicugna_pacos ENSVPAG00000004432
bos_mutus ENSBMUG00000026440
bos_taurus ENSBTAG00000012321
bison_bison_bison ENSBBBG00000011502
capra_hircus ENSCHIG00000022437
tursiops_truncatus ENSTTRG00000009651
pteropus_vampyrus ENSPVAG00000009142
procavia_capensis ENSPCAG00000006294
ursus_maritimus ENSUMAG00000010928
ursus_americanus ENSUAMG00000024794
ailuropoda_melanoleuca ENSAMEG00000006399
canis_lupus_familiaris ENSCAFG00000013972
canis_lupus_dingo ENSCAFG00020015747
vulpes_vulpes ENSVVUG00000004314
vulpes_vulpes ENSVVUG00000024475
canis_lupus_familiaris ENSCAFG00000004977
mustela_putorius_furo ENSMPUG00000020107
neovison_vison ENSNVIG00000011602
panthera_tigris_altaica ENSPTIG00000000004
panthera_pardus ENSPPRG00000004487
felis_catus ENSFCAG00000012931
capra_hircus ENSCHIG00000017759
mus_spicilegus ENSMSIG00000021239
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031053
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000030629
