sphenodon_punctatus ENSSPUG00000007726
notechis_scutatus ENSNSUG00000017279
chelonoidis_abingdonii ENSCABG00000021642
lepidothrix_coronata ENSLCOG00000002475
panthera_tigris_altaica ENSPTIG00000010639
panthera_pardus ENSPPRG00000001563
felis_catus ENSFCAG00000038163
bison_bison_bison ENSBBBG00000008326
mandrillus_leucophaeus ENSMLEG00000032584
theropithecus_gelada ENSTGEG00000007894
piliocolobus_tephrosceles ENSPTEG00000023481
gorilla_gorilla ENSGGOG00000008014
carlito_syrichta ENSTSYG00000001820
