coturnix_japonica ENSCJPG00005005944
gallus_gallus ENSGALG00000008954
meleagris_gallopavo ENSMGAG00000008241
numida_meleagris ENSNMEG00000013296
anser_brachyrhynchus ENSABRG00000016212
anas_platyrhynchos_platyrhynchos ENSAPLG00000004198
calidris_pugnax ENSCPUG00000019753
calidris_pygmaea ENSCPGG00000018085
melopsittacus_undulatus ENSMUNG00000004417
manacus_vitellinus ENSMVIG00005003204
taeniopygia_guttata ENSTGUG00000016955
zonotrichia_albicollis ENSZALG00000015464
junco_hyemalis ENSJHYG00000015390
lonchura_striata_domestica ENSLSDG00000004969
parus_major ENSPMJG00000007201
taeniopygia_guttata ENSTGUG00000001387
serinus_canaria ENSSCAG00000011519
cyanistes_caeruleus ENSCCEG00000016653
ficedula_albicollis ENSFALG00000007805
lepidothrix_coronata ENSLCOG00000009330
manacus_vitellinus ENSMVIG00005004562
apteryx_haastii ENSAHAG00000010382
apteryx_rowi ENSARWG00000007923
apteryx_owenii ENSAOWG00000003162
nothoprocta_perdicaria ENSNPEG00000000542
dromaius_novaehollandiae ENSDNVG00000004971
crocodylus_porosus ENSCPRG00005012142
gopherus_agassizii ENSGAGG00000022786
chelonoidis_abingdonii ENSCABG00000018489
chrysemys_picta_bellii ENSCPBG00000021235
pelodiscus_sinensis ENSPSIG00000006825
anolis_carolinensis ENSACAG00000016115
pogona_vitticeps ENSPVIG00000001986
notechis_scutatus ENSNSUG00000009679
salvator_merianae ENSSMRG00000013880
sphenodon_punctatus ENSSPUG00000011622
phascolarctos_cinereus ENSPCIG00000014989
notamacropus_eugenii ENSMEUG00000012478
sarcophilus_harrisii ENSSHAG00000004560
monodelphis_domestica ENSMODG00000010272
ursus_maritimus ENSUMAG00000017408
ursus_americanus ENSUAMG00000016019
ailuropoda_melanoleuca ENSAMEG00000001152
neovison_vison ENSNVIG00000002895
canis_lupus_dingo ENSCAFG00020020516
canis_lupus_familiaris ENSCAFG00000001838
vulpes_vulpes ENSVVUG00000001094
panthera_tigris_altaica ENSPTIG00000011898
panthera_pardus ENSPPRG00000001158
felis_catus ENSFCAG00000028861
erinaceus_europaeus ENSEEUG00000001365
sorex_araneus ENSSARG00000004787
bos_taurus ENSBTAG00000021313
bison_bison_bison ENSBBBG00000015934
capra_hircus ENSCHIG00000021512
ovis_aries ENSOARG00000013712
bos_mutus ENSBMUG00000018625
tursiops_truncatus ENSTTRG00000006362
sus_scrofa ENSSSCG00000024485
vicugna_pacos ENSVPAG00000009895
pteropus_vampyrus ENSPVAG00000007422
myotis_lucifugus ENSMLUG00000030628
equus_caballus ENSECAG00000022387
equus_asinus_asinus ENSEASG00005001300
dasypus_novemcinctus ENSDNOG00000042388
peromyscus_maniculatus_bairdii ENSPEMG00000022540
microtus_ochrogaster ENSMOCG00000000162
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001002136
cricetulus_griseus_crigri-picr ENSCGRG00015000872
cricetulus_griseus_crigri_1.0 ENSCGRG00000004863
mesocricetus_auratus ENSMAUG00000015112
mus_spicilegus ENSMSIG00000010744
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027953
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000040570
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026958
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021730
rattus_norvegicus ENSRNOG00000008463
nannospalax_galili ENSNGAG00000021997
jaculus_jaculus ENSJJAG00000011621
dipodomys_ordii ENSDORG00000009192
marmota_marmota_marmota ENSMMMG00000021241
spermophilus_dauricus ENSSDAG00000024150
urocitellus_parryii ENSUPAG00010017153
ictidomys_tridecemlineatus ENSSTOG00000004268
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001836
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000005882
fukomys_damarensis ENSFDAG00000005480
chinchilla_lanigera ENSCLAG00000005388
octodon_degus ENSODEG00000001145
cavia_porcellus ENSCPOG00000004608
cavia_aperea ENSCAPG00000011233
echinops_telfairi ENSETEG00000009930
pan_troglodytes ENSPTRG00000019370
pan_paniscus ENSPPAG00000036207
homo_sapiens ENSG00000105784
gorilla_gorilla ENSGGOG00000034852
pongo_abelii ENSPPYG00000017842
nomascus_leucogenys ENSNLEG00000014998
macaca_mulatta ENSMMUG00000006766
macaca_fascicularis ENSMFAG00000002053
macaca_nemestrina ENSMNEG00000009041
mandrillus_leucophaeus ENSMLEG00000041256
cercocebus_atys ENSCATG00000032221
theropithecus_gelada ENSTGEG00000004893
papio_anubis ENSPANG00000020857
chlorocebus_sabaeus ENSCSAG00000012402
rhinopithecus_bieti ENSRBIG00000028043
rhinopithecus_roxellana ENSRROG00000043323
piliocolobus_tephrosceles ENSPTEG00000026582
colobus_angolensis_palliatus ENSCANG00000036859
saimiri_boliviensis_boliviensis ENSSBOG00000019448
callithrix_jacchus ENSCJAG00000014488
cebus_capucinus_imitator ENSCCAG00000036650
aotus_nancymaae ENSANAG00000026218
carlito_syrichta ENSTSYG00000033447
prolemur_simus ENSPSMG00000016034
microcebus_murinus ENSMICG00000035579
propithecus_coquereli ENSPCOG00000022598
otolemur_garnettii ENSOGAG00000005701
tupaia_belangeri ENSTBEG00000007615
loxodonta_africana ENSLAFG00000010950
procavia_capensis ENSPCAG00000015211
choloepus_hoffmanni ENSCHOG00000004446
oryctolagus_cuniculus ENSOCUG00000015000
ochotona_princeps ENSOPRG00000004433
ornithorhynchus_anatinus ENSOANG00000004419
xenopus_tropicalis ENSXETG00000002491
latimeria_chalumnae ENSLACG00000011975
pygocentrus_nattereri ENSPNAG00000015870
astyanax_mexicanus ENSAMXG00000016218
ictalurus_punctatus ENSIPUG00000022762
danio_rerio ENSDARG00000009961
tetraodon_nigroviridis ENSTNIG00000018355
takifugu_rubripes ENSTRUG00000005573
mola_mola ENSMMOG00000003508
labrus_bergylta ENSLBEG00000006480
fundulus_heteroclitus ENSFHEG00000018105
fundulus_heteroclitus ENSFHEG00000011394
poecilia_mexicana ENSPMEG00000010078
poecilia_latipinna ENSPLAG00000010796
poecilia_formosa ENSPFOG00000016478
poecilia_reticulata ENSPREG00000016075
xiphophorus_maculatus ENSXMAG00000006834
xiphophorus_couchianus ENSXCOG00000019607
gambusia_affinis ENSGAFG00000015173
cyprinodon_variegatus ENSCVAG00000001742
kryptolebias_marmoratus ENSKMAG00000003730
oryzias_latipes_asm223469v1 ENSORLG00015017479
oryzias_latipes_asm223471v1 ENSORLG00020011350
oryzias_latipes_asm223467v1 ENSORLG00000009310
oryzias_melastigma ENSOMEG00000005736
amphiprion_percula ENSAPEG00000002514
amphiprion_ocellaris ENSAOCG00000001178
acanthochromis_polyacanthus ENSAPOG00000001201
stegastes_partitus ENSSPAG00000020528
seriola_dumerili ENSSDUG00000001802
seriola_lalandi_dorsalis ENSSLDG00000014537
scophthalmus_maximus ENSSMAG00000018012
monopterus_albus ENSMALG00000002583
mastacembelus_armatus ENSMAMG00000012928
anabas_testudineus ENSATEG00000000412
gasterosteus_aculeatus ENSGACG00000009330
pundamilia_nyererei ENSPNYG00000006185
haplochromis_burtoni ENSHBUG00000004167
maylandia_zebra ENSMZEG00005022473
astatotilapia_calliptera ENSACLG00000017184
neolamprologus_brichardi ENSNBRG00000006328
oreochromis_niloticus ENSONIG00000006160
amphilophus_citrinellus ENSACIG00000011401
cynoglossus_semilaevis ENSCSEG00000001793
hippocampus_comes ENSHCOG00000007077
periophthalmus_magnuspinnatus ENSPMGG00000021450
gadus_morhua ENSGMOG00000010067
esox_lucius ENSELUG00000010437
paramormyrops_kingsleyae ENSPKIG00000000093
scleropages_formosus ENSSFOG00015010931
lepisosteus_oculatus ENSLOCG00000010363
