lepidothrix_coronata ENSLCOG00000005726
manacus_vitellinus ENSMVIG00005006022
taeniopygia_guttata ENSTGUG00000010173
taeniopygia_guttata ENSTGUG00000014075
lonchura_striata_domestica ENSLSDG00000004121
serinus_canaria ENSSCAG00000009929
cyanistes_caeruleus ENSCCEG00000013831
parus_major ENSPMJG00000014674
ficedula_albicollis ENSFALG00000006240
junco_hyemalis ENSJHYG00000003655
zonotrichia_albicollis ENSZALG00000007752
calidris_pugnax ENSCPUG00000008803
calidris_pygmaea ENSCPGG00000000850
melopsittacus_undulatus ENSMUNG00000003671
gallus_gallus ENSGALG00000014897
gallus_gallus ENSGALG00000047488
meleagris_gallopavo ENSMGAG00000009784
coturnix_japonica ENSCJPG00005009257
numida_meleagris ENSNMEG00000011670
anas_platyrhynchos_platyrhynchos ENSAPLG00000015661
anser_brachyrhynchus ENSABRG00000019312
apteryx_owenii ENSAOWG00000003882
apteryx_haastii ENSAHAG00000001623
apteryx_rowi ENSARWG00000013508
nothoprocta_perdicaria ENSNPEG00000013524
dromaius_novaehollandiae ENSDNVG00000005588
crocodylus_porosus ENSCPRG00005012757
chelonoidis_abingdonii ENSCABG00000019196
gopherus_agassizii ENSGAGG00000011047
chrysemys_picta_bellii ENSCPBG00000027552
pelodiscus_sinensis ENSPSIG00000007582
sphenodon_punctatus ENSSPUG00000007173
sphenodon_punctatus ENSSPUG00000017145
anolis_carolinensis ENSACAG00000008456
notechis_scutatus ENSNSUG00000019347
salvator_merianae ENSSMRG00000016598
pogona_vitticeps ENSPVIG00000001527
pogona_vitticeps ENSPVIG00000001529
apteryx_owenii ENSAOWG00000003879
numida_meleagris ENSNMEG00000011671
phascolarctos_cinereus ENSPCIG00000015639
phascolarctos_cinereus ENSPCIG00000031228
phascolarctos_cinereus ENSPCIG00000010530
notamacropus_eugenii ENSMEUG00000009507
monodelphis_domestica ENSMODG00000021479
monodelphis_domestica ENSMODG00000020632
sarcophilus_harrisii ENSSHAG00000003102
cebus_capucinus_imitator ENSCCAG00000035741
saimiri_boliviensis_boliviensis ENSSBOG00000021422
aotus_nancymaae ENSANAG00000036799
callithrix_jacchus ENSCJAG00000000125
cebus_capucinus_imitator ENSCCAG00000018366
aotus_nancymaae ENSANAG00000034459
nomascus_leucogenys ENSNLEG00000006854
colobus_angolensis_palliatus ENSCANG00000030378
saimiri_boliviensis_boliviensis ENSSBOG00000029283
pan_paniscus ENSPPAG00000036745
pan_troglodytes ENSPTRG00000009822
gorilla_gorilla ENSGGOG00000014000
homo_sapiens ENSG00000176890
pongo_abelii ENSPPYG00000009045
rhinopithecus_roxellana ENSRROG00000033528
colobus_angolensis_palliatus ENSCANG00000042544
rhinopithecus_bieti ENSRBIG00000040749
piliocolobus_tephrosceles ENSPTEG00000034383
macaca_fascicularis ENSMFAG00000039357
macaca_nemestrina ENSMNEG00000039303
macaca_mulatta ENSMMUG00000004046
mandrillus_leucophaeus ENSMLEG00000033083
cercocebus_atys ENSCATG00000030133
papio_anubis ENSPANG00000016982
theropithecus_gelada ENSTGEG00000014664
chlorocebus_sabaeus ENSCSAG00000017621
carlito_syrichta ENSTSYG00000011744
propithecus_coquereli ENSPCOG00000023949
microcebus_murinus ENSMICG00000014830
prolemur_simus ENSPSMG00000023465
otolemur_garnettii ENSOGAG00000024349
tupaia_belangeri ENSTBEG00000000713
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000025747
mus_spicilegus ENSMSIG00000012655
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027049
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028045
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021822
rattus_norvegicus ENSRNOG00000037225
meriones_unguiculatus ENSMUGG00000016365
cricetulus_griseus_crigri_1.0 ENSCGRG00000009685
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001007642
cricetulus_griseus_crigri-picr ENSCGRG00015000262
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016565
mesocricetus_auratus ENSMAUG00000007623
microtus_ochrogaster ENSMOCG00000022954
microtus_ochrogaster ENSMOCG00000018488
peromyscus_maniculatus_bairdii ENSPEMG00000022684
nannospalax_galili ENSNGAG00000024065
chinchilla_lanigera ENSCLAG00000011426
fukomys_damarensis ENSFDAG00000018548
cavia_porcellus ENSCPOG00000015574
cavia_aperea ENSCAPG00000003160
octodon_degus ENSODEG00000006402
octodon_degus ENSODEG00000005197
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000003556
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005456
jaculus_jaculus ENSJJAG00000020713
castor_canadensis ENSCCNG00000001203
castor_canadensis ENSCCNG00000011489
dipodomys_ordii ENSDORG00000015072
marmota_marmota_marmota ENSMMMG00000010633
spermophilus_dauricus ENSSDAG00000013380
ictidomys_tridecemlineatus ENSSTOG00000000910
oryctolagus_cuniculus ENSOCUG00000008667
ochotona_princeps ENSOPRG00000005955
ovis_aries ENSOARG00000009367
capra_hircus ENSCHIG00000000075
bos_taurus ENSBTAG00000007003
bos_taurus ENSBTAG00000053268
bos_mutus ENSBMUG00000022434
bison_bison_bison ENSBBBG00000021622
sus_scrofa ENSSSCG00000040678
vicugna_pacos ENSVPAG00000005636
tursiops_truncatus ENSTTRG00000016669
equus_caballus ENSECAG00000023203
equus_asinus_asinus ENSEASG00005002710
pteropus_vampyrus ENSPVAG00000000701
myotis_lucifugus ENSMLUG00000009587
neovison_vison ENSNVIG00000008836
ursus_americanus ENSUAMG00000002421
ursus_maritimus ENSUMAG00000019677
ailuropoda_melanoleuca ENSAMEG00000006607
ailuropoda_melanoleuca ENSAMEG00000006956
neovison_vison ENSNVIG00000016905
neovison_vison ENSNVIG00000004423
mustela_putorius_furo ENSMPUG00000005419
canis_lupus_dingo ENSCAFG00020017917
canis_lupus_familiaris ENSCAFG00000018341
vulpes_vulpes ENSVVUG00000004462
panthera_tigris_altaica ENSPTIG00000018955
panthera_pardus ENSPPRG00000014417
felis_catus ENSFCAG00000009230
sorex_araneus ENSSARG00000012400
erinaceus_europaeus ENSEEUG00000009066
procavia_capensis ENSPCAG00000016155
loxodonta_africana ENSLAFG00000014910
dasypus_novemcinctus ENSDNOG00000045272
ornithorhynchus_anatinus ENSOANG00000011624
latimeria_chalumnae ENSLACG00000016303
xenopus_tropicalis ENSXETG00000003156
amphiprion_ocellaris ENSAOCG00000022666
amphiprion_percula ENSAPEG00000014960
acanthochromis_polyacanthus ENSAPOG00000017049
stegastes_partitus ENSSPAG00000011295
gasterosteus_aculeatus ENSGACG00000004111
labrus_bergylta ENSLBEG00000016708
maylandia_zebra ENSMZEG00005001459
astatotilapia_calliptera ENSACLG00000001127
haplochromis_burtoni ENSHBUG00000016669
pundamilia_nyererei ENSPNYG00000000985
oreochromis_niloticus ENSONIG00000006083
neolamprologus_brichardi ENSNBRG00000014804
amphilophus_citrinellus ENSACIG00000016229
takifugu_rubripes ENSTRUG00000002155
monopterus_albus ENSMALG00000019693
mastacembelus_armatus ENSMAMG00000005208
anabas_testudineus ENSATEG00000004331
seriola_dumerili ENSSDUG00000007843
seriola_lalandi_dorsalis ENSSLDG00000021053
xiphophorus_maculatus ENSXMAG00000002236
xiphophorus_couchianus ENSXCOG00000011804
gambusia_affinis ENSGAFG00000002293
poecilia_formosa ENSPFOG00000024833
poecilia_mexicana ENSPMEG00000021800
poecilia_latipinna ENSPLAG00000021177
