prolemur_simus ENSPSMG00000003636
piliocolobus_tephrosceles ENSPTEG00000024956
marmota_marmota_marmota ENSMMMG00000018958
spermophilus_dauricus ENSSDAG00000005883
urocitellus_parryii ENSUPAG00010001502
castor_canadensis ENSCCNG00000020022
cricetulus_griseus_crigri-picr ENSCGRG00015020988
mustela_putorius_furo ENSMPUG00000019109
neovison_vison ENSNVIG00000012986
vulpes_vulpes ENSVVUG00000009150
equus_caballus ENSECAG00000000768
bos_mutus ENSBMUG00000007578
bos_taurus ENSBTAG00000052955
bison_bison_bison ENSBBBG00000021731
