crocodylus_porosus ENSCPRG00005012234
pogona_vitticeps ENSPVIG00000004317
ornithorhynchus_anatinus ENSOANG00000003141
gopherus_agassizii ENSGAGG00000006387
chelonoidis_abingdonii ENSCABG00000001109
chrysemys_picta_bellii ENSCPBG00000016223
chrysemys_picta_bellii ENSCPBG00000016087
pelodiscus_sinensis ENSPSIG00000011912
anser_brachyrhynchus ENSABRG00000011117
anas_platyrhynchos_platyrhynchos ENSAPLG00000002680
gallus_gallus ENSGALG00000030614
coturnix_japonica ENSCJPG00005006953
meleagris_gallopavo ENSMGAG00000011209
numida_meleagris ENSNMEG00000007210
calidris_pugnax ENSCPUG00000017051
melopsittacus_undulatus ENSMUNG00000002564
cyanistes_caeruleus ENSCCEG00000021484
parus_major ENSPMJG00000009580
ficedula_albicollis ENSFALG00000006226
junco_hyemalis ENSJHYG00000001754
zonotrichia_albicollis ENSZALG00000005652
lonchura_striata_domestica ENSLSDG00000009989
serinus_canaria ENSSCAG00000014027
manacus_vitellinus ENSMVIG00005000549
lepidothrix_coronata ENSLCOG00000001900
apteryx_owenii ENSAOWG00000005958
apteryx_haastii ENSAHAG00000013952
apteryx_rowi ENSARWG00000017576
dromaius_novaehollandiae ENSDNVG00000007900
anolis_carolinensis ENSACAG00000011740
pogona_vitticeps ENSPVIG00000011153
notechis_scutatus ENSNSUG00000012577
salvator_merianae ENSSMRG00000013017
pogona_vitticeps ENSPVIG00000011152
notechis_scutatus ENSNSUG00000012576
anolis_carolinensis ENSACAG00000029559
anolis_carolinensis ENSACAG00000011329
anolis_carolinensis ENSACAG00000028746
anolis_carolinensis ENSACAG00000029164
pogona_vitticeps ENSPVIG00000005014
salvator_merianae ENSSMRG00000013016
sphenodon_punctatus ENSSPUG00000014483
sphenodon_punctatus ENSSPUG00000014536
sphenodon_punctatus ENSSPUG00000014460
phascolarctos_cinereus ENSPCIG00000031896
phascolarctos_cinereus ENSPCIG00000035905
phascolarctos_cinereus ENSPCIG00000001319
phascolarctos_cinereus ENSPCIG00000023507
phascolarctos_cinereus ENSPCIG00000036341
phascolarctos_cinereus ENSPCIG00000008339
notamacropus_eugenii ENSMEUG00000006392
notamacropus_eugenii ENSMEUG00000009270
sarcophilus_harrisii ENSSHAG00000002493
monodelphis_domestica ENSMODG00000020713
ornithorhynchus_anatinus ENSOANG00000004867
rattus_norvegicus ENSRNOG00000012436
xenopus_tropicalis ENSXETG00000027121
gopherus_agassizii ENSGAGG00000005686
xenopus_tropicalis ENSXETG00000010166
xenopus_tropicalis ENSXETG00000032351
xenopus_tropicalis ENSXETG00000009313
xenopus_tropicalis ENSXETG00000009314
chrysemys_picta_bellii ENSCPBG00000017488
xenopus_tropicalis ENSXETG00000011164
xenopus_tropicalis ENSXETG00000009311
xenopus_tropicalis ENSXETG00000034257
xenopus_tropicalis ENSXETG00000032433
latimeria_chalumnae ENSLACG00000002286
