oryzias_latipes_asm223467v1 ENSORLG00000028562
oryzias_latipes_asm223471v1 ENSORLG00020002345
stegastes_partitus ENSSPAG00000018417
haplochromis_burtoni ENSHBUG00000015028
haplochromis_burtoni ENSHBUG00000000442
periophthalmus_magnuspinnatus ENSPMGG00000017390
periophthalmus_magnuspinnatus ENSPMGG00000015729
anabas_testudineus ENSATEG00000020237
anabas_testudineus ENSATEG00000020205
mastacembelus_armatus ENSMAMG00000000153
cynoglossus_semilaevis ENSCSEG00000009594
cynoglossus_semilaevis ENSCSEG00000009605
amphilophus_citrinellus ENSACIG00000020876
anabas_testudineus ENSATEG00000011696
gadus_morhua ENSGMOG00000019776
