anolis_carolinensis ENSACAG00000005183
pogona_vitticeps ENSPVIG00000020274
notechis_scutatus ENSNSUG00000019807
salvator_merianae ENSSMRG00000000133
sphenodon_punctatus ENSSPUG00000001444
anser_brachyrhynchus ENSABRG00000012490
anas_platyrhynchos_platyrhynchos ENSAPLG00000018884
meleagris_gallopavo ENSMGAG00000005686
gallus_gallus ENSGALG00000004047
coturnix_japonica ENSCJPG00005005105
numida_meleagris ENSNMEG00000011889
taeniopygia_guttata ENSTGUG00000001197
serinus_canaria ENSSCAG00000006860
junco_hyemalis ENSJHYG00000000092
ficedula_albicollis ENSFALG00000000514
cyanistes_caeruleus ENSCCEG00000018814
lonchura_striata_domestica ENSLSDG00000015274
parus_major ENSPMJG00000000656
manacus_vitellinus ENSMVIG00005008654
lepidothrix_coronata ENSLCOG00000009662
calidris_pygmaea ENSCPGG00000017686
calidris_pugnax ENSCPUG00000016726
apteryx_owenii ENSAOWG00000010731
apteryx_haastii ENSAHAG00000010165
apteryx_rowi ENSARWG00000011112
dromaius_novaehollandiae ENSDNVG00000008638
nothoprocta_perdicaria ENSNPEG00000011239
crocodylus_porosus ENSCPRG00005016501
gopherus_agassizii ENSGAGG00000005338
chelonoidis_abingdonii ENSCABG00000001983
chrysemys_picta_bellii ENSCPBG00000000537
pelodiscus_sinensis ENSPSIG00000006332
notamacropus_eugenii ENSMEUG00000004783
phascolarctos_cinereus ENSPCIG00000014297
monodelphis_domestica ENSMODG00000012879
sarcophilus_harrisii ENSSHAG00000005643
chinchilla_lanigera ENSCLAG00000011611
octodon_degus ENSODEG00000015082
cavia_aperea ENSCAPG00000007728
cavia_porcellus ENSCPOG00000031845
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014688
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007710
fukomys_damarensis ENSFDAG00000005054
ictidomys_tridecemlineatus ENSSTOG00000011927
urocitellus_parryii ENSUPAG00010021009
spermophilus_dauricus ENSSDAG00000020353
marmota_marmota_marmota ENSMMMG00000018757
castor_canadensis ENSCCNG00000022450
dipodomys_ordii ENSDORG00000011121
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027630
mus_spicilegus ENSMSIG00000004402
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000028671
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026650
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028983
rattus_norvegicus ENSRNOG00000009712
