parus_major ENSPMJG00000014755
cyanistes_caeruleus ENSCCEG00000013804
ficedula_albicollis ENSFALG00000005950
lonchura_striata_domestica ENSLSDG00000007905
taeniopygia_guttata ENSTGUG00000010735
serinus_canaria ENSSCAG00000012092
zonotrichia_albicollis ENSZALG00000000540
junco_hyemalis ENSJHYG00000005646
lepidothrix_coronata ENSLCOG00000005524
melopsittacus_undulatus ENSMUNG00000007959
calidris_pugnax ENSCPUG00000018991
calidris_pygmaea ENSCPGG00000007675
numida_meleagris ENSNMEG00000013376
gallus_gallus ENSGALG00000015151
coturnix_japonica ENSCJPG00005009874
anser_brachyrhynchus ENSABRG00000015807
meleagris_gallopavo ENSMGAG00000010536
anas_platyrhynchos_platyrhynchos ENSAPLG00000009022
manacus_vitellinus ENSMVIG00005003556
apteryx_owenii ENSAOWG00000011866
apteryx_haastii ENSAHAG00000009079
apteryx_rowi ENSARWG00000017676
nothoprocta_perdicaria ENSNPEG00000007248
crocodylus_porosus ENSCPRG00005015110
gopherus_agassizii ENSGAGG00000020013
chelonoidis_abingdonii ENSCABG00000017468
chrysemys_picta_bellii ENSCPBG00000021024
pelodiscus_sinensis ENSPSIG00000004796
pogona_vitticeps ENSPVIG00000013963
anolis_carolinensis ENSACAG00000017857
notechis_scutatus ENSNSUG00000020003
sphenodon_punctatus ENSSPUG00000006585
notamacropus_eugenii ENSMEUG00000002647
phascolarctos_cinereus ENSPCIG00000016435
sarcophilus_harrisii ENSSHAG00000012145
monodelphis_domestica ENSMODG00000010919
equus_asinus_asinus ENSEASG00005016659
equus_caballus ENSECAG00000017478
pteropus_vampyrus ENSPVAG00000005999
erinaceus_europaeus ENSEEUG00000005504
sorex_araneus ENSSARG00000002808
vicugna_pacos ENSVPAG00000003441
sus_scrofa ENSSSCG00000025005
ovis_aries ENSOARG00000006302
capra_hircus ENSCHIG00000000421
bos_mutus ENSBMUG00000012114
bos_taurus ENSBTAG00000044063
bison_bison_bison ENSBBBG00000019479
tursiops_truncatus ENSTTRG00000001897
ursus_maritimus ENSUMAG00000001499
ailuropoda_melanoleuca ENSAMEG00000009974
mustela_putorius_furo ENSMPUG00000006952
neovison_vison ENSNVIG00000019526
canis_lupus_familiaris ENSCAFG00000018037
canis_lupus_dingo ENSCAFG00020013195
vulpes_vulpes ENSVVUG00000027369
panthera_tigris_altaica ENSPTIG00000010574
panthera_pardus ENSPPRG00000007304
felis_catus ENSFCAG00000019056
tupaia_belangeri ENSTBEG00000012449
loxodonta_africana ENSLAFG00000018431
pan_troglodytes ENSPTRG00000009950
pan_paniscus ENSPPAG00000036186
homo_sapiens ENSG00000118276
gorilla_gorilla ENSGGOG00000003477
pongo_abelii ENSPPYG00000009091
nomascus_leucogenys ENSNLEG00000006440
papio_anubis ENSPANG00000009803
theropithecus_gelada ENSTGEG00000019276
cercocebus_atys ENSCATG00000039016
mandrillus_leucophaeus ENSMLEG00000006005
macaca_fascicularis ENSMFAG00000033017
macaca_nemestrina ENSMNEG00000034558
macaca_mulatta ENSMMUG00000016674
chlorocebus_sabaeus ENSCSAG00000017864
rhinopithecus_bieti ENSRBIG00000033034
rhinopithecus_roxellana ENSRROG00000029305
piliocolobus_tephrosceles ENSPTEG00000027428
colobus_angolensis_palliatus ENSCANG00000028847
cebus_capucinus_imitator ENSCCAG00000029865
callithrix_jacchus ENSCJAG00000020816
saimiri_boliviensis_boliviensis ENSSBOG00000034735
aotus_nancymaae ENSANAG00000023268
carlito_syrichta ENSTSYG00000000172
microcebus_murinus ENSMICG00000007307
propithecus_coquereli ENSPCOG00000009566
prolemur_simus ENSPSMG00000015065
otolemur_garnettii ENSOGAG00000016779
peromyscus_maniculatus_bairdii ENSPEMG00000011754
microtus_ochrogaster ENSMOCG00000012621
cricetulus_griseus_crigri-picr ENSCGRG00015021896
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001023652
cricetulus_griseus_crigri_1.0 ENSCGRG00000006694
mesocricetus_auratus ENSMAUG00000016396
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022942
mus_spicilegus ENSMSIG00000023539
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000056124
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022031
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018765
rattus_norvegicus ENSRNOG00000015895
meriones_unguiculatus ENSMUGG00000017521
nannospalax_galili ENSNGAG00000009833
jaculus_jaculus ENSJJAG00000001465
spermophilus_dauricus ENSSDAG00000003236
urocitellus_parryii ENSUPAG00010013003
marmota_marmota_marmota ENSMMMG00000008421
ictidomys_tridecemlineatus ENSSTOG00000010911
castor_canadensis ENSCCNG00000002753
dipodomys_ordii ENSDORG00000029583
