propithecus_coquereli ENSPCOG00000020263
prolemur_simus ENSPSMG00000024235
rhinopithecus_roxellana ENSRROG00000042615
rhinopithecus_bieti ENSRBIG00000034960
piliocolobus_tephrosceles ENSPTEG00000019833
macaca_fascicularis ENSMFAG00000005892
macaca_mulatta ENSMMUG00000023206
macaca_nemestrina ENSMNEG00000037301
papio_anubis ENSPANG00000001148
theropithecus_gelada ENSTGEG00000013016
colobus_angolensis_palliatus ENSCANG00000041290
mandrillus_leucophaeus ENSMLEG00000041330
pan_troglodytes ENSPTRG00000051962
pan_paniscus ENSPPAG00000028283
cercocebus_atys ENSCATG00000030967
cebus_capucinus_imitator ENSCCAG00000037106
saimiri_boliviensis_boliviensis ENSSBOG00000019460
callithrix_jacchus ENSCJAG00000040252
aotus_nancymaae ENSANAG00000015257
octodon_degus ENSODEG00000015329
marmota_marmota_marmota ENSMMMG00000006209
bos_mutus ENSBMUG00000005977
capra_hircus ENSCHIG00000014550
sus_scrofa ENSSSCG00000036616
bison_bison_bison ENSBBBG00000024174
vicugna_pacos ENSVPAG00000015512
tursiops_truncatus ENSTTRG00000021415
ursus_americanus ENSUAMG00000004754
bos_taurus ENSBTAG00000018326
ursus_maritimus ENSUMAG00000018407
equus_caballus ENSECAG00000028572
procavia_capensis ENSPCAG00000018805
procavia_capensis ENSPCAG00000018806
dasypus_novemcinctus ENSDNOG00000044930
