gallus_gallus ENSGALG00000006120
coturnix_japonica ENSCJPG00005005207
meleagris_gallopavo ENSMGAG00000007848
numida_meleagris ENSNMEG00000020371
anser_brachyrhynchus ENSABRG00000004335
anas_platyrhynchos_platyrhynchos ENSAPLG00000012989
calidris_pugnax ENSCPUG00000003661
calidris_pygmaea ENSCPGG00000003689
melopsittacus_undulatus ENSMUNG00000002987
apteryx_haastii ENSAHAG00000006366
apteryx_owenii ENSAOWG00000009285
apteryx_rowi ENSARWG00000002296
dromaius_novaehollandiae ENSDNVG00000010291
nothoprocta_perdicaria ENSNPEG00000007526
crocodylus_porosus ENSCPRG00005011359
gopherus_agassizii ENSGAGG00000011635
chelonoidis_abingdonii ENSCABG00000001385
chrysemys_picta_bellii ENSCPBG00000008759
pelodiscus_sinensis ENSPSIG00000014057
sphenodon_punctatus ENSSPUG00000016658
anolis_carolinensis ENSACAG00000017025
pogona_vitticeps ENSPVIG00000008009
notechis_scutatus ENSNSUG00000003031
salvator_merianae ENSSMRG00000017384
loxodonta_africana ENSLAFG00000011695
echinops_telfairi ENSETEG00000019939
choloepus_hoffmanni ENSCHOG00000006762
dasypus_novemcinctus ENSDNOG00000009412
castor_canadensis ENSCCNG00000022194
dipodomys_ordii ENSDORG00000016713
microtus_ochrogaster ENSMOCG00000006804
peromyscus_maniculatus_bairdii ENSPEMG00000016709
cricetulus_griseus_crigri_1.0 ENSCGRG00000018130
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019213
cricetulus_griseus_crigri-picr ENSCGRG00015001503
mesocricetus_auratus ENSMAUG00000019506
mus_spicilegus ENSMSIG00000003624
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023000
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000014503
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022088
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018822
rattus_norvegicus ENSRNOG00000025489
meriones_unguiculatus ENSMUGG00000005070
nannospalax_galili ENSNGAG00000002094
jaculus_jaculus ENSJJAG00000024290
cavia_porcellus ENSCPOG00000013263
cavia_aperea ENSCAPG00000009263
chinchilla_lanigera ENSCLAG00000004561
octodon_degus ENSODEG00000003052
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014327
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000019407
urocitellus_parryii ENSUPAG00010021930
ictidomys_tridecemlineatus ENSSTOG00000006512
spermophilus_dauricus ENSSDAG00000017403
marmota_marmota_marmota ENSMMMG00000009035
oryctolagus_cuniculus ENSOCUG00000014419
ochotona_princeps ENSOPRG00000005432
prolemur_simus ENSPSMG00000005272
microcebus_murinus ENSMICG00000034172
propithecus_coquereli ENSPCOG00000016897
otolemur_garnettii ENSOGAG00000016526
rhinopithecus_roxellana ENSRROG00000030077
rhinopithecus_bieti ENSRBIG00000043654
piliocolobus_tephrosceles ENSPTEG00000033297
colobus_angolensis_palliatus ENSCANG00000040880
papio_anubis ENSPANG00000012367
theropithecus_gelada ENSTGEG00000022351
mandrillus_leucophaeus ENSMLEG00000040889
cercocebus_atys ENSCATG00000035200
macaca_mulatta ENSMMUG00000016357
macaca_nemestrina ENSMNEG00000013404
chlorocebus_sabaeus ENSCSAG00000013310
homo_sapiens ENSG00000078795
gorilla_gorilla ENSGGOG00000010384
pan_paniscus ENSPPAG00000027817
pan_troglodytes ENSPTRG00000017276
pongo_abelii ENSPPYG00000015817
macaca_fascicularis ENSMFAG00000034545
nomascus_leucogenys ENSNLEG00000008550
cebus_capucinus_imitator ENSCCAG00000036915
saimiri_boliviensis_boliviensis ENSSBOG00000019985
callithrix_jacchus ENSCJAG00000006165
aotus_nancymaae ENSANAG00000025240
carlito_syrichta ENSTSYG00000002687
tupaia_belangeri ENSTBEG00000016760
capra_hircus ENSCHIG00000021659
ovis_aries ENSOARG00000015546
bos_mutus ENSBMUG00000025765
bos_taurus ENSBTAG00000007785
bison_bison_bison ENSBBBG00000019893
tursiops_truncatus ENSTTRG00000009524
sus_scrofa ENSSSCG00000026421
vicugna_pacos ENSVPAG00000006318
pteropus_vampyrus ENSPVAG00000002239
myotis_lucifugus ENSMLUG00000010190
erinaceus_europaeus ENSEEUG00000002700
sorex_araneus ENSSARG00000011490
equus_asinus_asinus ENSEASG00005020612
equus_caballus ENSECAG00000020545
ursus_maritimus ENSUMAG00000016436
ursus_americanus ENSUAMG00000025382
ailuropoda_melanoleuca ENSAMEG00000016336
neovison_vison ENSNVIG00000015628
mustela_putorius_furo ENSMPUG00000009783
canis_lupus_dingo ENSCAFG00020008178
canis_lupus_familiaris ENSCAFG00000001146
vulpes_vulpes ENSVVUG00000014749
panthera_tigris_altaica ENSPTIG00000007487
panthera_pardus ENSPPRG00000013184
felis_catus ENSFCAG00000015548
notamacropus_eugenii ENSMEUG00000014520
phascolarctos_cinereus ENSPCIG00000015701
sarcophilus_harrisii ENSSHAG00000008780
monodelphis_domestica ENSMODG00000012258
ornithorhynchus_anatinus ENSOANG00000009283
latimeria_chalumnae ENSLACG00000013367
lepisosteus_oculatus ENSLOCG00000011380
