caenorhabditis_elegans_strain_n2 WBGene00020796
drosophila_melanogaster FBgn0031660
petromyzon_marinus ENSPMAG00000004202
eptatretus_burgeri ENSEBUG00000004106
gopherus_agassizii ENSGAGG00000023391
chelonoidis_abingdonii ENSCABG00000016539
chrysemys_picta_bellii ENSCPBG00000026390
pelodiscus_sinensis ENSPSIG00000011177
sphenodon_punctatus ENSSPUG00000015322
anolis_carolinensis ENSACAG00000015301
pogona_vitticeps ENSPVIG00000001241
notechis_scutatus ENSNSUG00000004685
salvator_merianae ENSSMRG00000006606
gallus_gallus ENSGALG00000007473
coturnix_japonica ENSCJPG00005016412
meleagris_gallopavo ENSMGAG00000008848
numida_meleagris ENSNMEG00000021088
anas_platyrhynchos_platyrhynchos ENSAPLG00000006257
lonchura_striata_domestica ENSLSDG00000004652
serinus_canaria ENSSCAG00000000491
parus_major ENSPMJG00000010225
ficedula_albicollis ENSFALG00000004103
cyanistes_caeruleus ENSCCEG00000008402
taeniopygia_guttata ENSTGUG00000004351
junco_hyemalis ENSJHYG00000017553
lepidothrix_coronata ENSLCOG00000009650
manacus_vitellinus ENSMVIG00005005761
melopsittacus_undulatus ENSMUNG00000005842
anser_brachyrhynchus ENSABRG00000022794
calidris_pygmaea ENSCPGG00000006489
calidris_pugnax ENSCPUG00000016917
apteryx_owenii ENSAOWG00000006862
apteryx_rowi ENSARWG00000005934
apteryx_haastii ENSAHAG00000009607
dromaius_novaehollandiae ENSDNVG00000000807
nothoprocta_perdicaria ENSNPEG00000009684
chinchilla_lanigera ENSCLAG00000014858
octodon_degus ENSODEG00000015538
cavia_porcellus ENSCPOG00000007176
cavia_aperea ENSCAPG00000011681
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012704
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000003807
fukomys_damarensis ENSFDAG00000011002
urocitellus_parryii ENSUPAG00010013215
ictidomys_tridecemlineatus ENSSTOG00000012316
marmota_marmota_marmota ENSMMMG00000018504
spermophilus_dauricus ENSSDAG00000019224
castor_canadensis ENSCCNG00000015048
dipodomys_ordii ENSDORG00000024147
mus_spicilegus ENSMSIG00000023867
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021273
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000024181
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022184
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023591
rattus_norvegicus ENSRNOG00000042720
meriones_unguiculatus ENSMUGG00000014467
cricetulus_griseus_crigri_1.0 ENSCGRG00000014549
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012825
cricetulus_griseus_crigri-picr ENSCGRG00015019156
mesocricetus_auratus ENSMAUG00000003487
microtus_ochrogaster ENSMOCG00000014836
peromyscus_maniculatus_bairdii ENSPEMG00000019054
nannospalax_galili ENSNGAG00000016312
jaculus_jaculus ENSJJAG00000008947
piliocolobus_tephrosceles ENSPTEG00000005679
colobus_angolensis_palliatus ENSCANG00000033941
rhinopithecus_bieti ENSRBIG00000029953
rhinopithecus_roxellana ENSRROG00000042756
macaca_fascicularis ENSMFAG00000006698
macaca_mulatta ENSMMUG00000000609
macaca_nemestrina ENSMNEG00000027279
mandrillus_leucophaeus ENSMLEG00000002439
papio_anubis ENSPANG00000018773
chlorocebus_sabaeus ENSCSAG00000012838
theropithecus_gelada ENSTGEG00000008111
cercocebus_atys ENSCATG00000040016
pan_troglodytes ENSPTRG00000047553
pan_paniscus ENSPPAG00000034473
homo_sapiens ENSG00000086504
gorilla_gorilla ENSGGOG00000006668
pongo_abelii ENSPPYG00000006906
nomascus_leucogenys ENSNLEG00000031011
cebus_capucinus_imitator ENSCCAG00000030887
saimiri_boliviensis_boliviensis ENSSBOG00000019789
aotus_nancymaae ENSANAG00000022423
carlito_syrichta ENSTSYG00000032509
propithecus_coquereli ENSPCOG00000021895
microcebus_murinus ENSMICG00000031344
prolemur_simus ENSPSMG00000022508
otolemur_garnettii ENSOGAG00000014941
sorex_araneus ENSSARG00000006277
canis_lupus_familiaris ENSCAFG00000019682
capra_hircus ENSCHIG00000016968
ovis_aries ENSOARG00000011786
bos_taurus ENSBTAG00000016581
bos_mutus ENSBMUG00000024279
bison_bison_bison ENSBBBG00000000409
tursiops_truncatus ENSTTRG00000009128
sus_scrofa ENSSSCG00000007984
vicugna_pacos ENSVPAG00000004642
ursus_maritimus ENSUMAG00000021029
ursus_americanus ENSUAMG00000015724
ailuropoda_melanoleuca ENSAMEG00000007031
mustela_putorius_furo ENSMPUG00000016020
neovison_vison ENSNVIG00000014904
canis_lupus_dingo ENSCAFG00020009225
vulpes_vulpes ENSVVUG00000013414
panthera_pardus ENSPPRG00000002937
panthera_tigris_altaica ENSPTIG00000017626
felis_catus ENSFCAG00000041050
equus_asinus_asinus ENSEASG00005018175
equus_caballus ENSECAG00000022663
myotis_lucifugus ENSMLUG00000010009
pteropus_vampyrus ENSPVAG00000000551
procavia_capensis ENSPCAG00000011480
loxodonta_africana ENSLAFG00000010776
erinaceus_europaeus ENSEEUG00000006626
phascolarctos_cinereus ENSPCIG00000000377
notamacropus_eugenii ENSMEUG00000000407
sarcophilus_harrisii ENSSHAG00000007606
monodelphis_domestica ENSMODG00000016666
ornithorhynchus_anatinus ENSOANG00000014165
xenopus_tropicalis ENSXETG00000011564
latimeria_chalumnae ENSLACG00000009989
pygocentrus_nattereri ENSPNAG00000009296
astyanax_mexicanus ENSAMXG00000001999
ictalurus_punctatus ENSIPUG00000015984
