ciona_intestinalis ENSCING00000018119
ciona_savignyi ENSCSAVG00000008724
apteryx_owenii ENSAOWG00000016957
apteryx_rowi ENSARWG00000018445
dromaius_novaehollandiae ENSDNVG00000000669
nothoprocta_perdicaria ENSNPEG00000008519
gallus_gallus ENSGALG00000016570
coturnix_japonica ENSCJPG00005012976
meleagris_gallopavo ENSMGAG00000014114
numida_meleagris ENSNMEG00000007353
anser_brachyrhynchus ENSABRG00000001321
anas_platyrhynchos_platyrhynchos ENSAPLG00000012254
calidris_pygmaea ENSCPGG00000004032
calidris_pugnax ENSCPUG00000013085
melopsittacus_undulatus ENSMUNG00000010489
pogona_vitticeps ENSPVIG00000021824
anolis_carolinensis ENSACAG00000010854
notechis_scutatus ENSNSUG00000004979
salvator_merianae ENSSMRG00000012337
sphenodon_punctatus ENSSPUG00000009741
chelonoidis_abingdonii ENSCABG00000018839
gopherus_agassizii ENSGAGG00000009852
chrysemys_picta_bellii ENSCPBG00000022327
mus_spicilegus ENSMSIG00000018184
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020325
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000034450
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019433
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030451
rattus_norvegicus ENSRNOG00000016648
meriones_unguiculatus ENSMUGG00000022833
cricetulus_griseus_crigri-picr ENSCGRG00015009014
cricetulus_griseus_crigri_1.0 ENSCGRG00000010601
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019987
mesocricetus_auratus ENSMAUG00000013257
microtus_ochrogaster ENSMOCG00000017457
peromyscus_maniculatus_bairdii ENSPEMG00000021556
nannospalax_galili ENSNGAG00000024191
jaculus_jaculus ENSJJAG00000008997
chinchilla_lanigera ENSCLAG00000014336
octodon_degus ENSODEG00000012794
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004501
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015116
fukomys_damarensis ENSFDAG00000017279
cavia_aperea ENSCAPG00000006318
urocitellus_parryii ENSUPAG00010003895
spermophilus_dauricus ENSSDAG00000011009
ictidomys_tridecemlineatus ENSSTOG00000026329
marmota_marmota_marmota ENSMMMG00000013102
castor_canadensis ENSCCNG00000009127
dipodomys_ordii ENSDORG00000024023
oryctolagus_cuniculus ENSOCUG00000024474
propithecus_coquereli ENSPCOG00000020409
prolemur_simus ENSPSMG00000011018
microcebus_murinus ENSMICG00000028711
otolemur_garnettii ENSOGAG00000026271
bos_mutus ENSBMUG00000016973
bos_taurus ENSBTAG00000026748
bison_bison_bison ENSBBBG00000007068
capra_hircus ENSCHIG00000008405
ovis_aries ENSOARG00000009639
sus_scrofa ENSSSCG00000009667
equus_caballus ENSECAG00000003068
equus_asinus_asinus ENSEASG00005016285
ailuropoda_melanoleuca ENSAMEG00000000147
ursus_maritimus ENSUMAG00000000345
canis_lupus_familiaris ENSCAFG00000008414
canis_lupus_dingo ENSCAFG00020012482
vulpes_vulpes ENSVVUG00000003499
neovison_vison ENSNVIG00000006816
mustela_putorius_furo ENSMPUG00000000883
panthera_tigris_altaica ENSPTIG00000016376
panthera_pardus ENSPPRG00000022640
felis_catus ENSFCAG00000023835
loxodonta_africana ENSLAFG00000031573
dasypus_novemcinctus ENSDNOG00000040383
ursus_americanus ENSUAMG00000011830
sarcophilus_harrisii ENSSHAG00000006234
phascolarctos_cinereus ENSPCIG00000009229
monodelphis_domestica ENSMODG00000015957
ornithorhynchus_anatinus ENSOANG00000010890
crocodylus_porosus ENSCPRG00005003140
ficedula_albicollis ENSFALG00000003766
lonchura_striata_domestica ENSLSDG00000017614
manacus_vitellinus ENSMVIG00005013202
lepidothrix_coronata ENSLCOG00000002431
lepisosteus_oculatus ENSLOCG00000016715
eptatretus_burgeri ENSEBUG00000008173
saccharomyces_cerevisiae_strain_s288c YML086C
