sphenodon_punctatus ENSSPUG00000014547
salvator_merianae ENSSMRG00000001529
anser_brachyrhynchus ENSABRG00000001577
anas_platyrhynchos_platyrhynchos ENSAPLG00000014474
meleagris_gallopavo ENSMGAG00000006985
gallus_gallus ENSGALG00000005687
coturnix_japonica ENSCJPG00005018834
numida_meleagris ENSNMEG00000002802
calidris_pygmaea ENSCPGG00000015541
calidris_pugnax ENSCPUG00000013609
melopsittacus_undulatus ENSMUNG00000013718
parus_major ENSPMJG00000015524
cyanistes_caeruleus ENSCCEG00000015513
ficedula_albicollis ENSFALG00000007305
junco_hyemalis ENSJHYG00000017996
zonotrichia_albicollis ENSZALG00000012918
serinus_canaria ENSSCAG00000017240
lonchura_striata_domestica ENSLSDG00000003410
taeniopygia_guttata ENSTGUG00000007606
manacus_vitellinus ENSMVIG00005016802
lepidothrix_coronata ENSLCOG00000004965
apteryx_owenii ENSAOWG00000009079
apteryx_rowi ENSARWG00000004926
apteryx_haastii ENSAHAG00000003207
dromaius_novaehollandiae ENSDNVG00000003572
nothoprocta_perdicaria ENSNPEG00000012182
crocodylus_porosus ENSCPRG00005000790
gopherus_agassizii ENSGAGG00000020694
chelonoidis_abingdonii ENSCABG00000006669
chrysemys_picta_bellii ENSCPBG00000020455
pelodiscus_sinensis ENSPSIG00000008455
phascolarctos_cinereus ENSPCIG00000028992
notamacropus_eugenii ENSMEUG00000013715
monodelphis_domestica ENSMODG00000011276
sarcophilus_harrisii ENSSHAG00000018836
procavia_capensis ENSPCAG00000011861
loxodonta_africana ENSLAFG00000006828
gorilla_gorilla ENSGGOG00000006994
homo_sapiens ENSG00000107874
pan_paniscus ENSPPAG00000013700
pan_troglodytes ENSPTRG00000002891
pongo_abelii ENSPPYG00000002602
nomascus_leucogenys ENSNLEG00000027134
papio_anubis ENSPANG00000020984
theropithecus_gelada ENSTGEG00000020646
cercocebus_atys ENSCATG00000043008
macaca_mulatta ENSMMUG00000003000
macaca_fascicularis ENSMFAG00000035328
macaca_nemestrina ENSMNEG00000041547
mandrillus_leucophaeus ENSMLEG00000033705
chlorocebus_sabaeus ENSCSAG00000005434
rhinopithecus_bieti ENSRBIG00000043930
rhinopithecus_roxellana ENSRROG00000044234
piliocolobus_tephrosceles ENSPTEG00000002950
colobus_angolensis_palliatus ENSCANG00000029531
callithrix_jacchus ENSCJAG00000044660
cebus_capucinus_imitator ENSCCAG00000031794
saimiri_boliviensis_boliviensis ENSSBOG00000033427
aotus_nancymaae ENSANAG00000038457
carlito_syrichta ENSTSYG00000035705
propithecus_coquereli ENSPCOG00000028615
prolemur_simus ENSPSMG00000011742
microcebus_murinus ENSMICG00000043889
otolemur_garnettii ENSOGAG00000016405
mus_spicilegus ENSMSIG00000011362
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023955
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000036748
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023034
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0014524
rattus_norvegicus ENSRNOG00000019574
meriones_unguiculatus ENSMUGG00000015397
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001022970
cricetulus_griseus_crigri-picr ENSCGRG00015021017
cricetulus_griseus_crigri_1.0 ENSCGRG00000014227
mesocricetus_auratus ENSMAUG00000015254
microtus_ochrogaster ENSMOCG00000001067
peromyscus_maniculatus_bairdii ENSPEMG00000012762
nannospalax_galili ENSNGAG00000021332
jaculus_jaculus ENSJJAG00000019898
castor_canadensis ENSCCNG00000015754
dipodomys_ordii ENSDORG00000013412
urocitellus_parryii ENSUPAG00010020611
spermophilus_dauricus ENSSDAG00000022046
ictidomys_tridecemlineatus ENSSTOG00000022008
marmota_marmota_marmota ENSMMMG00000023329
chinchilla_lanigera ENSCLAG00000001551
octodon_degus ENSODEG00000007262
