lonchura_striata_domestica ENSLSDG00000001187
serinus_canaria ENSSCAG00000002488
junco_hyemalis ENSJHYG00000017015
lepidothrix_coronata ENSLCOG00000015887
calidris_pygmaea ENSCPGG00000008648
calidris_pygmaea ENSCPGG00000000875
melopsittacus_undulatus ENSMUNG00000016640
gallus_gallus ENSGALG00000051620
apteryx_owenii ENSAOWG00000001549
apteryx_rowi ENSARWG00000016767
apteryx_haastii ENSAHAG00000013747
nothoprocta_perdicaria ENSNPEG00000003776
notechis_scutatus ENSNSUG00000018605
bison_bison_bison ENSBBBG00000008368
bos_mutus ENSBMUG00000000268
capra_hircus ENSCHIG00000009761
sus_scrofa ENSSSCG00000032294
equus_asinus_asinus ENSEASG00005012703
ursus_americanus ENSUAMG00000003198
equus_caballus ENSECAG00000038770
bos_taurus ENSBTAG00000053418
mustela_putorius_furo ENSMPUG00000008153
vulpes_vulpes ENSVVUG00000017560
carlito_syrichta ENSTSYG00000029801
mandrillus_leucophaeus ENSMLEG00000042181
prolemur_simus ENSPSMG00000007219
meriones_unguiculatus ENSMUGG00000001505
rattus_norvegicus ENSRNOG00000051568
