chelonoidis_abingdonii ENSCABG00000019633
chrysemys_picta_bellii ENSCPBG00000006119
gopherus_agassizii ENSGAGG00000007571
pelodiscus_sinensis ENSPSIG00000017365
sphenodon_punctatus ENSSPUG00000000346
phascolarctos_cinereus ENSPCIG00000001443
notamacropus_eugenii ENSMEUG00000004727
monodelphis_domestica ENSMODG00000007311
sarcophilus_harrisii ENSSHAG00000013116
pogona_vitticeps ENSPVIG00000003750
notechis_scutatus ENSNSUG00000011038
salvator_merianae ENSSMRG00000022840
anolis_carolinensis ENSACAG00000008268
serinus_canaria ENSSCAG00000015863
parus_major ENSPMJG00000011210
junco_hyemalis ENSJHYG00000009757
lonchura_striata_domestica ENSLSDG00000006550
taeniopygia_guttata ENSTGUG00000007097
ficedula_albicollis ENSFALG00000004065
lepidothrix_coronata ENSLCOG00000002018
melopsittacus_undulatus ENSMUNG00000004848
anser_brachyrhynchus ENSABRG00000008483
numida_meleagris ENSNMEG00000018512
coturnix_japonica ENSCJPG00005017313
anas_platyrhynchos_platyrhynchos ENSAPLG00000017518
calidris_pygmaea ENSCPGG00000006106
calidris_pugnax ENSCPUG00000008784
ornithorhynchus_anatinus ENSOANG00000031800
apteryx_owenii ENSAOWG00000012489
gallus_gallus ENSGALG00000042604
pan_troglodytes ENSPTRG00000045701
pan_paniscus ENSPPAG00000018949
homo_sapiens ENSG00000004848
gorilla_gorilla ENSGGOG00000023361
pongo_abelii ENSPPYG00000020202
macaca_nemestrina ENSMNEG00000041141
macaca_fascicularis ENSMFAG00000005540
chlorocebus_sabaeus ENSCSAG00000014321
cercocebus_atys ENSCATG00000032913
theropithecus_gelada ENSTGEG00000023462
rhinopithecus_bieti ENSRBIG00000039003
rhinopithecus_roxellana ENSRROG00000045204
colobus_angolensis_palliatus ENSCANG00000040801
papio_anubis ENSPANG00000008103
cebus_capucinus_imitator ENSCCAG00000023528
saimiri_boliviensis_boliviensis ENSSBOG00000022256
callithrix_jacchus ENSCJAG00000039277
aotus_nancymaae ENSANAG00000030082
carlito_syrichta ENSTSYG00000033129
prolemur_simus ENSPSMG00000002714
propithecus_coquereli ENSPCOG00000025163
microcebus_murinus ENSMICG00000044540
otolemur_garnettii ENSOGAG00000026726
tupaia_belangeri ENSTBEG00000001051
dipodomys_ordii ENSDORG00000026927
capra_hircus ENSCHIG00000007687
bos_taurus ENSBTAG00000050504
sus_scrofa ENSSSCG00000020801
canis_lupus_dingo ENSCAFG00020006197
canis_lupus_familiaris ENSCAFG00000013545
neovison_vison ENSNVIG00000011108
panthera_pardus ENSPPRG00000008772
felis_catus ENSFCAG00000045199
equus_caballus ENSECAG00000037496
sorex_araneus ENSSARG00000007895
urocitellus_parryii ENSUPAG00010010371
bos_mutus ENSBMUG00000016261
mandrillus_leucophaeus ENSMLEG00000022170
mustela_putorius_furo ENSMPUG00000000092
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000003931
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100003334
dasypus_novemcinctus ENSDNOG00000049677
ovis_aries ENSOARG00000017804
chinchilla_lanigera ENSCLAG00000001310
oryctolagus_cuniculus ENSOCUG00000022180
echinops_telfairi ENSETEG00000016774
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017219
cricetulus_griseus_crigri-picr ENSCGRG00015014307
cricetulus_griseus_crigri_1.0 ENSCGRG00000003024
mesocricetus_auratus ENSMAUG00000002403
microtus_ochrogaster ENSMOCG00000002564
peromyscus_maniculatus_bairdii ENSPEMG00000012632
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034395
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000035277
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033228
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0031770
rattus_norvegicus ENSRNOG00000053562
meriones_unguiculatus ENSMUGG00000000649
nannospalax_galili ENSNGAG00000013379
jaculus_jaculus ENSJJAG00000022425
castor_canadensis ENSCCNG00000011066
ictidomys_tridecemlineatus ENSSTOG00000024095
octodon_degus ENSODEG00000013376
procavia_capensis ENSPCAG00000011497
loxodonta_africana ENSLAFG00000001779
cavia_porcellus ENSCPOG00000019871
myotis_lucifugus ENSMLUG00000022745
ailuropoda_melanoleuca ENSAMEG00000014746
xenopus_tropicalis ENSXETG00000021832
paramormyrops_kingsleyae ENSPKIG00000025084
scleropages_formosus ENSSFOG00015017935
paramormyrops_kingsleyae ENSPKIG00000019352
scleropages_formosus ENSSFOG00015012891
pygocentrus_nattereri ENSPNAG00000022548
astyanax_mexicanus ENSAMXG00000007740
ictalurus_punctatus ENSIPUG00000015190
danio_rerio ENSDARG00000058011
oryzias_latipes_asm223467v1 ENSORLG00000007450
oryzias_latipes_asm223469v1 ENSORLG00015018625
oryzias_latipes_asm223471v1 ENSORLG00020018370
oryzias_melastigma ENSOMEG00000012532
mastacembelus_armatus ENSMAMG00000022940
poecilia_formosa ENSPFOG00000003719
poecilia_latipinna ENSPLAG00000004959
poecilia_mexicana ENSPMEG00000009546
poecilia_reticulata ENSPREG00000014546
xiphophorus_couchianus ENSXCOG00000006757
xiphophorus_maculatus ENSXMAG00000028853
gambusia_affinis ENSGAFG00000009282
cyprinodon_variegatus ENSCVAG00000007087
fundulus_heteroclitus ENSFHEG00000004386
kryptolebias_marmoratus ENSKMAG00000015034
scophthalmus_maximus ENSSMAG00000017994
mola_mola ENSMMOG00000003742
monopterus_albus ENSMALG00000009021
amphiprion_percula ENSAPEG00000023102
amphiprion_ocellaris ENSAOCG00000002928
acanthochromis_polyacanthus ENSAPOG00000022860
stegastes_partitus ENSSPAG00000015984
maylandia_zebra ENSMZEG00005021289
astatotilapia_calliptera ENSACLG00000022884
haplochromis_burtoni ENSHBUG00000021763
pundamilia_nyererei ENSPNYG00000000333
neolamprologus_brichardi ENSNBRG00000002074
oreochromis_niloticus ENSONIG00000014386
amphilophus_citrinellus ENSACIG00000002045
anabas_testudineus ENSATEG00000014427
seriola_dumerili ENSSDUG00000002848
seriola_lalandi_dorsalis ENSSLDG00000008907
cynoglossus_semilaevis ENSCSEG00000011180
labrus_bergylta ENSLBEG00000017097
periophthalmus_magnuspinnatus ENSPMGG00000013031
takifugu_rubripes ENSTRUG00000007885
tetraodon_nigroviridis ENSTNIG00000008157
hippocampus_comes ENSHCOG00000012527
esox_lucius ENSELUG00000008836
pygocentrus_nattereri ENSPNAG00000013429
astyanax_mexicanus ENSAMXG00000019244
ictalurus_punctatus ENSIPUG00000019615
danio_rerio ENSDARG00000101523
esox_lucius ENSELUG00000020748
lepisosteus_oculatus ENSLOCG00000001912
latimeria_chalumnae ENSLACG00000012306
coturnix_japonica ENSCJPG00005018832
numida_meleagris ENSNMEG00000001770
anas_platyrhynchos_platyrhynchos ENSAPLG00000030241
lepidothrix_coronata ENSLCOG00000000369
junco_hyemalis ENSJHYG00000014821
parus_major ENSPMJG00000011296
calidris_pygmaea ENSCPGG00000010983
calidris_pugnax ENSCPUG00000001494
crocodylus_porosus ENSCPRG00005006085
chrysemys_picta_bellii ENSCPBG00000020751
gopherus_agassizii ENSGAGG00000005465
pelodiscus_sinensis ENSPSIG00000013664
salvator_merianae ENSSMRG00000017811
scleropages_formosus ENSSFOG00015003722
paramormyrops_kingsleyae ENSPKIG00000021053
lepisosteus_oculatus ENSLOCG00000014793
eptatretus_burgeri ENSEBUG00000003387
