parus_major ENSPMJG00000015890
cyanistes_caeruleus ENSCCEG00000016288
ficedula_albicollis ENSFALG00000015112
taeniopygia_guttata ENSTGUG00000002451
lonchura_striata_domestica ENSLSDG00000005616
serinus_canaria ENSSCAG00000009202
zonotrichia_albicollis ENSZALG00000005549
manacus_vitellinus ENSMVIG00005001796
manacus_vitellinus ENSMVIG00005008833
lepidothrix_coronata ENSLCOG00000007552
calidris_pygmaea ENSCPGG00000006148
calidris_pugnax ENSCPUG00000015137
melopsittacus_undulatus ENSMUNG00000013493
anser_brachyrhynchus ENSABRG00000021009
anas_platyrhynchos_platyrhynchos ENSAPLG00000001602
gallus_gallus ENSGALG00000047764
coturnix_japonica ENSCJPG00005000996
numida_meleagris ENSNMEG00000006525
apteryx_owenii ENSAOWG00000009629
apteryx_haastii ENSAHAG00000002699
apteryx_rowi ENSARWG00000013456
dromaius_novaehollandiae ENSDNVG00000016628
nothoprocta_perdicaria ENSNPEG00000000793
crocodylus_porosus ENSCPRG00005016773
gopherus_agassizii ENSGAGG00000008691
chelonoidis_abingdonii ENSCABG00000017562
chrysemys_picta_bellii ENSCPBG00000007456
pelodiscus_sinensis ENSPSIG00000001656
anolis_carolinensis ENSACAG00000015513
pogona_vitticeps ENSPVIG00000008867
notechis_scutatus ENSNSUG00000001406
salvator_merianae ENSSMRG00000018919
equus_asinus_asinus ENSEASG00005013320
equus_caballus ENSECAG00000004498
vicugna_pacos ENSVPAG00000006803
tursiops_truncatus ENSTTRG00000000862
ovis_aries ENSOARG00000005592
capra_hircus ENSCHIG00000002665
bos_mutus ENSBMUG00000023038
bos_taurus ENSBTAG00000022714
bison_bison_bison ENSBBBG00000016114
sus_scrofa ENSSSCG00000036059
ursus_maritimus ENSUMAG00000005699
ursus_americanus ENSUAMG00000013039
ailuropoda_melanoleuca ENSAMEG00000018576
mustela_putorius_furo ENSMPUG00000019321
neovison_vison ENSNVIG00000002416
canis_lupus_familiaris ENSCAFG00000018389
canis_lupus_dingo ENSCAFG00020023339
vulpes_vulpes ENSVVUG00000014652
panthera_tigris_altaica ENSPTIG00000008369
panthera_pardus ENSPPRG00000017335
felis_catus ENSFCAG00000005331
pteropus_vampyrus ENSPVAG00000004748
choloepus_hoffmanni ENSCHOG00000002507
dasypus_novemcinctus ENSDNOG00000003947
loxodonta_africana ENSLAFG00000031465
procavia_capensis ENSPCAG00000013516
pan_troglodytes ENSPTRG00000016867
pan_paniscus ENSPPAG00000014568
gorilla_gorilla ENSGGOG00000006205
homo_sapiens ENSG00000169271
pongo_abelii ENSPPYG00000015459
nomascus_leucogenys ENSNLEG00000018870
rhinopithecus_bieti ENSRBIG00000025114
rhinopithecus_roxellana ENSRROG00000012325
piliocolobus_tephrosceles ENSPTEG00000021116
colobus_angolensis_palliatus ENSCANG00000012082
mandrillus_leucophaeus ENSMLEG00000003884
chlorocebus_sabaeus ENSCSAG00000019001
macaca_mulatta ENSMMUG00000018488
macaca_fascicularis ENSMFAG00000030683
macaca_nemestrina ENSMNEG00000007681
papio_anubis ENSPANG00000014063
theropithecus_gelada ENSTGEG00000012235
cercocebus_atys ENSCATG00000043485
callithrix_jacchus ENSCJAG00000021806
saimiri_boliviensis_boliviensis ENSSBOG00000019511
aotus_nancymaae ENSANAG00000031113
tupaia_belangeri ENSTBEG00000014302
castor_canadensis ENSCCNG00000019028
dipodomys_ordii ENSDORG00000003165
ictidomys_tridecemlineatus ENSSTOG00000002196
marmota_marmota_marmota ENSMMMG00000009472
urocitellus_parryii ENSUPAG00010005091
spermophilus_dauricus ENSSDAG00000023031
cavia_aperea ENSCAPG00000002046
cavia_porcellus ENSCPOG00000004246
chinchilla_lanigera ENSCLAG00000017635
octodon_degus ENSODEG00000020433
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000020009
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100021038
fukomys_damarensis ENSFDAG00000016009
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000051456
mus_spicilegus ENSMSIG00000017519
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018908
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019786
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0015978
rattus_norvegicus ENSRNOG00000010992
meriones_unguiculatus ENSMUGG00000013766
cricetulus_griseus_crigri_1.0 ENSCGRG00000009152
cricetulus_griseus_crigri-picr ENSCGRG00015000128
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001007597
mesocricetus_auratus ENSMAUG00000005583
peromyscus_maniculatus_bairdii ENSPEMG00000014777
microtus_ochrogaster ENSMOCG00000008919
nannospalax_galili ENSNGAG00000008362
jaculus_jaculus ENSJJAG00000014004
oryctolagus_cuniculus ENSOCUG00000024729
ochotona_princeps ENSOPRG00000015590
otolemur_garnettii ENSOGAG00000000802
prolemur_simus ENSPSMG00000016921
sorex_araneus ENSSARG00000011705
echinops_telfairi ENSETEG00000000505
notamacropus_eugenii ENSMEUG00000015095
phascolarctos_cinereus ENSPCIG00000019868
sarcophilus_harrisii ENSSHAG00000001999
ornithorhynchus_anatinus ENSOANG00000002023
xenopus_tropicalis ENSXETG00000023377
latimeria_chalumnae ENSLACG00000010870
astyanax_mexicanus ENSAMXG00000024932
pygocentrus_nattereri ENSPNAG00000019992
ictalurus_punctatus ENSIPUG00000008774
danio_rerio ENSDARG00000067714
esox_lucius ENSELUG00000023132
lepisosteus_oculatus ENSLOCG00000017531
