ursus_americanus ENSUAMG00000017741
ursus_maritimus ENSUMAG00000021808
ailuropoda_melanoleuca ENSAMEG00000002490
mustela_putorius_furo ENSMPUG00000019404
neovison_vison ENSNVIG00000003534
canis_lupus_familiaris ENSCAFG00000017188
canis_lupus_dingo ENSCAFG00020024516
panthera_tigris_altaica ENSPTIG00000008599
panthera_pardus ENSPPRG00000011812
felis_catus ENSFCAG00000002853
equus_caballus ENSECAG00000009018
equus_asinus_asinus ENSEASG00005010401
tursiops_truncatus ENSTTRG00000010974
capra_hircus ENSCHIG00000016151
sus_scrofa ENSSSCG00000012415
vicugna_pacos ENSVPAG00000011515
myotis_lucifugus ENSMLUG00000001703
prolemur_simus ENSPSMG00000010549
otolemur_garnettii ENSOGAG00000030855
theropithecus_gelada ENSTGEG00000013794
macaca_mulatta ENSMMUG00000004793
chlorocebus_sabaeus ENSCSAG00000000099
piliocolobus_tephrosceles ENSPTEG00000023362
gorilla_gorilla ENSGGOG00000026343
homo_sapiens ENSG00000186462
pongo_abelii ENSPPYG00000020470
nomascus_leucogenys ENSNLEG00000019044
callithrix_jacchus ENSCJAG00000046932
aotus_nancymaae ENSANAG00000031289
castor_canadensis ENSCCNG00000022416
dipodomys_ordii ENSDORG00000026810
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001003632
cricetulus_griseus_crigri_1.0 ENSCGRG00000020053
cricetulus_griseus_crigri-picr ENSCGRG00015016616
mesocricetus_auratus ENSMAUG00000016901
microtus_ochrogaster ENSMOCG00000022693
mus_spicilegus ENSMSIG00000010001
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034470
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000082229
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033306
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0031844
meriones_unguiculatus ENSMUGG00000024599
nannospalax_galili ENSNGAG00000018586
jaculus_jaculus ENSJJAG00000005294
ictidomys_tridecemlineatus ENSSTOG00000025991
urocitellus_parryii ENSUPAG00010005512
spermophilus_dauricus ENSSDAG00000015788
marmota_marmota_marmota ENSMMMG00000017515
oryctolagus_cuniculus ENSOCUG00000007414
tupaia_belangeri ENSTBEG00000007791
sorex_araneus ENSSARG00000003118
rattus_norvegicus ENSRNOG00000030204
urocitellus_parryii ENSUPAG00010005515
marmota_marmota_marmota ENSMMMG00000017518
castor_canadensis ENSCCNG00000027090
theropithecus_gelada ENSTGEG00000002896
vicugna_pacos ENSVPAG00000007683
sus_scrofa ENSSSCG00000031849
loxodonta_africana ENSLAFG00000026154
