erinaceus_europaeus ENSEEUG00000004315
sorex_araneus ENSSARG00000000855
equus_asinus_asinus ENSEASG00005010647
equus_caballus ENSECAG00000020100
ursus_maritimus ENSUMAG00000023337
ursus_americanus ENSUAMG00000026102
ailuropoda_melanoleuca ENSAMEG00000000016
mustela_putorius_furo ENSMPUG00000012436
neovison_vison ENSNVIG00000002045
canis_lupus_familiaris ENSCAFG00000023824
canis_lupus_dingo ENSCAFG00020014528
vulpes_vulpes ENSVVUG00000006664
panthera_pardus ENSPPRG00000008167
panthera_tigris_altaica ENSPTIG00000018303
felis_catus ENSFCAG00000007168
pteropus_vampyrus ENSPVAG00000004911
myotis_lucifugus ENSMLUG00000011781
sus_scrofa ENSSSCG00000031778
sus_scrofa ENSSSCG00000024129
tursiops_truncatus ENSTTRG00000005762
bison_bison_bison ENSBBBG00000008137
bos_taurus ENSBTAG00000015647
ovis_aries ENSOARG00000003414
capra_hircus ENSCHIG00000017002
vicugna_pacos ENSVPAG00000004773
homo_sapiens ENSG00000186377
gorilla_gorilla ENSGGOG00000000133
pan_troglodytes ENSPTRG00000000706
pan_paniscus ENSPPAG00000034593
pongo_abelii ENSPPYG00000001384
nomascus_leucogenys ENSNLEG00000013118
rhinopithecus_bieti ENSRBIG00000027136
rhinopithecus_roxellana ENSRROG00000042954
piliocolobus_tephrosceles ENSPTEG00000037982
colobus_angolensis_palliatus ENSCANG00000036985
macaca_fascicularis ENSMFAG00000000631
macaca_mulatta ENSMMUG00000018867
macaca_nemestrina ENSMNEG00000024746
theropithecus_gelada ENSTGEG00000002133
mandrillus_leucophaeus ENSMLEG00000029872
cercocebus_atys ENSCATG00000037770
papio_anubis ENSPANG00000009894
chlorocebus_sabaeus ENSCSAG00000001244
callithrix_jacchus ENSCJAG00000043987
saimiri_boliviensis_boliviensis ENSSBOG00000029052
cebus_capucinus_imitator ENSCCAG00000023529
aotus_nancymaae ENSANAG00000034247
carlito_syrichta ENSTSYG00000002860
prolemur_simus ENSPSMG00000013014
propithecus_coquereli ENSPCOG00000000055
otolemur_garnettii ENSOGAG00000016547
tupaia_belangeri ENSTBEG00000017205
castor_canadensis ENSCCNG00000022707
dipodomys_ordii ENSDORG00000015306
cricetulus_griseus_crigri-picr ENSCGRG00015023426
cricetulus_griseus_crigri_1.0 ENSCGRG00000002329
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021846
mesocricetus_auratus ENSMAUG00000011941
peromyscus_maniculatus_bairdii ENSPEMG00000021657
microtus_ochrogaster ENSMOCG00000021415
mus_spicilegus ENSMSIG00000032110
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027278
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000047155
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026306
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028640
rattus_norvegicus ENSRNOG00000043513
meriones_unguiculatus ENSMUGG00000016599
nannospalax_galili ENSNGAG00000019524
jaculus_jaculus ENSJJAG00000009131
cavia_porcellus ENSCPOG00000002997
octodon_degus ENSODEG00000007165
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007426
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002395
fukomys_damarensis ENSFDAG00000013448
ictidomys_tridecemlineatus ENSSTOG00000013556
spermophilus_dauricus ENSSDAG00000011514
urocitellus_parryii ENSUPAG00010016640
marmota_marmota_marmota ENSMMMG00000018100
ochotona_princeps ENSOPRG00000003967
oryctolagus_cuniculus ENSOCUG00000008267
callithrix_jacchus ENSCJAG00000021204
cebus_capucinus_imitator ENSCCAG00000003974
aotus_nancymaae ENSANAG00000032825
pan_paniscus ENSPPAG00000033041
pan_troglodytes ENSPTRG00000000707
homo_sapiens ENSG00000186160
gorilla_gorilla ENSGGOG00000001801
pongo_abelii ENSPPYG00000001386
nomascus_leucogenys ENSNLEG00000013147
mandrillus_leucophaeus ENSMLEG00000030885
cercocebus_atys ENSCATG00000033296
papio_anubis ENSPANG00000031307
carlito_syrichta ENSTSYG00000036671
loxodonta_africana ENSLAFG00000002985
procavia_capensis ENSPCAG00000006013
echinops_telfairi ENSETEG00000011941
dasypus_novemcinctus ENSDNOG00000045962
choloepus_hoffmanni ENSCHOG00000005724
