taeniopygia_guttata ENSTGUG00000003703
lonchura_striata_domestica ENSLSDG00000011692
serinus_canaria ENSSCAG00000012815
junco_hyemalis ENSJHYG00000015427
zonotrichia_albicollis ENSZALG00000016431
parus_major ENSPMJG00000008392
cyanistes_caeruleus ENSCCEG00000023629
ficedula_albicollis ENSFALG00000015209
lepidothrix_coronata ENSLCOG00000015609
manacus_vitellinus ENSMVIG00005013902
calidris_pugnax ENSCPUG00000014793
calidris_pygmaea ENSCPGG00000001528
melopsittacus_undulatus ENSMUNG00000012595
meleagris_gallopavo ENSMGAG00000003161
coturnix_japonica ENSCJPG00005008020
gallus_gallus ENSGALG00000002708
numida_meleagris ENSNMEG00000011646
anser_brachyrhynchus ENSABRG00000001738
anas_platyrhynchos_platyrhynchos ENSAPLG00000011471
apteryx_haastii ENSAHAG00000017998
apteryx_owenii ENSAOWG00000001361
apteryx_rowi ENSARWG00000014485
dromaius_novaehollandiae ENSDNVG00000018316
nothoprocta_perdicaria ENSNPEG00000000267
crocodylus_porosus ENSCPRG00005007991
gopherus_agassizii ENSGAGG00000018721
chelonoidis_abingdonii ENSCABG00000017799
chrysemys_picta_bellii ENSCPBG00000022193
pelodiscus_sinensis ENSPSIG00000000481
anolis_carolinensis ENSACAG00000011513
pogona_vitticeps ENSPVIG00000021167
notechis_scutatus ENSNSUG00000014749
salvator_merianae ENSSMRG00000007387
sphenodon_punctatus ENSSPUG00000014226
phascolarctos_cinereus ENSPCIG00000017925
notamacropus_eugenii ENSMEUG00000006005
sarcophilus_harrisii ENSSHAG00000010612
monodelphis_domestica ENSMODG00000025399
tupaia_belangeri ENSTBEG00000016550
sorex_araneus ENSSARG00000000299
cavia_porcellus ENSCPOG00000002081
cavia_aperea ENSCAPG00000002359
octodon_degus ENSODEG00000015045
chinchilla_lanigera ENSCLAG00000004438
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015395
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002838
fukomys_damarensis ENSFDAG00000015477
castor_canadensis ENSCCNG00000010299
cricetulus_griseus_crigri_1.0 ENSCGRG00000002075
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001011959
cricetulus_griseus_crigri-picr ENSCGRG00015025401
mesocricetus_auratus ENSMAUG00000015166
microtus_ochrogaster ENSMOCG00000018900
peromyscus_maniculatus_bairdii ENSPEMG00000016303
mus_spicilegus ENSMSIG00000009439
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033394
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000049556
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032254
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0015121
rattus_norvegicus ENSRNOG00000017193
meriones_unguiculatus ENSMUGG00000024290
nannospalax_galili ENSNGAG00000021247
jaculus_jaculus ENSJJAG00000018375
urocitellus_parryii ENSUPAG00010005853
ictidomys_tridecemlineatus ENSSTOG00000020700
spermophilus_dauricus ENSSDAG00000015580
marmota_marmota_marmota ENSMMMG00000002077
tursiops_truncatus ENSTTRG00000010110
sus_scrofa ENSSSCG00000001872
capra_hircus ENSCHIG00000024355
ovis_aries ENSOARG00000001848
bos_taurus ENSBTAG00000023147
bos_mutus ENSBMUG00000002050
bison_bison_bison ENSBBBG00000000088
equus_caballus ENSECAG00000005701
equus_asinus_asinus ENSEASG00005015682
myotis_lucifugus ENSMLUG00000006372
loxodonta_africana ENSLAFG00000010692
propithecus_coquereli ENSPCOG00000010930
microcebus_murinus ENSMICG00000007331
prolemur_simus ENSPSMG00000026019
otolemur_garnettii ENSOGAG00000028319
pan_paniscus ENSPPAG00000008206
pan_troglodytes ENSPTRG00000030235
homo_sapiens ENSG00000169783
gorilla_gorilla ENSGGOG00000010438
nomascus_leucogenys ENSNLEG00000008390
theropithecus_gelada ENSTGEG00000000760
mandrillus_leucophaeus ENSMLEG00000000400
papio_anubis ENSPANG00000015845
cercocebus_atys ENSCATG00000034801
macaca_fascicularis ENSMFAG00000010325
macaca_nemestrina ENSMNEG00000032379
macaca_mulatta ENSMMUG00000001782
chlorocebus_sabaeus ENSCSAG00000019731
rhinopithecus_roxellana ENSRROG00000030171
