eptatretus_burgeri ENSEBUG00000016593
petromyzon_marinus ENSPMAG00000009469
scleropages_formosus ENSSFOG00015017369
paramormyrops_kingsleyae ENSPKIG00000017029
scleropages_formosus ENSSFOG00015015800
paramormyrops_kingsleyae ENSPKIG00000020553
xiphophorus_maculatus ENSXMAG00000011516
xiphophorus_couchianus ENSXCOG00000017815
gambusia_affinis ENSGAFG00000002991
poecilia_mexicana ENSPMEG00000015649
poecilia_formosa ENSPFOG00000008936
poecilia_latipinna ENSPLAG00000021882
poecilia_reticulata ENSPREG00000002052
fundulus_heteroclitus ENSFHEG00000019516
cyprinodon_variegatus ENSCVAG00000018257
kryptolebias_marmoratus ENSKMAG00000012981
oryzias_latipes_asm223471v1 ENSORLG00020015808
oryzias_latipes_asm223467v1 ENSORLG00000018308
oryzias_latipes_asm223469v1 ENSORLG00015013144
oryzias_melastigma ENSOMEG00000021924
cynoglossus_semilaevis ENSCSEG00000007309
anabas_testudineus ENSATEG00000009692
gasterosteus_aculeatus ENSGACG00000014130
labrus_bergylta ENSLBEG00000018747
mola_mola ENSMMOG00000015367
amphiprion_percula ENSAPEG00000004239
amphiprion_ocellaris ENSAOCG00000018597
acanthochromis_polyacanthus ENSAPOG00000023028
acanthochromis_polyacanthus ENSAPOG00000018314
stegastes_partitus ENSSPAG00000012664
astatotilapia_calliptera ENSACLG00000010436
maylandia_zebra ENSMZEG00005023761
haplochromis_burtoni ENSHBUG00000021668
pundamilia_nyererei ENSPNYG00000020265
neolamprologus_brichardi ENSNBRG00000023584
oreochromis_niloticus ENSONIG00000005401
amphilophus_citrinellus ENSACIG00000008389
monopterus_albus ENSMALG00000006787
mastacembelus_armatus ENSMAMG00000000536
seriola_dumerili ENSSDUG00000013075
seriola_lalandi_dorsalis ENSSLDG00000014470
tetraodon_nigroviridis ENSTNIG00000005256
takifugu_rubripes ENSTRUG00000000560
periophthalmus_magnuspinnatus ENSPMGG00000000415
hippocampus_comes ENSHCOG00000007349
gadus_morhua ENSGMOG00000004266
esox_lucius ENSELUG00000002649
astyanax_mexicanus ENSAMXG00000002888
pygocentrus_nattereri ENSPNAG00000013116
ictalurus_punctatus ENSIPUG00000023004
danio_rerio ENSDARG00000007760
lepisosteus_oculatus ENSLOCG00000014105
meriones_unguiculatus ENSMUGG00000025210
meriones_unguiculatus ENSMUGG00000025204
dipodomys_ordii ENSDORG00000003605
sorex_araneus ENSSARG00000013949
erinaceus_europaeus ENSEEUG00000011535
echinops_telfairi ENSETEG00000006169
jaculus_jaculus ENSJJAG00000013627
jaculus_jaculus ENSJJAG00000010990
mus_spicilegus ENSMSIG00000005730
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000032388
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033502
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032363
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0015228
rattus_norvegicus ENSRNOG00000015019
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001022317
cricetulus_griseus_crigri_1.0 ENSCGRG00000011095
cricetulus_griseus_crigri-picr ENSCGRG00015021986
mesocricetus_auratus ENSMAUG00000011488
microtus_ochrogaster ENSMOCG00000018012
peromyscus_maniculatus_bairdii ENSPEMG00000021006
nannospalax_galili ENSNGAG00000001162
nannospalax_galili ENSNGAG00000009337
nannospalax_galili ENSNGAG00000011149
nannospalax_galili ENSNGAG00000012169
nannospalax_galili ENSNGAG00000016253
nannospalax_galili ENSNGAG00000008138
nannospalax_galili ENSNGAG00000013067
nannospalax_galili ENSNGAG00000021527
cavia_porcellus ENSCPOG00000012234
cavia_aperea ENSCAPG00000008273
octodon_degus ENSODEG00000016267
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000015251
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009585
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000005333
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100003955
fukomys_damarensis ENSFDAG00000012229
chinchilla_lanigera ENSCLAG00000011678
oryctolagus_cuniculus ENSOCUG00000016136
oryctolagus_cuniculus ENSOCUG00000024649
ochotona_princeps ENSOPRG00000010076
pan_troglodytes ENSPTRG00000007170
pan_paniscus ENSPPAG00000014442
homo_sapiens ENSG00000090487
gorilla_gorilla ENSGGOG00000004763
pongo_abelii ENSPPYG00000006557
nomascus_leucogenys ENSNLEG00000012567
macaca_mulatta ENSMMUG00000010949
macaca_nemestrina ENSMNEG00000040418
macaca_fascicularis ENSMFAG00000034518
chlorocebus_sabaeus ENSCSAG00000012649
papio_anubis ENSPANG00000016758
cercocebus_atys ENSCATG00000043599
mandrillus_leucophaeus ENSMLEG00000039160
theropithecus_gelada ENSTGEG00000022982
rhinopithecus_bieti ENSRBIG00000028369
rhinopithecus_roxellana ENSRROG00000001355
piliocolobus_tephrosceles ENSPTEG00000035573
piliocolobus_tephrosceles ENSPTEG00000009047
colobus_angolensis_palliatus ENSCANG00000029810
saimiri_boliviensis_boliviensis ENSSBOG00000021959
cebus_capucinus_imitator ENSCCAG00000020796
callithrix_jacchus ENSCJAG00000005282
aotus_nancymaae ENSANAG00000024557
carlito_syrichta ENSTSYG00000002983
carlito_syrichta ENSTSYG00000000127
carlito_syrichta ENSTSYG00000033928
propithecus_coquereli ENSPCOG00000025563
prolemur_simus ENSPSMG00000000822
microcebus_murinus ENSMICG00000002862
otolemur_garnettii ENSOGAG00000010385
tupaia_belangeri ENSTBEG00000010109
ictidomys_tridecemlineatus ENSSTOG00000010101
ictidomys_tridecemlineatus ENSSTOG00000031846
spermophilus_dauricus ENSSDAG00000023836
urocitellus_parryii ENSUPAG00010000593
marmota_marmota_marmota ENSMMMG00000007291
castor_canadensis ENSCCNG00000026195
tursiops_truncatus ENSTTRG00000012554
sus_scrofa ENSSSCG00000004544
capra_hircus ENSCHIG00000008189
ovis_aries ENSOARG00000017717
bos_mutus ENSBMUG00000004643
bos_taurus ENSBTAG00000011540
bison_bison_bison ENSBBBG00000007770
vicugna_pacos ENSVPAG00000011783
equus_asinus_asinus ENSEASG00005006508
equus_caballus ENSECAG00000012886
pteropus_vampyrus ENSPVAG00000016331
myotis_lucifugus ENSMLUG00000016404
ursus_maritimus ENSUMAG00000012587
ursus_americanus ENSUAMG00000016961
ailuropoda_melanoleuca ENSAMEG00000002738
mustela_putorius_furo ENSMPUG00000000528
neovison_vison ENSNVIG00000017776
canis_lupus_dingo ENSCAFG00020008856
canis_lupus_familiaris ENSCAFG00000017112
vulpes_vulpes ENSVVUG00000013822
panthera_tigris_altaica ENSPTIG00000021286
panthera_pardus ENSPPRG00000024485
felis_catus ENSFCAG00000011454
dasypus_novemcinctus ENSDNOG00000013242
dasypus_novemcinctus ENSDNOG00000034571
choloepus_hoffmanni ENSCHOG00000007460
loxodonta_africana ENSLAFG00000002639
procavia_capensis ENSPCAG00000014794
notamacropus_eugenii ENSMEUG00000013791
phascolarctos_cinereus ENSPCIG00000024124
sarcophilus_harrisii ENSSHAG00000012265
monodelphis_domestica ENSMODG00000010438
ornithorhynchus_anatinus ENSOANG00000001793
anolis_carolinensis ENSACAG00000004672
pogona_vitticeps ENSPVIG00000005152
notechis_scutatus ENSNSUG00000002842
salvator_merianae ENSSMRG00000021605
sphenodon_punctatus ENSSPUG00000010154
gopherus_agassizii ENSGAGG00000009112
chelonoidis_abingdonii ENSCABG00000013631
chrysemys_picta_bellii ENSCPBG00000019655
pelodiscus_sinensis ENSPSIG00000013709
crocodylus_porosus ENSCPRG00005000063
gallus_gallus ENSGALG00000007262
coturnix_japonica ENSCJPG00005020726
meleagris_gallopavo ENSMGAG00000009485
numida_meleagris ENSNMEG00000023221
anas_platyrhynchos_platyrhynchos ENSAPLG00000014668
anser_brachyrhynchus ENSABRG00000009446
calidris_pygmaea ENSCPGG00000014409
calidris_pugnax ENSCPUG00000017262
melopsittacus_undulatus ENSMUNG00000008689
lonchura_striata_domestica ENSLSDG00000011481
taeniopygia_guttata ENSTGUG00000009032
ficedula_albicollis ENSFALG00000010167
cyanistes_caeruleus ENSCCEG00000008905
serinus_canaria ENSSCAG00000010087
zonotrichia_albicollis ENSZALG00000005872
junco_hyemalis ENSJHYG00000013401
parus_major ENSPMJG00000009786
lepidothrix_coronata ENSLCOG00000004918
manacus_vitellinus ENSMVIG00005010462
apteryx_haastii ENSAHAG00000002614
apteryx_owenii ENSAOWG00000000266
apteryx_rowi ENSARWG00000004164
dromaius_novaehollandiae ENSDNVG00000011199
nothoprocta_perdicaria ENSNPEG00000008164
xenopus_tropicalis ENSXETG00000006659
latimeria_chalumnae ENSLACG00000000264
piliocolobus_tephrosceles ENSPTEG00000017884
piliocolobus_tephrosceles ENSPTEG00000006973
petromyzon_marinus ENSPMAG00000000769
ciona_savignyi ENSCSAVG00000002505
ciona_intestinalis ENSCING00000008005
