procavia_capensis ENSPCAG00000011906
echinops_telfairi ENSETEG00000011681
choloepus_hoffmanni ENSCHOG00000008935
ursus_americanus ENSUAMG00000015437
castor_canadensis ENSCCNG00000015796
dipodomys_ordii ENSDORG00000029578
cavia_aperea ENSCAPG00000007732
cavia_porcellus ENSCPOG00000038161
chinchilla_lanigera ENSCLAG00000003383
octodon_degus ENSODEG00000010327
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000001796
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000220
fukomys_damarensis ENSFDAG00000009927
urocitellus_parryii ENSUPAG00010014384
spermophilus_dauricus ENSSDAG00000007401
ictidomys_tridecemlineatus ENSSTOG00000011761
marmota_marmota_marmota ENSMMMG00000011234
peromyscus_maniculatus_bairdii ENSPEMG00000008182
microtus_ochrogaster ENSMOCG00000016693
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021317
cricetulus_griseus_crigri_1.0 ENSCGRG00000000701
cricetulus_griseus_crigri-picr ENSCGRG00015004194
mesocricetus_auratus ENSMAUG00000009826
mus_spicilegus ENSMSIG00000028148
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026568
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000051278
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025615
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0027062
meriones_unguiculatus ENSMUGG00000009216
nannospalax_galili ENSNGAG00000013528
jaculus_jaculus ENSJJAG00000019861
oryctolagus_cuniculus ENSOCUG00000007057
ochotona_princeps ENSOPRG00000000602
propithecus_coquereli ENSPCOG00000019840
prolemur_simus ENSPSMG00000025474
otolemur_garnettii ENSOGAG00000001639
rhinopithecus_roxellana ENSRROG00000042878
rhinopithecus_bieti ENSRBIG00000030583
pongo_abelii ENSPPYG00000015009
capra_hircus ENSCHIG00000009660
ovis_aries ENSOARG00000002340
tursiops_truncatus ENSTTRG00000005203
vicugna_pacos ENSVPAG00000010494
equus_asinus_asinus ENSEASG00005005586
ursus_maritimus ENSUMAG00000002195
ursus_americanus ENSUAMG00000002891
ailuropoda_melanoleuca ENSAMEG00000015622
neovison_vison ENSNVIG00000014134
mustela_putorius_furo ENSMPUG00000008427
canis_lupus_dingo ENSCAFG00020017208
panthera_pardus ENSPPRG00000000052
panthera_tigris_altaica ENSPTIG00000010423
felis_catus ENSFCAG00000046143
erinaceus_europaeus ENSEEUG00000010921
sorex_araneus ENSSARG00000014388
pteropus_vampyrus ENSPVAG00000000280
myotis_lucifugus ENSMLUG00000010772
tupaia_belangeri ENSTBEG00000000446
loxodonta_africana ENSLAFG00000015140
notamacropus_eugenii ENSMEUG00000005653
phascolarctos_cinereus ENSPCIG00000036967
sarcophilus_harrisii ENSSHAG00000007062
monodelphis_domestica ENSMODG00000005703
dasypus_novemcinctus ENSDNOG00000019983
ornithorhynchus_anatinus ENSOANG00000009299
apteryx_owenii ENSAOWG00000005190
apteryx_rowi ENSARWG00000004625
apteryx_haastii ENSAHAG00000009738
dromaius_novaehollandiae ENSDNVG00000008902
nothoprocta_perdicaria ENSNPEG00000001964
calidris_pugnax ENSCPUG00000015526
calidris_pygmaea ENSCPGG00000002113
manacus_vitellinus ENSMVIG00005013215
lepidothrix_coronata ENSLCOG00000002071
cyanistes_caeruleus ENSCCEG00000023659
parus_major ENSPMJG00000005710
ficedula_albicollis ENSFALG00000000960
taeniopygia_guttata ENSTGUG00000001801
lonchura_striata_domestica ENSLSDG00000012113
junco_hyemalis ENSJHYG00000001815
melopsittacus_undulatus ENSMUNG00000004981
anser_brachyrhynchus ENSABRG00000017903
anas_platyrhynchos_platyrhynchos ENSAPLG00000013183
meleagris_gallopavo ENSMGAG00000010968
coturnix_japonica ENSCJPG00005006789
numida_meleagris ENSNMEG00000005935
crocodylus_porosus ENSCPRG00005005192
chrysemys_picta_bellii ENSCPBG00000004842
gopherus_agassizii ENSGAGG00000024507
pelodiscus_sinensis ENSPSIG00000002402
anolis_carolinensis ENSACAG00000010636
pogona_vitticeps ENSPVIG00000002937
notechis_scutatus ENSNSUG00000003936
salvator_merianae ENSSMRG00000014702
sphenodon_punctatus ENSSPUG00000017278
xenopus_tropicalis ENSXETG00000024098
latimeria_chalumnae ENSLACG00000000600
gallus_gallus ENSGALG00000050394
gallus_gallus ENSGALG00000012068
latimeria_chalumnae ENSLACG00000014159
rattus_norvegicus ENSRNOG00000053387
rattus_norvegicus ENSRNOG00000036980
ornithorhynchus_anatinus ENSOANG00000021790
eptatretus_burgeri ENSEBUG00000015683
