drosophila_melanogaster FBgn0030352
caenorhabditis_elegans_strain_n2 WBGene00007145
notamacropus_eugenii ENSMEUG00000002059
phascolarctos_cinereus ENSPCIG00000028371
sarcophilus_harrisii ENSSHAG00000003326
monodelphis_domestica ENSMODG00000006988
octodon_degus ENSODEG00000002477
chinchilla_lanigera ENSCLAG00000007265
cavia_porcellus ENSCPOG00000010701
cavia_aperea ENSCAPG00000013957
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013177
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000005773
fukomys_damarensis ENSFDAG00000008679
ictidomys_tridecemlineatus ENSSTOG00000029178
spermophilus_dauricus ENSSDAG00000004899
urocitellus_parryii ENSUPAG00010013528
marmota_marmota_marmota ENSMMMG00000008438
peromyscus_maniculatus_bairdii ENSPEMG00000018473
microtus_ochrogaster ENSMOCG00000015272
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019248
cricetulus_griseus_crigri_1.0 ENSCGRG00000006583
cricetulus_griseus_crigri-picr ENSCGRG00015011019
mesocricetus_auratus ENSMAUG00000016511
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026751
mus_spicilegus ENSMSIG00000015127
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000050323
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025803
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023926
rattus_norvegicus ENSRNOG00000040040
meriones_unguiculatus ENSMUGG00000002147
nannospalax_galili ENSNGAG00000018726
jaculus_jaculus ENSJJAG00000021214
castor_canadensis ENSCCNG00000020983
dipodomys_ordii ENSDORG00000012426
oryctolagus_cuniculus ENSOCUG00000006635
ochotona_princeps ENSOPRG00000018893
pan_paniscus ENSPPAG00000000905
pan_troglodytes ENSPTRG00000030965
homo_sapiens ENSG00000156170
gorilla_gorilla ENSGGOG00000008150
pongo_abelii ENSPPYG00000018759
nomascus_leucogenys ENSNLEG00000003540
rhinopithecus_roxellana ENSRROG00000006785
rhinopithecus_bieti ENSRBIG00000039557
piliocolobus_tephrosceles ENSPTEG00000036849
colobus_angolensis_palliatus ENSCANG00000028964
macaca_fascicularis ENSMFAG00000001562
macaca_mulatta ENSMMUG00000014802
macaca_nemestrina ENSMNEG00000035356
mandrillus_leucophaeus ENSMLEG00000039390
cercocebus_atys ENSCATG00000030140
papio_anubis ENSPANG00000016247
theropithecus_gelada ENSTGEG00000000598
chlorocebus_sabaeus ENSCSAG00000012506
cebus_capucinus_imitator ENSCCAG00000030934
saimiri_boliviensis_boliviensis ENSSBOG00000022551
callithrix_jacchus ENSCJAG00000005958
aotus_nancymaae ENSANAG00000034356
carlito_syrichta ENSTSYG00000005615
microcebus_murinus ENSMICG00000036619
propithecus_coquereli ENSPCOG00000027319
prolemur_simus ENSPSMG00000018956
otolemur_garnettii ENSOGAG00000028131
pteropus_vampyrus ENSPVAG00000013770
myotis_lucifugus ENSMLUG00000022280
equus_caballus ENSECAG00000019146
equus_asinus_asinus ENSEASG00005003333
bos_taurus ENSBTAG00000007570
bos_mutus ENSBMUG00000002348
bison_bison_bison ENSBBBG00000007034
ovis_aries ENSOARG00000005919
capra_hircus ENSCHIG00000014016
capra_hircus ENSCHIG00000026414
tursiops_truncatus ENSTTRG00000013055
sus_scrofa ENSSSCG00000006093
vicugna_pacos ENSVPAG00000006576
ursus_americanus ENSUAMG00000015749
ursus_maritimus ENSUMAG00000016630
ailuropoda_melanoleuca ENSAMEG00000005574
mustela_putorius_furo ENSMPUG00000008796
neovison_vison ENSNVIG00000001688
