tursiops_truncatus ENSTTRG00000015982
ovis_aries ENSOARG00000006101
pteropus_vampyrus ENSPVAG00000014885
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000074596
mus_spicilegus ENSMSIG00000022055
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025573
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024651
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026095
rattus_norvegicus ENSRNOG00000052294
meriones_unguiculatus ENSMUGG00000026241
peromyscus_maniculatus_bairdii ENSPEMG00000007950
microtus_ochrogaster ENSMOCG00000011636
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001011702
cricetulus_griseus_crigri-picr ENSCGRG00015021923
cricetulus_griseus_crigri_1.0 ENSCGRG00000009619
mesocricetus_auratus ENSMAUG00000021624
nannospalax_galili ENSNGAG00000024228
castor_canadensis ENSCCNG00000022921
castor_canadensis ENSCCNG00000022917
spermophilus_dauricus ENSSDAG00000004790
piliocolobus_tephrosceles ENSPTEG00000024035
colobus_angolensis_palliatus ENSCANG00000034904
rhinopithecus_bieti ENSRBIG00000029466
rhinopithecus_roxellana ENSRROG00000045414
macaca_nemestrina ENSMNEG00000038834
macaca_mulatta ENSMMUG00000039638
macaca_fascicularis ENSMFAG00000042089
cercocebus_atys ENSCATG00000043209
papio_anubis ENSPANG00000018564
theropithecus_gelada ENSTGEG00000020011
mandrillus_leucophaeus ENSMLEG00000031306
chlorocebus_sabaeus ENSCSAG00000014410
pan_troglodytes ENSPTRG00000013550
homo_sapiens ENSG00000101446
gorilla_gorilla ENSGGOG00000043047
pongo_abelii ENSPPYG00000011060
nomascus_leucogenys ENSNLEG00000006745
cebus_capucinus_imitator ENSCCAG00000030465
saimiri_boliviensis_boliviensis ENSSBOG00000027651
callithrix_jacchus ENSCJAG00000017400
carlito_syrichta ENSTSYG00000007998
propithecus_coquereli ENSPCOG00000025172
