homo_sapiens ENSG00000183309
gorilla_gorilla ENSGGOG00000005440
pongo_abelii ENSPPYG00000018942
nomascus_leucogenys ENSNLEG00000018234
theropithecus_gelada ENSTGEG00000017100
macaca_mulatta ENSMMUG00000016714
piliocolobus_tephrosceles ENSPTEG00000025763
saimiri_boliviensis_boliviensis ENSSBOG00000036321
cebus_capucinus_imitator ENSCCAG00000013056
callithrix_jacchus ENSCJAG00000021494
aotus_nancymaae ENSANAG00000028785
carlito_syrichta ENSTSYG00000002532
propithecus_coquereli ENSPCOG00000018658
microcebus_murinus ENSMICG00000000177
prolemur_simus ENSPSMG00000023868
otolemur_garnettii ENSOGAG00000014953
chinchilla_lanigera ENSCLAG00000014678
cavia_porcellus ENSCPOG00000009794
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000007758
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016847
fukomys_damarensis ENSFDAG00000007278
spermophilus_dauricus ENSSDAG00000014353
urocitellus_parryii ENSUPAG00010023464
marmota_marmota_marmota ENSMMMG00000006391
castor_canadensis ENSCCNG00000028226
dipodomys_ordii ENSDORG00000026298
mus_spicilegus ENSMSIG00000021664
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000050846
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020805
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019905
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019913
rattus_norvegicus ENSRNOG00000009302
meriones_unguiculatus ENSMUGG00000010109
peromyscus_maniculatus_bairdii ENSPEMG00000011533
microtus_ochrogaster ENSMOCG00000014910
cricetulus_griseus_crigri_1.0 ENSCGRG00000003179
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001009589
cricetulus_griseus_crigri-picr ENSCGRG00015018156
oryctolagus_cuniculus ENSOCUG00000014869
ochotona_princeps ENSOPRG00000011500
ursus_americanus ENSUAMG00000012875
ursus_maritimus ENSUMAG00000000693
canis_lupus_familiaris ENSCAFG00000030078
canis_lupus_dingo ENSCAFG00020018732
vulpes_vulpes ENSVVUG00000022555
neovison_vison ENSNVIG00000010487
mustela_putorius_furo ENSMPUG00000020169
panthera_tigris_altaica ENSPTIG00000007289
panthera_pardus ENSPPRG00000017952
felis_catus ENSFCAG00000041239
bos_mutus ENSBMUG00000015485
bos_taurus ENSBTAG00000045791
bison_bison_bison ENSBBBG00000019489
ovis_aries ENSOARG00000008591
ovis_aries ENSOARG00000016599
capra_hircus ENSCHIG00000009581
sus_scrofa ENSSSCG00000039679
myotis_lucifugus ENSMLUG00000002296
equus_caballus ENSECAG00000001299
equus_asinus_asinus ENSEASG00005009662
dasypus_novemcinctus ENSDNOG00000016322
loxodonta_africana ENSLAFG00000006378
monodelphis_domestica ENSMODG00000011178
