oryzias_latipes_asm223469v1 ENSORLG00015005578
oryzias_latipes_asm223471v1 ENSORLG00020004300
oryzias_melastigma ENSOMEG00000022582
maylandia_zebra ENSMZEG00005014119
pundamilia_nyererei ENSPNYG00000011420
astatotilapia_calliptera ENSACLG00000001784
haplochromis_burtoni ENSHBUG00000023593
neolamprologus_brichardi ENSNBRG00000018063
amphiprion_ocellaris ENSAOCG00000002894
amphiprion_percula ENSAPEG00000003364
acanthochromis_polyacanthus ENSAPOG00000015980
stegastes_partitus ENSSPAG00000022990
labrus_bergylta ENSLBEG00000027875
mola_mola ENSMMOG00000019232
monopterus_albus ENSMALG00000008293
anabas_testudineus ENSATEG00000008384
kryptolebias_marmoratus ENSKMAG00000004873
takifugu_rubripes ENSTRUG00000023326
scophthalmus_maximus ENSSMAG00000018230
hippocampus_comes ENSHCOG00000017352
esox_lucius ENSELUG00000008997
esox_lucius ENSELUG00000009018
