caenorhabditis_elegans_strain_n2 WBGene00016106
drosophila_melanogaster FBgn0031285
poecilia_mexicana ENSPMEG00000000855
poecilia_formosa ENSPFOG00000000079
poecilia_latipinna ENSPLAG00000004538
poecilia_reticulata ENSPREG00000011357
gambusia_affinis ENSGAFG00000004284
xiphophorus_maculatus ENSXMAG00000008708
xiphophorus_couchianus ENSXCOG00000008495
cyprinodon_variegatus ENSCVAG00000000598
fundulus_heteroclitus ENSFHEG00000001797
kryptolebias_marmoratus ENSKMAG00000005372
oryzias_latipes_asm223471v1 ENSORLG00020022385
oryzias_latipes_asm223467v1 ENSORLG00000008253
oryzias_latipes_asm223469v1 ENSORLG00015023206
oryzias_melastigma ENSOMEG00000014739
anabas_testudineus ENSATEG00000014812
periophthalmus_magnuspinnatus ENSPMGG00000012881
scophthalmus_maximus ENSSMAG00000010344
cynoglossus_semilaevis ENSCSEG00000020746
tetraodon_nigroviridis ENSTNIG00000001726
tetraodon_nigroviridis ENSTNIG00000001690
takifugu_rubripes ENSTRUG00000013964
mola_mola ENSMMOG00000013485
gasterosteus_aculeatus ENSGACG00000007989
labrus_bergylta ENSLBEG00000022694
monopterus_albus ENSMALG00000013088
mastacembelus_armatus ENSMAMG00000013811
amphiprion_ocellaris ENSAOCG00000023681
amphiprion_percula ENSAPEG00000019444
acanthochromis_polyacanthus ENSAPOG00000020370
stegastes_partitus ENSSPAG00000005113
maylandia_zebra ENSMZEG00005020349
haplochromis_burtoni ENSHBUG00000020635
astatotilapia_calliptera ENSACLG00000014920
pundamilia_nyererei ENSPNYG00000023517
neolamprologus_brichardi ENSNBRG00000014660
oreochromis_niloticus ENSONIG00000016172
amphilophus_citrinellus ENSACIG00000002437
seriola_lalandi_dorsalis ENSSLDG00000020859
seriola_dumerili ENSSDUG00000012665
gadus_morhua ENSGMOG00000005286
esox_lucius ENSELUG00000017924
esox_lucius ENSELUG00000018183
esox_lucius ENSELUG00000019940
esox_lucius ENSELUG00000008932
pygocentrus_nattereri ENSPNAG00000018912
astyanax_mexicanus ENSAMXG00000034379
ictalurus_punctatus ENSIPUG00000019560
danio_rerio ENSDARG00000007098
pygocentrus_nattereri ENSPNAG00000019311
astyanax_mexicanus ENSAMXG00000043687
ictalurus_punctatus ENSIPUG00000004947
danio_rerio ENSDARG00000041505
paramormyrops_kingsleyae ENSPKIG00000019925
scleropages_formosus ENSSFOG00015002381
lepisosteus_oculatus ENSLOCG00000010398
pogona_vitticeps ENSPVIG00000014869
anolis_carolinensis ENSACAG00000014770
notechis_scutatus ENSNSUG00000000425
salvator_merianae ENSSMRG00000021070
sphenodon_punctatus ENSSPUG00000011856
manacus_vitellinus ENSMVIG00005008189
lepidothrix_coronata ENSLCOG00000007322
parus_major ENSPMJG00000014920
cyanistes_caeruleus ENSCCEG00000010137
ficedula_albicollis ENSFALG00000008272
taeniopygia_guttata ENSTGUG00000012223
lonchura_striata_domestica ENSLSDG00000007613
serinus_canaria ENSSCAG00000013161
junco_hyemalis ENSJHYG00000016309
zonotrichia_albicollis ENSZALG00000003605
melopsittacus_undulatus ENSMUNG00000013013
calidris_pygmaea ENSCPGG00000001733
