ursus_americanus ENSUAMG00000024891
ursus_maritimus ENSUMAG00000003896
ailuropoda_melanoleuca ENSAMEG00000010251
mustela_putorius_furo ENSMPUG00000003023
neovison_vison ENSNVIG00000005465
canis_lupus_dingo ENSCAFG00020014659
canis_lupus_familiaris ENSCAFG00000012270
vulpes_vulpes ENSVVUG00000011215
panthera_tigris_altaica ENSPTIG00000017676
panthera_pardus ENSPPRG00000022653
felis_catus ENSFCAG00000014908
equus_caballus ENSECAG00000000536
equus_asinus_asinus ENSEASG00005014443
bos_taurus ENSBTAG00000007441
bos_mutus ENSBMUG00000007602
bison_bison_bison ENSBBBG00000010295
capra_hircus ENSCHIG00000014446
ovis_aries ENSOARG00000003980
tursiops_truncatus ENSTTRG00000009476
sus_scrofa ENSSSCG00000010690
vicugna_pacos ENSVPAG00000001247
pteropus_vampyrus ENSPVAG00000012447
myotis_lucifugus ENSMLUG00000014470
castor_canadensis ENSCCNG00000007628
dipodomys_ordii ENSDORG00000008015
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031666
mus_spicilegus ENSMSIG00000007682
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000055319
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030552
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013759
rattus_norvegicus ENSRNOG00000020411
meriones_unguiculatus ENSMUGG00000016949
peromyscus_maniculatus_bairdii ENSPEMG00000022060
microtus_ochrogaster ENSMOCG00000019551
cricetulus_griseus_crigri_1.0 ENSCGRG00000003949
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017822
cricetulus_griseus_crigri-picr ENSCGRG00015022799
mesocricetus_auratus ENSMAUG00000006177
nannospalax_galili ENSNGAG00000022208
urocitellus_parryii ENSUPAG00010006554
ictidomys_tridecemlineatus ENSSTOG00000005178
spermophilus_dauricus ENSSDAG00000018510
marmota_marmota_marmota ENSMMMG00000000778
cavia_porcellus ENSCPOG00000004752
cavia_aperea ENSCAPG00000011574
chinchilla_lanigera ENSCLAG00000003871
octodon_degus ENSODEG00000017568
octodon_degus ENSODEG00000011356
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014413
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000013752
fukomys_damarensis ENSFDAG00000007595
microtus_ochrogaster ENSMOCG00000011869
mesocricetus_auratus ENSMAUG00000005483
nannospalax_galili ENSNGAG00000022868
dipodomys_ordii ENSDORG00000027445
octodon_degus ENSODEG00000017627
jaculus_jaculus ENSJJAG00000014744
jaculus_jaculus ENSJJAG00000021258
oryctolagus_cuniculus ENSOCUG00000003141
ochotona_princeps ENSOPRG00000002031
tupaia_belangeri ENSTBEG00000004865
gorilla_gorilla ENSGGOG00000003921
homo_sapiens ENSG00000107651
pan_paniscus ENSPPAG00000021343
pan_troglodytes ENSPTRG00000003001
pongo_abelii ENSPPYG00000002708
nomascus_leucogenys ENSNLEG00000016780
mandrillus_leucophaeus ENSMLEG00000030208
cercocebus_atys ENSCATG00000031879
papio_anubis ENSPANG00000020516
theropithecus_gelada ENSTGEG00000027353
macaca_fascicularis ENSMFAG00000042549
macaca_mulatta ENSMMUG00000009561
macaca_nemestrina ENSMNEG00000045086
chlorocebus_sabaeus ENSCSAG00000004713
rhinopithecus_bieti ENSRBIG00000016638
rhinopithecus_roxellana ENSRROG00000035815
piliocolobus_tephrosceles ENSPTEG00000034920
colobus_angolensis_palliatus ENSCANG00000041631
cebus_capucinus_imitator ENSCCAG00000033636
saimiri_boliviensis_boliviensis ENSSBOG00000028088
callithrix_jacchus ENSCJAG00000019189
aotus_nancymaae ENSANAG00000033397
carlito_syrichta ENSTSYG00000006211
prolemur_simus ENSPSMG00000010732
microcebus_murinus ENSMICG00000007551
otolemur_garnettii ENSOGAG00000004948
loxodonta_africana ENSLAFG00000004892
procavia_capensis ENSPCAG00000013786
echinops_telfairi ENSETEG00000002777
sorex_araneus ENSSARG00000007133
erinaceus_europaeus ENSEEUG00000008162
choloepus_hoffmanni ENSCHOG00000011541
dasypus_novemcinctus ENSDNOG00000009173
phascolarctos_cinereus ENSPCIG00000003012
sarcophilus_harrisii ENSSHAG00000010548
monodelphis_domestica ENSMODG00000008685
ornithorhynchus_anatinus ENSOANG00000001533
calidris_pugnax ENSCPUG00000019466
calidris_pygmaea ENSCPGG00000011011
anas_platyrhynchos_platyrhynchos ENSAPLG00000018439
anas_platyrhynchos_platyrhynchos ENSAPLG00000025076
anser_brachyrhynchus ENSABRG00000000804
melopsittacus_undulatus ENSMUNG00000006049
apteryx_rowi ENSARWG00000000244
apteryx_haastii ENSAHAG00000006548
apteryx_owenii ENSAOWG00000005928
dromaius_novaehollandiae ENSDNVG00000007376
gallus_gallus ENSGALG00000009466
coturnix_japonica ENSCJPG00005020147
meleagris_gallopavo ENSMGAG00000011411
numida_meleagris ENSNMEG00000012820
nothoprocta_perdicaria ENSNPEG00000014887
nothoprocta_perdicaria ENSNPEG00000014888
cyanistes_caeruleus ENSCCEG00000018125
parus_major ENSPMJG00000005643
taeniopygia_guttata ENSTGUG00000011192
taeniopygia_guttata ENSTGUG00000016032
lonchura_striata_domestica ENSLSDG00000017862
junco_hyemalis ENSJHYG00000010421
zonotrichia_albicollis ENSZALG00000012679
serinus_canaria ENSSCAG00000013890
ficedula_albicollis ENSFALG00000002159
lepidothrix_coronata ENSLCOG00000010019
manacus_vitellinus ENSMVIG00005015589
crocodylus_porosus ENSCPRG00005010423
chelonoidis_abingdonii ENSCABG00000018386
gopherus_agassizii ENSGAGG00000012479
chrysemys_picta_bellii ENSCPBG00000003097
pelodiscus_sinensis ENSPSIG00000016139
sphenodon_punctatus ENSSPUG00000002532
sphenodon_punctatus ENSSPUG00000002547
anolis_carolinensis ENSACAG00000017131
pogona_vitticeps ENSPVIG00000014009
notechis_scutatus ENSNSUG00000001094
salvator_merianae ENSSMRG00000005344
latimeria_chalumnae ENSLACG00000007486
scleropages_formosus ENSSFOG00015011160
paramormyrops_kingsleyae ENSPKIG00000008003
takifugu_rubripes ENSTRUG00000017907
tetraodon_nigroviridis ENSTNIG00000013087
gadus_morhua ENSGMOG00000005456
esox_lucius ENSELUG00000020764
seriola_dumerili ENSSDUG00000018227
seriola_lalandi_dorsalis ENSSLDG00000020204
monopterus_albus ENSMALG00000007929
amphiprion_ocellaris ENSAOCG00000004837
amphiprion_percula ENSAPEG00000024761
acanthochromis_polyacanthus ENSAPOG00000015254
stegastes_partitus ENSSPAG00000000251
astatotilapia_calliptera ENSACLG00000020376
haplochromis_burtoni ENSHBUG00000011732
maylandia_zebra ENSMZEG00005011366
pundamilia_nyererei ENSPNYG00000003841
neolamprologus_brichardi ENSNBRG00000016995
oreochromis_niloticus ENSONIG00000010311
amphilophus_citrinellus ENSACIG00000003586
anabas_testudineus ENSATEG00000012060
mastacembelus_armatus ENSMAMG00000013544
mola_mola ENSMMOG00000008439
scophthalmus_maximus ENSSMAG00000012906
cynoglossus_semilaevis ENSCSEG00000010798
gasterosteus_aculeatus ENSGACG00000003308
hippocampus_comes ENSHCOG00000004813
labrus_bergylta ENSLBEG00000012605
fundulus_heteroclitus ENSFHEG00000014446
fundulus_heteroclitus ENSFHEG00000014466
cyprinodon_variegatus ENSCVAG00000005526
gambusia_affinis ENSGAFG00000000956
gambusia_affinis ENSGAFG00000001028
gambusia_affinis ENSGAFG00000001000
poecilia_formosa ENSPFOG00000009084
poecilia_latipinna ENSPLAG00000007865
poecilia_mexicana ENSPMEG00000007063
poecilia_reticulata ENSPREG00000002501
xiphophorus_couchianus ENSXCOG00000006043
xiphophorus_maculatus ENSXMAG00000024219
kryptolebias_marmoratus ENSKMAG00000008067
oryzias_latipes_asm223469v1 ENSORLG00015020156
oryzias_latipes_asm223471v1 ENSORLG00020005153
oryzias_latipes_asm223467v1 ENSORLG00000013906
oryzias_melastigma ENSOMEG00000016674
periophthalmus_magnuspinnatus ENSPMGG00000009014
astyanax_mexicanus ENSAMXG00000004712
pygocentrus_nattereri ENSPNAG00000014993
ictalurus_punctatus ENSIPUG00000021437
danio_rerio ENSDARG00000061413
lepisosteus_oculatus ENSLOCG00000011455
xenopus_tropicalis ENSXETG00000010238
petromyzon_marinus ENSPMAG00000002365
