pan_paniscus ENSPPAG00000036262
pan_troglodytes ENSPTRG00000009301
homo_sapiens ENSG00000184361
gorilla_gorilla ENSGGOG00000004537
pongo_abelii ENSPPYG00000008308
nomascus_leucogenys ENSNLEG00000005016
piliocolobus_tephrosceles ENSPTEG00000023713
colobus_angolensis_palliatus ENSCANG00000038457
rhinopithecus_bieti ENSRBIG00000041949
rhinopithecus_roxellana ENSRROG00000034952
macaca_mulatta ENSMMUG00000007861
macaca_nemestrina ENSMNEG00000028134
macaca_fascicularis ENSMFAG00000044892
papio_anubis ENSPANG00000021234
theropithecus_gelada ENSTGEG00000017019
chlorocebus_sabaeus ENSCSAG00000003678
cercocebus_atys ENSCATG00000034878
mandrillus_leucophaeus ENSMLEG00000038188
saimiri_boliviensis_boliviensis ENSSBOG00000028350
cebus_capucinus_imitator ENSCCAG00000032747
callithrix_jacchus ENSCJAG00000012771
aotus_nancymaae ENSANAG00000028582
carlito_syrichta ENSTSYG00000034826
propithecus_coquereli ENSPCOG00000027545
microcebus_murinus ENSMICG00000027582
prolemur_simus ENSPSMG00000015263
otolemur_garnettii ENSOGAG00000012742
oryctolagus_cuniculus ENSOCUG00000011580
ochotona_princeps ENSOPRG00000012430
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000044787
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018120
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017277
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018407
rattus_norvegicus ENSRNOG00000003275
meriones_unguiculatus ENSMUGG00000005250
microtus_ochrogaster ENSMOCG00000010505
peromyscus_maniculatus_bairdii ENSPEMG00000012440
cricetulus_griseus_crigri_1.0 ENSCGRG00000014027
cricetulus_griseus_crigri-picr ENSCGRG00015028519
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001008049
mesocricetus_auratus ENSMAUG00000002535
tupaia_belangeri ENSTBEG00000010913
bos_mutus ENSBMUG00000001515
bison_bison_bison ENSBBBG00000019711
ovis_aries ENSOARG00000010296
tursiops_truncatus ENSTTRG00000006291
sus_scrofa ENSSSCG00000017331
pteropus_vampyrus ENSPVAG00000013120
myotis_lucifugus ENSMLUG00000005574
equus_caballus ENSECAG00000021336
equus_asinus_asinus ENSEASG00005010533
ursus_americanus ENSUAMG00000023605
ursus_maritimus ENSUMAG00000015171
ailuropoda_melanoleuca ENSAMEG00000018409
mustela_putorius_furo ENSMPUG00000008596
neovison_vison ENSNVIG00000022864
vulpes_vulpes ENSVVUG00000018392
canis_lupus_familiaris ENSCAFG00000013777
urocitellus_parryii ENSUPAG00010000909
marmota_marmota_marmota ENSMMMG00000002245
spermophilus_dauricus ENSSDAG00000015247
loxodonta_africana ENSLAFG00000026857
echinops_telfairi ENSETEG00000014106
