castor_canadensis ENSCCNG00000026254
dipodomys_ordii ENSDORG00000010464
mus_spicilegus ENSMSIG00000020027
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023284
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000024537
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022372
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019101
rattus_norvegicus ENSRNOG00000017729
meriones_unguiculatus ENSMUGG00000013374
microtus_ochrogaster ENSMOCG00000003853
peromyscus_maniculatus_bairdii ENSPEMG00000015918
cricetulus_griseus_crigri_1.0 ENSCGRG00000013414
cricetulus_griseus_crigri-picr ENSCGRG00015017257
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001018906
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001022694
cricetulus_griseus_crigri_1.0 ENSCGRG00000016793
mesocricetus_auratus ENSMAUG00000008209
jaculus_jaculus ENSJJAG00000020914
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016058
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000007939
fukomys_damarensis ENSFDAG00000001273
chinchilla_lanigera ENSCLAG00000014783
octodon_degus ENSODEG00000000218
cavia_porcellus ENSCPOG00000021060
tupaia_belangeri ENSTBEG00000012533
pan_troglodytes ENSPTRG00000009883
pan_paniscus ENSPPAG00000029877
gorilla_gorilla ENSGGOG00000010065
homo_sapiens ENSG00000128789
pongo_abelii ENSPPYG00000008984
nomascus_leucogenys ENSNLEG00000009063
nomascus_leucogenys ENSNLEG00000031759
papio_anubis ENSPANG00000031059
theropithecus_gelada ENSTGEG00000008883
cercocebus_atys ENSCATG00000023866
mandrillus_leucophaeus ENSMLEG00000038054
chlorocebus_sabaeus ENSCSAG00000017499
macaca_fascicularis ENSMFAG00000001185
macaca_nemestrina ENSMNEG00000042845
macaca_fascicularis ENSMFAG00000004539
macaca_mulatta ENSMMUG00000031508
cercocebus_atys ENSCATG00000032087
mandrillus_leucophaeus ENSMLEG00000000710
theropithecus_gelada ENSTGEG00000012884
rhinopithecus_bieti ENSRBIG00000028661
rhinopithecus_bieti ENSRBIG00000021435
rhinopithecus_roxellana ENSRROG00000019750
colobus_angolensis_palliatus ENSCANG00000040600
piliocolobus_tephrosceles ENSPTEG00000028864
saimiri_boliviensis_boliviensis ENSSBOG00000034254
cebus_capucinus_imitator ENSCCAG00000027212
callithrix_jacchus ENSCJAG00000005007
aotus_nancymaae ENSANAG00000035980
carlito_syrichta ENSTSYG00000008672
carlito_syrichta ENSTSYG00000029771
carlito_syrichta ENSTSYG00000033877
prolemur_simus ENSPSMG00000011909
microcebus_murinus ENSMICG00000036341
equus_caballus ENSECAG00000033220
equus_caballus ENSECAG00000037817
equus_asinus_asinus ENSEASG00005002227
erinaceus_europaeus ENSEEUG00000015369
myotis_lucifugus ENSMLUG00000017744
pteropus_vampyrus ENSPVAG00000010920
equus_caballus ENSECAG00000037873
equus_asinus_asinus ENSEASG00005002293
ursus_americanus ENSUAMG00000024902
ursus_maritimus ENSUMAG00000007626
ailuropoda_melanoleuca ENSAMEG00000003230
mustela_putorius_furo ENSMPUG00000004387
neovison_vison ENSNVIG00000008069
canis_lupus_familiaris ENSCAFG00000018855
canis_lupus_dingo ENSCAFG00020024127
vulpes_vulpes ENSVVUG00000013601
panthera_pardus ENSPPRG00000019582
panthera_tigris_altaica ENSPTIG00000015505
felis_catus ENSFCAG00000005780
bos_mutus ENSBMUG00000010780
bos_taurus ENSBTAG00000010552
bison_bison_bison ENSBBBG00000002945
ovis_aries ENSOARG00000001894
capra_hircus ENSCHIG00000006811
tursiops_truncatus ENSTTRG00000012256
sus_scrofa ENSSSCG00000031730
sus_scrofa ENSSSCG00000009102
sus_scrofa ENSSSCG00000032492
sorex_araneus ENSSARG00000011517
oryctolagus_cuniculus ENSOCUG00000005086
ochotona_princeps ENSOPRG00000001081
spermophilus_dauricus ENSSDAG00000001559
ictidomys_tridecemlineatus ENSSTOG00000002261
urocitellus_parryii ENSUPAG00010017129
marmota_marmota_marmota ENSMMMG00000019804
propithecus_coquereli ENSPCOG00000022274
rhinopithecus_bieti ENSRBIG00000033718
spermophilus_dauricus ENSSDAG00000018489
spermophilus_dauricus ENSSDAG00000018501
spermophilus_dauricus ENSSDAG00000018496
spermophilus_dauricus ENSSDAG00000018505
chinchilla_lanigera ENSCLAG00000011853
felis_catus ENSFCAG00000031528
panthera_pardus ENSPPRG00000002672
choloepus_hoffmanni ENSCHOG00000010042
choloepus_hoffmanni ENSCHOG00000000285
dasypus_novemcinctus ENSDNOG00000005646
loxodonta_africana ENSLAFG00000011522
procavia_capensis ENSPCAG00000003331
echinops_telfairi ENSETEG00000017464
notamacropus_eugenii ENSMEUG00000003120
phascolarctos_cinereus ENSPCIG00000022217
sarcophilus_harrisii ENSSHAG00000010321
monodelphis_domestica ENSMODG00000021423
ornithorhynchus_anatinus ENSOANG00000006453
ornithorhynchus_anatinus ENSOANG00000031217
lepidothrix_coronata ENSLCOG00000015832
manacus_vitellinus ENSMVIG00005008526
lonchura_striata_domestica ENSLSDG00000013934
taeniopygia_guttata ENSTGUG00000009570
serinus_canaria ENSSCAG00000007957
junco_hyemalis ENSJHYG00000015768
zonotrichia_albicollis ENSZALG00000017232
cyanistes_caeruleus ENSCCEG00000003097
parus_major ENSPMJG00000014360
ficedula_albicollis ENSFALG00000006463
melopsittacus_undulatus ENSMUNG00000003547
calidris_pygmaea ENSCPGG00000003775
calidris_pugnax ENSCPUG00000006697
anser_brachyrhynchus ENSABRG00000006918
anser_brachyrhynchus ENSABRG00000006910
anas_platyrhynchos_platyrhynchos ENSAPLG00000010098
gallus_gallus ENSGALG00000013863
coturnix_japonica ENSCJPG00005007763
meleagris_gallopavo ENSMGAG00000008706
numida_meleagris ENSNMEG00000006323
apteryx_haastii ENSAHAG00000014702
apteryx_owenii ENSAOWG00000018302
apteryx_rowi ENSARWG00000016096
dromaius_novaehollandiae ENSDNVG00000010214
nothoprocta_perdicaria ENSNPEG00000006897
crocodylus_porosus ENSCPRG00005007758
gopherus_agassizii ENSGAGG00000016103
chelonoidis_abingdonii ENSCABG00000002056
chrysemys_picta_bellii ENSCPBG00000028400
pelodiscus_sinensis ENSPSIG00000003926
anolis_carolinensis ENSACAG00000013408
pogona_vitticeps ENSPVIG00000020399
notechis_scutatus ENSNSUG00000009312
salvator_merianae ENSSMRG00000003487
sphenodon_punctatus ENSSPUG00000012833
xenopus_tropicalis ENSXETG00000019670
latimeria_chalumnae ENSLACG00000004763
xiphophorus_maculatus ENSXMAG00000005350
gambusia_affinis ENSGAFG00000010301
poecilia_formosa ENSPFOG00000014950
poecilia_mexicana ENSPMEG00000022129
poecilia_latipinna ENSPLAG00000002958
poecilia_reticulata ENSPREG00000008805
cyprinodon_variegatus ENSCVAG00000005300
fundulus_heteroclitus ENSFHEG00000019063
oryzias_latipes_asm223467v1 ENSORLG00000002843
oryzias_latipes_asm223471v1 ENSORLG00020022141
oryzias_latipes_asm223469v1 ENSORLG00015010661
oryzias_melastigma ENSOMEG00000013383
cynoglossus_semilaevis ENSCSEG00000015153
astatotilapia_calliptera ENSACLG00000014525
haplochromis_burtoni ENSHBUG00000002180
maylandia_zebra ENSMZEG00005002969
pundamilia_nyererei ENSPNYG00000012431
neolamprologus_brichardi ENSNBRG00000013589
kryptolebias_marmoratus ENSKMAG00000007877
amphiprion_percula ENSAPEG00000010617
amphiprion_ocellaris ENSAOCG00000022571
stegastes_partitus ENSSPAG00000019435
takifugu_rubripes ENSTRUG00000006247
tetraodon_nigroviridis ENSTNIG00000009148
mola_mola ENSMMOG00000017968
labrus_bergylta ENSLBEG00000026991
gasterosteus_aculeatus ENSGACG00000003674
mastacembelus_armatus ENSMAMG00000014455
anabas_testudineus ENSATEG00000013064
seriola_dumerili ENSSDUG00000011815
seriola_lalandi_dorsalis ENSSLDG00000014051
monopterus_albus ENSMALG00000005888
scophthalmus_maximus ENSSMAG00000007039
hippocampus_comes ENSHCOG00000000861
periophthalmus_magnuspinnatus ENSPMGG00000023031
gadus_morhua ENSGMOG00000002323
esox_lucius ENSELUG00000014908
astyanax_mexicanus ENSAMXG00000030096
pygocentrus_nattereri ENSPNAG00000025672
ictalurus_punctatus ENSIPUG00000010620
danio_rerio ENSDARG00000035987
scleropages_formosus ENSSFOG00015002591
paramormyrops_kingsleyae ENSPKIG00000000197
lepisosteus_oculatus ENSLOCG00000009625
petromyzon_marinus ENSPMAG00000004839
eptatretus_burgeri ENSEBUG00000016677
ciona_savignyi ENSCSAVG00000000968
drosophila_melanogaster FBgn0038577
saccharomyces_cerevisiae_strain_s288c YKL206C
