cynoglossus_semilaevis ENSCSEG00000021065
seriola_lalandi_dorsalis ENSSLDG00000022081
astatotilapia_calliptera ENSACLG00000003346
neolamprologus_brichardi ENSNBRG00000000990
amphilophus_citrinellus ENSACIG00000002075
astatotilapia_calliptera ENSACLG00000003247
amphilophus_citrinellus ENSACIG00000001987
oryzias_latipes_asm223471v1 ENSORLG00020004819
oryzias_latipes_asm223469v1 ENSORLG00015021545
oryzias_melastigma ENSOMEG00000016465
cyprinodon_variegatus ENSCVAG00000010031
mastacembelus_armatus ENSMAMG00000012523
amphiprion_percula ENSAPEG00000008173
amphiprion_ocellaris ENSAOCG00000011678
amphiprion_percula ENSAPEG00000008332
xiphophorus_maculatus ENSXMAG00000024786
seriola_lalandi_dorsalis ENSSLDG00000021928
