procavia_capensis ENSPCAG00000008561
echinops_telfairi ENSETEG00000000323
macaca_mulatta ENSMMUG00000007515
chlorocebus_sabaeus ENSCSAG00000008465
piliocolobus_tephrosceles ENSPTEG00000027144
colobus_angolensis_palliatus ENSCANG00000036012
gorilla_gorilla ENSGGOG00000028364
cebus_capucinus_imitator ENSCCAG00000026741
callithrix_jacchus ENSCJAG00000001968
saimiri_boliviensis_boliviensis ENSSBOG00000025644
otolemur_garnettii ENSOGAG00000027774
tupaia_belangeri ENSTBEG00000002875
tupaia_belangeri ENSTBEG00000012544
vicugna_pacos ENSVPAG00000007848
equus_caballus ENSECAG00000031884
neovison_vison ENSNVIG00000014430
erinaceus_europaeus ENSEEUG00000010730
ailuropoda_melanoleuca ENSAMEG00000003631
urocitellus_parryii ENSUPAG00010000063
