fundulus_heteroclitus ENSFHEG00000013575
cyprinodon_variegatus ENSCVAG00000020265
poecilia_formosa ENSPFOG00000007228
poecilia_mexicana ENSPMEG00000022620
poecilia_latipinna ENSPLAG00000012368
poecilia_reticulata ENSPREG00000000278
xiphophorus_couchianus ENSXCOG00000014797
xiphophorus_maculatus ENSXMAG00000023628
gambusia_affinis ENSGAFG00000016652
kryptolebias_marmoratus ENSKMAG00000020775
amphiprion_ocellaris ENSAOCG00000020588
amphiprion_percula ENSAPEG00000004983
acanthochromis_polyacanthus ENSAPOG00000018245
stegastes_partitus ENSSPAG00000015066
seriola_dumerili ENSSDUG00000010617
seriola_lalandi_dorsalis ENSSLDG00000017987
mastacembelus_armatus ENSMAMG00000015396
mola_mola ENSMMOG00000021630
labrus_bergylta ENSLBEG00000013504
labrus_bergylta ENSLBEG00000008699
gasterosteus_aculeatus ENSGACG00000018622
scophthalmus_maximus ENSSMAG00000018858
anabas_testudineus ENSATEG00000008148
monopterus_albus ENSMALG00000008370
haplochromis_burtoni ENSHBUG00000017396
pundamilia_nyererei ENSPNYG00000001362
astatotilapia_calliptera ENSACLG00000000241
maylandia_zebra ENSMZEG00005002697
neolamprologus_brichardi ENSNBRG00000004208
oreochromis_niloticus ENSONIG00000016245
amphilophus_citrinellus ENSACIG00000017408
cynoglossus_semilaevis ENSCSEG00000012829
tetraodon_nigroviridis ENSTNIG00000019360
periophthalmus_magnuspinnatus ENSPMGG00000002778
oryzias_latipes_asm223471v1 ENSORLG00020016677
oryzias_latipes_asm223467v1 ENSORLG00000020811
oryzias_latipes_asm223469v1 ENSORLG00015017442
oryzias_melastigma ENSOMEG00000007485
hippocampus_comes ENSHCOG00000020795
gadus_morhua ENSGMOG00000000063
esox_lucius ENSELUG00000020005
esox_lucius ENSELUG00000019135
astyanax_mexicanus ENSAMXG00000042548
astyanax_mexicanus ENSAMXG00000037903
pygocentrus_nattereri ENSPNAG00000005330
danio_rerio ENSDARG00000038114
paramormyrops_kingsleyae ENSPKIG00000018356
scleropages_formosus ENSSFOG00015004069
lepisosteus_oculatus ENSLOCG00000009592
pogona_vitticeps ENSPVIG00000017699
anolis_carolinensis ENSACAG00000004384
notechis_scutatus ENSNSUG00000015388
salvator_merianae ENSSMRG00000008276
sphenodon_punctatus ENSSPUG00000008697
crocodylus_porosus ENSCPRG00005012479
gopherus_agassizii ENSGAGG00000019456
chelonoidis_abingdonii ENSCABG00000006167
chrysemys_picta_bellii ENSCPBG00000024349
pelodiscus_sinensis ENSPSIG00000009570
apteryx_haastii ENSAHAG00000001228
dromaius_novaehollandiae ENSDNVG00000018544
