pteropus_vampyrus ENSPVAG00000015221
erinaceus_europaeus ENSEEUG00000003798
bos_mutus ENSBMUG00000011246
bos_taurus ENSBTAG00000034498
bison_bison_bison ENSBBBG00000003513
ovis_aries ENSOARG00000001616
tursiops_truncatus ENSTTRG00000002332
sus_scrofa ENSSSCG00000037524
ursus_americanus ENSUAMG00000002576
ursus_americanus ENSUAMG00000018480
ursus_maritimus ENSUMAG00000020419
ailuropoda_melanoleuca ENSAMEG00000001388
neovison_vison ENSNVIG00000014776
canis_lupus_dingo ENSCAFG00020018602
canis_lupus_familiaris ENSCAFG00000014090
vulpes_vulpes ENSVVUG00000013897
felis_catus ENSFCAG00000042478
panthera_pardus ENSPPRG00000006370
equus_asinus_asinus ENSEASG00005021065
equus_caballus ENSECAG00000006509
rhinopithecus_bieti ENSRBIG00000014943
rhinopithecus_roxellana ENSRROG00000043928
colobus_angolensis_palliatus ENSCANG00000039997
piliocolobus_tephrosceles ENSPTEG00000027011
cercocebus_atys ENSCATG00000045010
mandrillus_leucophaeus ENSMLEG00000039826
macaca_nemestrina ENSMNEG00000044450
macaca_fascicularis ENSMFAG00000001135
papio_anubis ENSPANG00000012599
theropithecus_gelada ENSTGEG00000016205
chlorocebus_sabaeus ENSCSAG00000009198
pan_paniscus ENSPPAG00000040489
pan_troglodytes ENSPTRG00000020641
homo_sapiens ENSG00000167656
gorilla_gorilla ENSGGOG00000016770
pongo_abelii ENSPPYG00000019015
nomascus_leucogenys ENSNLEG00000001345
cebus_capucinus_imitator ENSCCAG00000036220
saimiri_boliviensis_boliviensis ENSSBOG00000025955
callithrix_jacchus ENSCJAG00000021470
aotus_nancymaae ENSANAG00000035396
carlito_syrichta ENSTSYG00000003552
microcebus_murinus ENSMICG00000035118
prolemur_simus ENSPSMG00000021430
propithecus_coquereli ENSPCOG00000010018
otolemur_garnettii ENSOGAG00000032652
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020777
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000034634
mus_spicilegus ENSMSIG00000018979
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019879
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019885
rattus_norvegicus ENSRNOG00000026133
meriones_unguiculatus ENSMUGG00000009539
cricetulus_griseus_crigri_1.0 ENSCGRG00000000273
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017132
cricetulus_griseus_crigri-picr ENSCGRG00015016926
mesocricetus_auratus ENSMAUG00000001807
microtus_ochrogaster ENSMOCG00000015686
peromyscus_maniculatus_bairdii ENSPEMG00000005575
nannospalax_galili ENSNGAG00000019323
jaculus_jaculus ENSJJAG00000012360
chinchilla_lanigera ENSCLAG00000014264
octodon_degus ENSODEG00000013766
cavia_porcellus ENSCPOG00000021617
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010689
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014269
fukomys_damarensis ENSFDAG00000011128
urocitellus_parryii ENSUPAG00010006890
ictidomys_tridecemlineatus ENSSTOG00000016531
marmota_marmota_marmota ENSMMMG00000005846
spermophilus_dauricus ENSSDAG00000018124
castor_canadensis ENSCCNG00000027851
dipodomys_ordii ENSDORG00000024972
procavia_capensis ENSPCAG00000001076
dasypus_novemcinctus ENSDNOG00000016556
phascolarctos_cinereus ENSPCIG00000031304
sarcophilus_harrisii ENSSHAG00000004642
monodelphis_domestica ENSMODG00000027916
