cynoglossus_semilaevis ENSCSEG00000018166
hippocampus_comes ENSHCOG00000003369
kryptolebias_marmoratus ENSKMAG00000015715
periophthalmus_magnuspinnatus ENSPMGG00000021372
mola_mola ENSMMOG00000009561
oryzias_latipes_asm223467v1 ENSORLG00000010578
oryzias_latipes_asm223471v1 ENSORLG00020000506
oryzias_latipes_asm223469v1 ENSORLG00015012953
oryzias_melastigma ENSOMEG00000014622
poecilia_mexicana ENSPMEG00000007306
poecilia_formosa ENSPFOG00000003626
poecilia_latipinna ENSPLAG00000022121
poecilia_reticulata ENSPREG00000021885
xiphophorus_maculatus ENSXMAG00000029854
xiphophorus_couchianus ENSXCOG00000011653
gambusia_affinis ENSGAFG00000001998
fundulus_heteroclitus ENSFHEG00000014912
cyprinodon_variegatus ENSCVAG00000006590
haplochromis_burtoni ENSHBUG00000002270
pundamilia_nyererei ENSPNYG00000000121
maylandia_zebra ENSMZEG00005006874
neolamprologus_brichardi ENSNBRG00000020022
oreochromis_niloticus ENSONIG00000020587
amphilophus_citrinellus ENSACIG00000013606
monopterus_albus ENSMALG00000010376
gasterosteus_aculeatus ENSGACG00000018547
tetraodon_nigroviridis ENSTNIG00000015773
takifugu_rubripes ENSTRUG00000008957
labrus_bergylta ENSLBEG00000015462
seriola_dumerili ENSSDUG00000011661
seriola_lalandi_dorsalis ENSSLDG00000024054
scophthalmus_maximus ENSSMAG00000011586
amphiprion_percula ENSAPEG00000009761
amphiprion_ocellaris ENSAOCG00000018791
stegastes_partitus ENSSPAG00000010022
acanthochromis_polyacanthus ENSAPOG00000008154
mastacembelus_armatus ENSMAMG00000014367
anabas_testudineus ENSATEG00000019531
gadus_morhua ENSGMOG00000020044
esox_lucius ENSELUG00000005441
poecilia_latipinna ENSPLAG00000010925
poecilia_mexicana ENSPMEG00000002846
gambusia_affinis ENSGAFG00000005327
anabas_testudineus ENSATEG00000003003
mola_mola ENSMMOG00000015238
pundamilia_nyererei ENSPNYG00000014828
notechis_scutatus ENSNSUG00000020628
anolis_carolinensis ENSACAG00000014539
manacus_vitellinus ENSMVIG00005009445
manacus_vitellinus ENSMVIG00005000119
serinus_canaria ENSSCAG00000000093
cyanistes_caeruleus ENSCCEG00000002552
melopsittacus_undulatus ENSMUNG00000009146
apteryx_owenii ENSAOWG00000013077
apteryx_rowi ENSARWG00000004441
ornithorhynchus_anatinus ENSOANG00000002241
monodelphis_domestica ENSMODG00000014279
