sarcophilus_harrisii ENSSHAG00000003786
monodelphis_domestica ENSMODG00000029198
phascolarctos_cinereus ENSPCIG00000004548
bos_taurus ENSBTAG00000046799
bos_mutus ENSBMUG00000005675
bison_bison_bison ENSBBBG00000014893
capra_hircus ENSCHIG00000012059
ovis_aries ENSOARG00000012327
sus_scrofa ENSSSCG00000035315
ursus_maritimus ENSUMAG00000020006
ursus_americanus ENSUAMG00000019500
neovison_vison ENSNVIG00000014691
canis_lupus_familiaris ENSCAFG00000032496
canis_lupus_dingo ENSCAFG00020017355
panthera_tigris_altaica ENSPTIG00000021037
panthera_pardus ENSPPRG00000011560
felis_catus ENSFCAG00000022266
equus_caballus ENSECAG00000030967
equus_asinus_asinus ENSEASG00005017093
pan_troglodytes ENSPTRG00000047386
pan_paniscus ENSPPAG00000032153
homo_sapiens ENSG00000232113
gorilla_gorilla ENSGGOG00000042632
nomascus_leucogenys ENSNLEG00000015295
macaca_nemestrina ENSMNEG00000043152
macaca_fascicularis ENSMFAG00000041458
mandrillus_leucophaeus ENSMLEG00000034907
papio_anubis ENSPANG00000034232
theropithecus_gelada ENSTGEG00000004227
cercocebus_atys ENSCATG00000033315
piliocolobus_tephrosceles ENSPTEG00000013878
colobus_angolensis_palliatus ENSCANG00000027673
rhinopithecus_bieti ENSRBIG00000033315
rhinopithecus_roxellana ENSRROG00000044526
cebus_capucinus_imitator ENSCCAG00000023777
saimiri_boliviensis_boliviensis ENSSBOG00000009572
callithrix_jacchus ENSCJAG00000041421
aotus_nancymaae ENSANAG00000031700
carlito_syrichta ENSTSYG00000027541
propithecus_coquereli ENSPCOG00000007665
microcebus_murinus ENSMICG00000046819
prolemur_simus ENSPSMG00000010671
mus_spicilegus ENSMSIG00000020563
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000049160
meriones_unguiculatus ENSMUGG00000018255
mesocricetus_auratus ENSMAUG00000007631
cricetulus_griseus_crigri-picr ENSCGRG00015011852
peromyscus_maniculatus_bairdii ENSPEMG00000027839
castor_canadensis ENSCCNG00000024344
spermophilus_dauricus ENSSDAG00000004353
urocitellus_parryii ENSUPAG00010001667
marmota_marmota_marmota ENSMMMG00000017676
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100017329
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000003731
oryctolagus_cuniculus ENSOCUG00000029559
ornithorhynchus_anatinus ENSOANG00000030705
ornithorhynchus_anatinus ENSOANG00000014129
chelonoidis_abingdonii ENSCABG00000018590
gopherus_agassizii ENSGAGG00000013413
chrysemys_picta_bellii ENSCPBG00000014752
pelodiscus_sinensis ENSPSIG00000017312
crocodylus_porosus ENSCPRG00005018584
