microcebus_murinus ENSMICG00000026326
prolemur_simus ENSPSMG00000020637
propithecus_coquereli ENSPCOG00000009555
otolemur_garnettii ENSOGAG00000006890
homo_sapiens ENSG00000197956
gorilla_gorilla ENSGGOG00000007245
pongo_abelii ENSPPYG00000000810
rhinopithecus_roxellana ENSRROG00000004849
rhinopithecus_bieti ENSRBIG00000009473
theropithecus_gelada ENSTGEG00000018785
papio_anubis ENSPANG00000022419
mandrillus_leucophaeus ENSMLEG00000027535
macaca_mulatta ENSMMUG00000008917
macaca_fascicularis ENSMFAG00000032857
macaca_nemestrina ENSMNEG00000030585
cercocebus_atys ENSCATG00000038273
chlorocebus_sabaeus ENSCSAG00000001851
colobus_angolensis_palliatus ENSCANG00000041590
piliocolobus_tephrosceles ENSPTEG00000036439
pan_troglodytes ENSPTRG00000001351
pan_paniscus ENSPPAG00000028664
nomascus_leucogenys ENSNLEG00000010399
cebus_capucinus_imitator ENSCCAG00000017602
saimiri_boliviensis_boliviensis ENSSBOG00000026462
callithrix_jacchus ENSCJAG00000009092
aotus_nancymaae ENSANAG00000019836
carlito_syrichta ENSTSYG00000029525
castor_canadensis ENSCCNG00000030313
dipodomys_ordii ENSDORG00000016156
marmota_marmota_marmota ENSMMMG00000018108
ictidomys_tridecemlineatus ENSSTOG00000007785
spermophilus_dauricus ENSSDAG00000002600
urocitellus_parryii ENSUPAG00010015711
panthera_pardus ENSPPRG00000003922
panthera_tigris_altaica ENSPTIG00000021478
felis_catus ENSFCAG00000040725
vulpes_vulpes ENSVVUG00000025749
canis_lupus_familiaris ENSCAFG00000017553
canis_lupus_dingo ENSCAFG00020010358
vulpes_vulpes ENSVVUG00000028244
neovison_vison ENSNVIG00000010852
neovison_vison ENSNVIG00000014881
mustela_putorius_furo ENSMPUG00000008364
ursus_americanus ENSUAMG00000003588
ursus_maritimus ENSUMAG00000020718
ailuropoda_melanoleuca ENSAMEG00000012223
panthera_pardus ENSPPRG00000008440
felis_catus ENSFCAG00000038414
panthera_pardus ENSPPRG00000019945
felis_catus ENSFCAG00000030760
ailuropoda_melanoleuca ENSAMEG00000005546
bison_bison_bison ENSBBBG00000012938
bos_mutus ENSBMUG00000026786
ovis_aries ENSOARG00000000610
capra_hircus ENSCHIG00000020688
sus_scrofa ENSSSCG00000021084
tursiops_truncatus ENSTTRG00000000809
equus_caballus ENSECAG00000008401
equus_asinus_asinus ENSEASG00005000961
mus_spicilegus ENSMSIG00000001469
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000001025
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026192
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025249
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026693
rattus_norvegicus ENSRNOG00000011647
meriones_unguiculatus ENSMUGG00000024414
peromyscus_maniculatus_bairdii ENSPEMG00000013023
microtus_ochrogaster ENSMOCG00000011325
cricetulus_griseus_crigri_1.0 ENSCGRG00000016916
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015679
cricetulus_griseus_crigri-picr ENSCGRG00015007350
mesocricetus_auratus ENSMAUG00000013130
nannospalax_galili ENSNGAG00000018690
loxodonta_africana ENSLAFG00000027113
procavia_capensis ENSPCAG00000013136
jaculus_jaculus ENSJJAG00000000247
oryctolagus_cuniculus ENSOCUG00000024096
ochotona_princeps ENSOPRG00000017198
echinops_telfairi ENSETEG00000008725
dasypus_novemcinctus ENSDNOG00000009294
dasypus_novemcinctus ENSDNOG00000046035
phascolarctos_cinereus ENSPCIG00000029374
phascolarctos_cinereus ENSPCIG00000011766
sarcophilus_harrisii ENSSHAG00000009006
monodelphis_domestica ENSMODG00000017400
ornithorhynchus_anatinus ENSOANG00000014143
apteryx_rowi ENSARWG00000007736
nothoprocta_perdicaria ENSNPEG00000000100
crocodylus_porosus ENSCPRG00005013609
chelonoidis_abingdonii ENSCABG00000002874
gopherus_agassizii ENSGAGG00000003945
chrysemys_picta_bellii ENSCPBG00000025422
pelodiscus_sinensis ENSPSIG00000012996
pelodiscus_sinensis ENSPSIG00000015427
pelodiscus_sinensis ENSPSIG00000015576
gallus_gallus ENSGALG00000041826
meleagris_gallopavo ENSMGAG00000004912
numida_meleagris ENSNMEG00000006161
anser_brachyrhynchus ENSABRG00000000267
notechis_scutatus ENSNSUG00000014521
pogona_vitticeps ENSPVIG00000023454
salvator_merianae ENSSMRG00000009573
salvator_merianae ENSSMRG00000000737
sphenodon_punctatus ENSSPUG00000004055
