oryzias_latipes_asm223467v1 ENSORLG00000027054
oryzias_latipes_asm223469v1 ENSORLG00015017539
oryzias_latipes_asm223471v1 ENSORLG00020000181
oryzias_melastigma ENSOMEG00000013771
xiphophorus_maculatus ENSXMAG00000027300
maylandia_zebra ENSMZEG00005024630
amphiprion_ocellaris ENSAOCG00000007382
amphiprion_percula ENSAPEG00000021328
acanthochromis_polyacanthus ENSAPOG00000009734
cricetulus_griseus_crigri-picr ENSCGRG00015009474
cricetulus_griseus_crigri_1.0 ENSCGRG00000015809
meriones_unguiculatus ENSMUGG00000004380
meriones_unguiculatus ENSMUGG00000004371
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000068962
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030417
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029323
mus_spicilegus ENSMSIG00000000832
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030419
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000074283
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029325
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021176
cricetulus_griseus_crigri_1.0 ENSCGRG00000015629
mus_spicilegus ENSMSIG00000000907
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000047603
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030416
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029322
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021173
mus_spicilegus ENSMSIG00000000760
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030421
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000055305
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029327
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021178
mus_spicilegus ENSMSIG00000000782
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030420
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000030486
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029326
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021177
peromyscus_maniculatus_bairdii ENSPEMG00000018022
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021174
meriones_unguiculatus ENSMUGG00000022996
mus_spicilegus ENSMSIG00000000889
microcebus_murinus ENSMICG00000016725
prolemur_simus ENSPSMG00000011156
propithecus_coquereli ENSPCOG00000015292
otolemur_garnettii ENSOGAG00000001912
pan_troglodytes ENSPTRG00000011111
pan_paniscus ENSPPAG00000030145
homo_sapiens ENSG00000159915
gorilla_gorilla ENSGGOG00000013940
pongo_abelii ENSPPYG00000010085
macaca_fascicularis ENSMFAG00000039215
macaca_mulatta ENSMMUG00000012797
theropithecus_gelada ENSTGEG00000017012
papio_anubis ENSPANG00000010670
cercocebus_atys ENSCATG00000015076
chlorocebus_sabaeus ENSCSAG00000003326
piliocolobus_tephrosceles ENSPTEG00000031923
colobus_angolensis_palliatus ENSCANG00000032081
rhinopithecus_bieti ENSRBIG00000035218
rhinopithecus_roxellana ENSRROG00000030619
ursus_maritimus ENSUMAG00000023065
ursus_americanus ENSUAMG00000013689
ailuropoda_melanoleuca ENSAMEG00000006122
equus_asinus_asinus ENSEASG00005013634
equus_caballus ENSECAG00000028633
tursiops_truncatus ENSTTRG00000011818
vicugna_pacos ENSVPAG00000007465
pteropus_vampyrus ENSPVAG00000004388
mustela_putorius_furo ENSMPUG00000006481
dasypus_novemcinctus ENSDNOG00000038729
choloepus_hoffmanni ENSCHOG00000010443
procavia_capensis ENSPCAG00000001173
ficedula_albicollis ENSFALG00000009044
parus_major ENSPMJG00000003570
serinus_canaria ENSSCAG00000003933
nothoprocta_perdicaria ENSNPEG00000015959
manacus_vitellinus ENSMVIG00005016271
chrysemys_picta_bellii ENSCPBG00000010281
