latimeria_chalumnae ENSLACG00000015830
xenopus_tropicalis ENSXETG00000011114
hippocampus_comes ENSHCOG00000008036
periophthalmus_magnuspinnatus ENSPMGG00000019910
labrus_bergylta ENSLBEG00000012128
gasterosteus_aculeatus ENSGACG00000011193
takifugu_rubripes ENSTRUG00000008923
tetraodon_nigroviridis ENSTNIG00000012448
mola_mola ENSMMOG00000014999
anabas_testudineus ENSATEG00000024410
scophthalmus_maximus ENSSMAG00000019333
amphiprion_ocellaris ENSAOCG00000008328
amphiprion_percula ENSAPEG00000000370
acanthochromis_polyacanthus ENSAPOG00000017059
stegastes_partitus ENSSPAG00000019943
astatotilapia_calliptera ENSACLG00000018306
maylandia_zebra ENSMZEG00005023382
pundamilia_nyererei ENSPNYG00000021481
haplochromis_burtoni ENSHBUG00000007101
neolamprologus_brichardi ENSNBRG00000002210
oreochromis_niloticus ENSONIG00000016580
amphilophus_citrinellus ENSACIG00000016975
seriola_lalandi_dorsalis ENSSLDG00000017687
seriola_dumerili ENSSDUG00000004414
monopterus_albus ENSMALG00000018321
mastacembelus_armatus ENSMAMG00000004956
cynoglossus_semilaevis ENSCSEG00000017524
poecilia_latipinna ENSPLAG00000023435
poecilia_latipinna ENSPLAG00000023467
poecilia_formosa ENSPFOG00000007400
poecilia_mexicana ENSPMEG00000021387
poecilia_mexicana ENSPMEG00000021427
poecilia_reticulata ENSPREG00000021333
xiphophorus_maculatus ENSXMAG00000012605
xiphophorus_couchianus ENSXCOG00000015411
gambusia_affinis ENSGAFG00000019940
cyprinodon_variegatus ENSCVAG00000011125
fundulus_heteroclitus ENSFHEG00000003613
kryptolebias_marmoratus ENSKMAG00000002980
oryzias_latipes_asm223471v1 ENSORLG00020007841
oryzias_latipes_asm223467v1 ENSORLG00000019357
oryzias_latipes_asm223469v1 ENSORLG00015002594
oryzias_melastigma ENSOMEG00000017784
astatotilapia_calliptera ENSACLG00000018342
gadus_morhua ENSGMOG00000006592
esox_lucius ENSELUG00000005286
pygocentrus_nattereri ENSPNAG00000012831
astyanax_mexicanus ENSAMXG00000025777
ictalurus_punctatus ENSIPUG00000022067
danio_rerio ENSDARG00000039255
scleropages_formosus ENSSFOG00015020873
paramormyrops_kingsleyae ENSPKIG00000007526
lepisosteus_oculatus ENSLOCG00000002774
phascolarctos_cinereus ENSPCIG00000028288
notamacropus_eugenii ENSMEUG00000008187
monodelphis_domestica ENSMODG00000000252
sarcophilus_harrisii ENSSHAG00000007543
microcebus_murinus ENSMICG00000045684
prolemur_simus ENSPSMG00000023217
propithecus_coquereli ENSPCOG00000013978
otolemur_garnettii ENSOGAG00000001524
carlito_syrichta ENSTSYG00000034591
pan_paniscus ENSPPAG00000029767
pan_troglodytes ENSPTRG00000000091
homo_sapiens ENSG00000162413
gorilla_gorilla ENSGGOG00000006829
pongo_abelii ENSPPYG00000001937
nomascus_leucogenys ENSNLEG00000008603
rhinopithecus_roxellana ENSRROG00000043507
rhinopithecus_bieti ENSRBIG00000041975
colobus_angolensis_palliatus ENSCANG00000025884
piliocolobus_tephrosceles ENSPTEG00000010342
macaca_nemestrina ENSMNEG00000028697
macaca_fascicularis ENSMFAG00000044736
theropithecus_gelada ENSTGEG00000015961
papio_anubis ENSPANG00000024477
cercocebus_atys ENSCATG00000041552
mandrillus_leucophaeus ENSMLEG00000037747
chlorocebus_sabaeus ENSCSAG00000000747
vulpes_vulpes ENSVVUG00000026347
urocitellus_parryii ENSUPAG00010011473
macaca_mulatta ENSMMUG00000018181
cebus_capucinus_imitator ENSCCAG00000023337
saimiri_boliviensis_boliviensis ENSSBOG00000025974
callithrix_jacchus ENSCJAG00000047266
aotus_nancymaae ENSANAG00000034378
mus_spicilegus ENSMSIG00000011725
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027836
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000073700
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026843
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0029191
rattus_norvegicus ENSRNOG00000003334
meriones_unguiculatus ENSMUGG00000009053
peromyscus_maniculatus_bairdii ENSPEMG00000002249
microtus_ochrogaster ENSMOCG00000021835
cricetulus_griseus_crigri_1.0 ENSCGRG00000007160
cricetulus_griseus_crigri-picr ENSCGRG00015008083
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001003495
mesocricetus_auratus ENSMAUG00000020874
nannospalax_galili ENSNGAG00000015551
jaculus_jaculus ENSJJAG00000014276
castor_canadensis ENSCCNG00000016143
ictidomys_tridecemlineatus ENSSTOG00000021548
marmota_marmota_marmota ENSMMMG00000017838
erinaceus_europaeus ENSEEUG00000015144
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018678
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006637
fukomys_damarensis ENSFDAG00000018849
chinchilla_lanigera ENSCLAG00000004379
cavia_porcellus ENSCPOG00000008435
cavia_aperea ENSCAPG00000010373
octodon_degus ENSODEG00000011457
dipodomys_ordii ENSDORG00000009680
spermophilus_dauricus ENSSDAG00000023813
mus_spicilegus ENSMSIG00000001067
ochotona_princeps ENSOPRG00000012186
oryctolagus_cuniculus ENSOCUG00000003743
pteropus_vampyrus ENSPVAG00000013022
myotis_lucifugus ENSMLUG00000001052
bos_taurus ENSBTAG00000008350
bos_mutus ENSBMUG00000001003
bison_bison_bison ENSBBBG00000019775
capra_hircus ENSCHIG00000026513
ovis_aries ENSOARG00000011354
tursiops_truncatus ENSTTRG00000006345
sus_scrofa ENSSSCG00000003379
neovison_vison ENSNVIG00000005668
mustela_putorius_furo ENSMPUG00000006770
ursus_maritimus ENSUMAG00000024144
ursus_americanus ENSUAMG00000008046
ailuropoda_melanoleuca ENSAMEG00000009634
canis_lupus_dingo ENSCAFG00020008304
canis_lupus_familiaris ENSCAFG00000019619
panthera_pardus ENSPPRG00000008919
panthera_tigris_altaica ENSPTIG00000018261
felis_catus ENSFCAG00000046144
equus_caballus ENSECAG00000038258
equus_asinus_asinus ENSEASG00005021248
tupaia_belangeri ENSTBEG00000015136
dasypus_novemcinctus ENSDNOG00000030684
loxodonta_africana ENSLAFG00000005852
procavia_capensis ENSPCAG00000013114
echinops_telfairi ENSETEG00000016661
ornithorhynchus_anatinus ENSOANG00000012293
pogona_vitticeps ENSPVIG00000017231
anolis_carolinensis ENSACAG00000006084
notechis_scutatus ENSNSUG00000017656
notechis_scutatus ENSNSUG00000017657
salvator_merianae ENSSMRG00000000088
apteryx_haastii ENSAHAG00000014524
apteryx_owenii ENSAOWG00000005912
apteryx_rowi ENSARWG00000000743
dromaius_novaehollandiae ENSDNVG00000005303
nothoprocta_perdicaria ENSNPEG00000005608
gallus_gallus ENSGALG00000035211
coturnix_japonica ENSCJPG00005007401
meleagris_gallopavo ENSMGAG00000001266
numida_meleagris ENSNMEG00000004809
numida_meleagris ENSNMEG00000004811
anas_platyrhynchos_platyrhynchos ENSAPLG00000026961
anser_brachyrhynchus ENSABRG00000002404
zonotrichia_albicollis ENSZALG00000013372
junco_hyemalis ENSJHYG00000014574
taeniopygia_guttata ENSTGUG00000002586
parus_major ENSPMJG00000010447
lonchura_striata_domestica ENSLSDG00000004071
lonchura_striata_domestica ENSLSDG00000004076
cyanistes_caeruleus ENSCCEG00000016231
serinus_canaria ENSSCAG00000002759
ficedula_albicollis ENSFALG00000009824
lepidothrix_coronata ENSLCOG00000003919
lepidothrix_coronata ENSLCOG00000003918
manacus_vitellinus ENSMVIG00005017701
melopsittacus_undulatus ENSMUNG00000015678
calidris_pygmaea ENSCPGG00000006974
calidris_pugnax ENSCPUG00000018671
crocodylus_porosus ENSCPRG00005011272
gopherus_agassizii ENSGAGG00000015047
chelonoidis_abingdonii ENSCABG00000017683
chrysemys_picta_bellii ENSCPBG00000016107
pelodiscus_sinensis ENSPSIG00000004691
petromyzon_marinus ENSPMAG00000004610
eptatretus_burgeri ENSEBUG00000006657
ciona_savignyi ENSCSAVG00000010717
ciona_intestinalis ENSCING00000007259
