phascolarctos_cinereus ENSPCIG00000013811
notamacropus_eugenii ENSMEUG00000000887
sarcophilus_harrisii ENSSHAG00000010588
sarcophilus_harrisii ENSSHAG00000012623
monodelphis_domestica ENSMODG00000009947
ornithorhynchus_anatinus ENSOANG00000015492
erinaceus_europaeus ENSEEUG00000006701
sorex_araneus ENSSARG00000005592
pteropus_vampyrus ENSPVAG00000006463
equus_caballus ENSECAG00000007300
equus_asinus_asinus ENSEASG00005019864
ursus_americanus ENSUAMG00000007588
ursus_maritimus ENSUMAG00000023979
ailuropoda_melanoleuca ENSAMEG00000004633
neovison_vison ENSNVIG00000021862
canis_lupus_familiaris ENSCAFG00000006231
panthera_pardus ENSPPRG00000012929
panthera_tigris_altaica ENSPTIG00000006786
felis_catus ENSFCAG00000004159
bison_bison_bison ENSBBBG00000017463
bos_mutus ENSBMUG00000000808
capra_hircus ENSCHIG00000022767
tursiops_truncatus ENSTTRG00000010480
vicugna_pacos ENSVPAG00000007279
sus_scrofa ENSSSCG00000033919
microcebus_murinus ENSMICG00000014330
propithecus_coquereli ENSPCOG00000016947
prolemur_simus ENSPSMG00000021995
otolemur_garnettii ENSOGAG00000005305
carlito_syrichta ENSTSYG00000009831
pan_troglodytes ENSPTRG00000005778
pan_paniscus ENSPPAG00000038110
gorilla_gorilla ENSGGOG00000006447
homo_sapiens ENSG00000133083
nomascus_leucogenys ENSNLEG00000001363
macaca_fascicularis ENSMFAG00000030114
macaca_mulatta ENSMMUG00000016791
macaca_nemestrina ENSMNEG00000028724
papio_anubis ENSPANG00000003398
theropithecus_gelada ENSTGEG00000023578
cercocebus_atys ENSCATG00000011868
mandrillus_leucophaeus ENSMLEG00000042752
rhinopithecus_bieti ENSRBIG00000027120
rhinopithecus_roxellana ENSRROG00000019788
colobus_angolensis_palliatus ENSCANG00000018654
piliocolobus_tephrosceles ENSPTEG00000023460
saimiri_boliviensis_boliviensis ENSSBOG00000035278
cebus_capucinus_imitator ENSCCAG00000004898
aotus_nancymaae ENSANAG00000034415
aotus_nancymaae ENSANAG00000017649
aotus_nancymaae ENSANAG00000020745
cebus_capucinus_imitator ENSCCAG00000027401
callithrix_jacchus ENSCJAG00000018203
octodon_degus ENSODEG00000006680
cavia_porcellus ENSCPOG00000005030
chinchilla_lanigera ENSCLAG00000006827
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000003756
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015058
fukomys_damarensis ENSFDAG00000000529
urocitellus_parryii ENSUPAG00010000839
spermophilus_dauricus ENSSDAG00000007444
ictidomys_tridecemlineatus ENSSTOG00000012243
marmota_marmota_marmota ENSMMMG00000022381
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025936
mus_spicilegus ENSMSIG00000021753
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000027797
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025001
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026442
rattus_norvegicus ENSRNOG00000032922
meriones_unguiculatus ENSMUGG00000004089
peromyscus_maniculatus_bairdii ENSPEMG00000009104
microtus_ochrogaster ENSMOCG00000005325
mesocricetus_auratus ENSMAUG00000007158
mesocricetus_auratus ENSMAUG00000017412
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010497
cricetulus_griseus_crigri_1.0 ENSCGRG00000013862
cricetulus_griseus_crigri-picr ENSCGRG00015009502
nannospalax_galili ENSNGAG00000013693
jaculus_jaculus ENSJJAG00000016300
dipodomys_ordii ENSDORG00000002991
ochotona_princeps ENSOPRG00000004748
tupaia_belangeri ENSTBEG00000014161
chlorocebus_sabaeus ENSCSAG00000017883
chlorocebus_sabaeus ENSCSAG00000017885
pongo_abelii ENSPPYG00000005275
oryctolagus_cuniculus ENSOCUG00000017848
vulpes_vulpes ENSVVUG00000026606
canis_lupus_dingo ENSCAFG00020021550
castor_canadensis ENSCCNG00000008455
myotis_lucifugus ENSMLUG00000006596
myotis_lucifugus ENSMLUG00000027537
bos_taurus ENSBTAG00000038495
mustela_putorius_furo ENSMPUG00000001856
castor_canadensis ENSCCNG00000030758
mus_spicilegus ENSMSIG00000011150
ovis_aries ENSOARG00000006058
ovis_aries ENSOARG00000010490
bos_taurus ENSBTAG00000053984
bos_mutus ENSBMUG00000013658
canis_lupus_dingo ENSCAFG00020021539
vulpes_vulpes ENSVVUG00000026611
