labrus_bergylta ENSLBEG00000003527
gasterosteus_aculeatus ENSGACG00000016202
mola_mola ENSMMOG00000001202
amphiprion_percula ENSAPEG00000004705
amphiprion_ocellaris ENSAOCG00000018328
acanthochromis_polyacanthus ENSAPOG00000020999
stegastes_partitus ENSSPAG00000010319
takifugu_rubripes ENSTRUG00000009391
tetraodon_nigroviridis ENSTNIG00000017695
cynoglossus_semilaevis ENSCSEG00000012771
mastacembelus_armatus ENSMAMG00000020427
monopterus_albus ENSMALG00000006853
anabas_testudineus ENSATEG00000020535
seriola_lalandi_dorsalis ENSSLDG00000024319
seriola_dumerili ENSSDUG00000001149
scophthalmus_maximus ENSSMAG00000005184
fundulus_heteroclitus ENSFHEG00000021482
cyprinodon_variegatus ENSCVAG00000010783
poecilia_formosa ENSPFOG00000013851
poecilia_latipinna ENSPLAG00000005772
poecilia_mexicana ENSPMEG00000014494
poecilia_reticulata ENSPREG00000010479
gambusia_affinis ENSGAFG00000005700
poecilia_reticulata ENSPREG00000007535
gambusia_affinis ENSGAFG00000006663
xiphophorus_maculatus ENSXMAG00000015152
kryptolebias_marmoratus ENSKMAG00000019947
oryzias_latipes_asm223471v1 ENSORLG00020003226
oryzias_latipes_asm223467v1 ENSORLG00000011080
oryzias_latipes_asm223469v1 ENSORLG00015001423
oryzias_melastigma ENSOMEG00000010474
astatotilapia_calliptera ENSACLG00000009618
maylandia_zebra ENSMZEG00005010856
haplochromis_burtoni ENSHBUG00000018776
pundamilia_nyererei ENSPNYG00000017100
neolamprologus_brichardi ENSNBRG00000003455
oreochromis_niloticus ENSONIG00000017101
amphilophus_citrinellus ENSACIG00000008379
hippocampus_comes ENSHCOG00000019390
periophthalmus_magnuspinnatus ENSPMGG00000002027
gadus_morhua ENSGMOG00000013549
esox_lucius ENSELUG00000018201
pygocentrus_nattereri ENSPNAG00000005563
astyanax_mexicanus ENSAMXG00000011699
ictalurus_punctatus ENSIPUG00000014860
danio_rerio ENSDARG00000055120
scleropages_formosus ENSSFOG00015000111
paramormyrops_kingsleyae ENSPKIG00000004874
scleropages_formosus ENSSFOG00015018007
paramormyrops_kingsleyae ENSPKIG00000005108
scleropages_formosus ENSSFOG00015018040
paramormyrops_kingsleyae ENSPKIG00000005062
lepisosteus_oculatus ENSLOCG00000000768
dipodomys_ordii ENSDORG00000012477
castor_canadensis ENSCCNG00000013177
chinchilla_lanigera ENSCLAG00000014656
octodon_degus ENSODEG00000007715
cavia_aperea ENSCAPG00000001607
cavia_porcellus ENSCPOG00000009125
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006244
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011824
fukomys_damarensis ENSFDAG00000012218
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020292
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000021939
mus_spicilegus ENSMSIG00000014059
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019400
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030418
mus_spicilegus ENSMSIG00000022943
rattus_norvegicus ENSRNOG00000010331
meriones_unguiculatus ENSMUGG00000007585
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001005714
cricetulus_griseus_crigri-picr ENSCGRG00015010494
cricetulus_griseus_crigri_1.0 ENSCGRG00000018351
mesocricetus_auratus ENSMAUG00000021558
peromyscus_maniculatus_bairdii ENSPEMG00000023551
microtus_ochrogaster ENSMOCG00000011567
nannospalax_galili ENSNGAG00000012314
jaculus_jaculus ENSJJAG00000018422
urocitellus_parryii ENSUPAG00010015826
urocitellus_parryii ENSUPAG00010023922
spermophilus_dauricus ENSSDAG00000012318
marmota_marmota_marmota ENSMMMG00000012250
oryctolagus_cuniculus ENSOCUG00000016580
ochotona_princeps ENSOPRG00000000164
tupaia_belangeri ENSTBEG00000008624
pan_paniscus ENSPPAG00000029390
pan_troglodytes ENSPTRG00000019998
homo_sapiens ENSG00000164733
gorilla_gorilla ENSGGOG00000001167
pongo_abelii ENSPPYG00000018345
nomascus_leucogenys ENSNLEG00000015086
papio_anubis ENSPANG00000022330
theropithecus_gelada ENSTGEG00000015098
macaca_mulatta ENSMMUG00000019212
macaca_fascicularis ENSMFAG00000014829
macaca_nemestrina ENSMNEG00000029187
mandrillus_leucophaeus ENSMLEG00000036808
cercocebus_atys ENSCATG00000036863
chlorocebus_sabaeus ENSCSAG00000016950
rhinopithecus_roxellana ENSRROG00000033169
rhinopithecus_bieti ENSRBIG00000028005
piliocolobus_tephrosceles ENSPTEG00000032069
colobus_angolensis_palliatus ENSCANG00000032413
cebus_capucinus_imitator ENSCCAG00000033748
callithrix_jacchus ENSCJAG00000003955
saimiri_boliviensis_boliviensis ENSSBOG00000026234
aotus_nancymaae ENSANAG00000029803
carlito_syrichta ENSTSYG00000030678
propithecus_coquereli ENSPCOG00000021461
prolemur_simus ENSPSMG00000011978
microcebus_murinus ENSMICG00000001772
otolemur_garnettii ENSOGAG00000015772
neovison_vison ENSNVIG00000021548
mustela_putorius_furo ENSMPUG00000001830
canis_lupus_familiaris ENSCAFG00000007934
canis_lupus_dingo ENSCAFG00020011953
vulpes_vulpes ENSVVUG00000002058
ursus_maritimus ENSUMAG00000021775
ursus_maritimus ENSUMAG00000021774
ursus_americanus ENSUAMG00000007645
ailuropoda_melanoleuca ENSAMEG00000006251
panthera_tigris_altaica ENSPTIG00000016561
panthera_pardus ENSPPRG00000003402
felis_catus ENSFCAG00000015041
equus_asinus_asinus ENSEASG00005016436
equus_caballus ENSECAG00000023820
pteropus_vampyrus ENSPVAG00000007861
myotis_lucifugus ENSMLUG00000005511
bos_taurus ENSBTAG00000012442
bos_mutus ENSBMUG00000002060
bison_bison_bison ENSBBBG00000025022
capra_hircus ENSCHIG00000025426
ovis_aries ENSOARG00000015263
sus_scrofa ENSSSCG00000023666
tursiops_truncatus ENSTTRG00000011972
erinaceus_europaeus ENSEEUG00000008503
sorex_araneus ENSSARG00000008104
loxodonta_africana ENSLAFG00000007380
procavia_capensis ENSPCAG00000016558
echinops_telfairi ENSETEG00000016032
choloepus_hoffmanni ENSCHOG00000004233
dasypus_novemcinctus ENSDNOG00000033767
phascolarctos_cinereus ENSPCIG00000001821
notamacropus_eugenii ENSMEUG00000001019
sarcophilus_harrisii ENSSHAG00000009350
