sarcophilus_harrisii ENSSHAG00000000642
monodelphis_domestica ENSMODG00000020842
phascolarctos_cinereus ENSPCIG00000022184
ictidomys_tridecemlineatus ENSSTOG00000020597
urocitellus_parryii ENSUPAG00010000599
oryctolagus_cuniculus ENSOCUG00000029401
myotis_lucifugus ENSMLUG00000023405
ornithorhynchus_anatinus ENSOANG00000002222
pan_paniscus ENSPPAG00000030264
carlito_syrichta ENSTSYG00000034627
octodon_degus ENSODEG00000006016
canis_lupus_dingo ENSCAFG00020025175
ursus_maritimus ENSUMAG00000017000
panthera_pardus ENSPPRG00000011363
panthera_tigris_altaica ENSPTIG00000010147
felis_catus ENSFCAG00000041749
dasypus_novemcinctus ENSDNOG00000031252
phascolarctos_cinereus ENSPCIG00000022165
notechis_scutatus ENSNSUG00000007904
scleropages_formosus ENSSFOG00015011030
paramormyrops_kingsleyae ENSPKIG00000014282
paramormyrops_kingsleyae ENSPKIG00000018869
scleropages_formosus ENSSFOG00015005248
takifugu_rubripes ENSTRUG00000010487
tetraodon_nigroviridis ENSTNIG00000016825
gasterosteus_aculeatus ENSGACG00000017117
scophthalmus_maximus ENSSMAG00000016149
cynoglossus_semilaevis ENSCSEG00000004859
seriola_dumerili ENSSDUG00000018531
seriola_lalandi_dorsalis ENSSLDG00000022617
monopterus_albus ENSMALG00000010856
mastacembelus_armatus ENSMAMG00000020976
anabas_testudineus ENSATEG00000015482
xiphophorus_maculatus ENSXMAG00000013193
xiphophorus_couchianus ENSXCOG00000015750
gambusia_affinis ENSGAFG00000019864
poecilia_formosa ENSPFOG00000009911
poecilia_mexicana ENSPMEG00000014337
poecilia_latipinna ENSPLAG00000000379
poecilia_reticulata ENSPREG00000009183
fundulus_heteroclitus ENSFHEG00000015884
cyprinodon_variegatus ENSCVAG00000018054
kryptolebias_marmoratus ENSKMAG00000002950
oryzias_latipes_asm223469v1 ENSORLG00015009834
oryzias_latipes_asm223467v1 ENSORLG00000001940
oryzias_latipes_asm223471v1 ENSORLG00020020298
oryzias_melastigma ENSOMEG00000017426
amphiprion_percula ENSAPEG00000008371
amphiprion_ocellaris ENSAOCG00000007108
acanthochromis_polyacanthus ENSAPOG00000006016
stegastes_partitus ENSSPAG00000006281
astatotilapia_calliptera ENSACLG00000018835
maylandia_zebra ENSMZEG00005005606
haplochromis_burtoni ENSHBUG00000013884
pundamilia_nyererei ENSPNYG00000013501
oreochromis_niloticus ENSONIG00000002802
amphilophus_citrinellus ENSACIG00000010665
mola_mola ENSMMOG00000002043
labrus_bergylta ENSLBEG00000007923
periophthalmus_magnuspinnatus ENSPMGG00000017777
hippocampus_comes ENSHCOG00000004114
gadus_morhua ENSGMOG00000003756
esox_lucius ENSELUG00000002881
pygocentrus_nattereri ENSPNAG00000018753
astyanax_mexicanus ENSAMXG00000000159
ictalurus_punctatus ENSIPUG00000019620
danio_rerio ENSDARG00000105215
lepisosteus_oculatus ENSLOCG00000015218
petromyzon_marinus ENSPMAG00000001679
ciona_intestinalis ENSCING00000003493
ciona_savignyi ENSCSAVG00000008555
