cavia_porcellus ENSCPOG00000012365
cavia_aperea ENSCAPG00000009566
chinchilla_lanigera ENSCLAG00000012865
octodon_degus ENSODEG00000013705
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018667
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008418
fukomys_damarensis ENSFDAG00000007440
spermophilus_dauricus ENSSDAG00000008663
marmota_marmota_marmota ENSMMMG00000005697
urocitellus_parryii ENSUPAG00010011753
ictidomys_tridecemlineatus ENSSTOG00000013050
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000036733
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030632
mus_spicilegus ENSMSIG00000006648
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029536
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0012770
rattus_norvegicus ENSRNOG00000024278
meriones_unguiculatus ENSMUGG00000013356
peromyscus_maniculatus_bairdii ENSPEMG00000012065
microtus_ochrogaster ENSMOCG00000000405
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001018540
cricetulus_griseus_crigri-picr ENSCGRG00015015674
nannospalax_galili ENSNGAG00000019698
jaculus_jaculus ENSJJAG00000010421
dipodomys_ordii ENSDORG00000013001
castor_canadensis ENSCCNG00000008580
oryctolagus_cuniculus ENSOCUG00000003337
ochotona_princeps ENSOPRG00000001229
tupaia_belangeri ENSTBEG00000016803
prolemur_simus ENSPSMG00000000435
microcebus_murinus ENSMICG00000009880
propithecus_coquereli ENSPCOG00000026433
propithecus_coquereli ENSPCOG00000020672
otolemur_garnettii ENSOGAG00000004144
colobus_angolensis_palliatus ENSCANG00000030272
piliocolobus_tephrosceles ENSPTEG00000015653
rhinopithecus_roxellana ENSRROG00000042313
rhinopithecus_bieti ENSRBIG00000007566
macaca_fascicularis ENSMFAG00000002758
macaca_nemestrina ENSMNEG00000030009
macaca_mulatta ENSMMUG00000018954
mandrillus_leucophaeus ENSMLEG00000036119
cercocebus_atys ENSCATG00000041924
theropithecus_gelada ENSTGEG00000010123
papio_anubis ENSPANG00000017032
chlorocebus_sabaeus ENSCSAG00000004422
pan_troglodytes ENSPTRG00000010852
pan_paniscus ENSPPAG00000037315
homo_sapiens ENSG00000126254
gorilla_gorilla ENSGGOG00000009972
pongo_abelii ENSPPYG00000009871
nomascus_leucogenys ENSNLEG00000011272
saimiri_boliviensis_boliviensis ENSSBOG00000030666
cebus_capucinus_imitator ENSCCAG00000034440
callithrix_jacchus ENSCJAG00000010220
aotus_nancymaae ENSANAG00000027537
carlito_syrichta ENSTSYG00000014688
ursus_maritimus ENSUMAG00000020223
ursus_americanus ENSUAMG00000020711
ailuropoda_melanoleuca ENSAMEG00000000524
mustela_putorius_furo ENSMPUG00000006288
neovison_vison ENSNVIG00000017619
vulpes_vulpes ENSVVUG00000015117
canis_lupus_dingo ENSCAFG00020018628
panthera_pardus ENSPPRG00000016784
panthera_tigris_altaica ENSPTIG00000019270
felis_catus ENSFCAG00000006376
equus_asinus_asinus ENSEASG00005001074
equus_caballus ENSECAG00000018215
pteropus_vampyrus ENSPVAG00000012815
myotis_lucifugus ENSMLUG00000011334
sorex_araneus ENSSARG00000010724
vicugna_pacos ENSVPAG00000000022
sus_scrofa ENSSSCG00000002905
capra_hircus ENSCHIG00000009518
ovis_aries ENSOARG00000004926
bos_mutus ENSBMUG00000017046
bos_taurus ENSBTAG00000013440
bison_bison_bison ENSBBBG00000023351
tursiops_truncatus ENSTTRG00000002217
dasypus_novemcinctus ENSDNOG00000037397
loxodonta_africana ENSLAFG00000014993
procavia_capensis ENSPCAG00000013053
echinops_telfairi ENSETEG00000007878
phascolarctos_cinereus ENSPCIG00000015737
notamacropus_eugenii ENSMEUG00000016300
monodelphis_domestica ENSMODG00000013957
sarcophilus_harrisii ENSSHAG00000008876
anolis_carolinensis ENSACAG00000005495
salvator_merianae ENSSMRG00000011656
notechis_scutatus ENSNSUG00000016118
gopherus_agassizii ENSGAGG00000014805
chelonoidis_abingdonii ENSCABG00000016015
