sus_scrofa ENSSSCG00000015696
vicugna_pacos ENSVPAG00000001482
ovis_aries ENSOARG00000011172
capra_hircus ENSCHIG00000015546
bos_mutus ENSBMUG00000005112
bos_taurus ENSBTAG00000014409
bison_bison_bison ENSBBBG00000002510
tursiops_truncatus ENSTTRG00000014882
ailuropoda_melanoleuca ENSAMEG00000016364
ursus_maritimus ENSUMAG00000005240
mustela_putorius_furo ENSMPUG00000002541
canis_lupus_familiaris ENSCAFG00000005038
canis_lupus_dingo ENSCAFG00020015733
vulpes_vulpes ENSVVUG00000006280
panthera_pardus ENSPPRG00000012476
panthera_tigris_altaica ENSPTIG00000010805
felis_catus ENSFCAG00000026221
pteropus_vampyrus ENSPVAG00000005888
myotis_lucifugus ENSMLUG00000016142
equus_caballus ENSECAG00000009919
equus_asinus_asinus ENSEASG00005007431
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009472
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001798
fukomys_damarensis ENSFDAG00000018420
chinchilla_lanigera ENSCLAG00000002067
cavia_porcellus ENSCPOG00000004758
octodon_degus ENSODEG00000007486
ictidomys_tridecemlineatus ENSSTOG00000022671
marmota_marmota_marmota ENSMMMG00000020969
urocitellus_parryii ENSUPAG00010005540
spermophilus_dauricus ENSSDAG00000012729
castor_canadensis ENSCCNG00000021566
dipodomys_ordii ENSDORG00000023534
mus_spicilegus ENSMSIG00000026051
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000051590
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015347
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014540
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0027776
rattus_norvegicus ENSRNOG00000003952
meriones_unguiculatus ENSMUGG00000004239
cricetulus_griseus_crigri_1.0 ENSCGRG00000011513
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013377
cricetulus_griseus_crigri-picr ENSCGRG00015007378
mesocricetus_auratus ENSMAUG00000010654
microtus_ochrogaster ENSMOCG00000013038
peromyscus_maniculatus_bairdii ENSPEMG00000031034
nannospalax_galili ENSNGAG00000012391
jaculus_jaculus ENSJJAG00000004245
oryctolagus_cuniculus ENSOCUG00000000666
ochotona_princeps ENSOPRG00000003751
pan_troglodytes ENSPTRG00000012490
pan_paniscus ENSPPAG00000040650
homo_sapiens ENSG00000176601
gorilla_gorilla ENSGGOG00000014556
pongo_abelii ENSPPYG00000012812
nomascus_leucogenys ENSNLEG00000008465
rhinopithecus_bieti ENSRBIG00000035927
rhinopithecus_roxellana ENSRROG00000042370
piliocolobus_tephrosceles ENSPTEG00000001179
colobus_angolensis_palliatus ENSCANG00000030158
macaca_fascicularis ENSMFAG00000043568
macaca_nemestrina ENSMNEG00000033333
macaca_mulatta ENSMMUG00000017121
papio_anubis ENSPANG00000000669
theropithecus_gelada ENSTGEG00000001202
cercocebus_atys ENSCATG00000036468
mandrillus_leucophaeus ENSMLEG00000032802
chlorocebus_sabaeus ENSCSAG00000016399
callithrix_jacchus ENSCJAG00000011631
cebus_capucinus_imitator ENSCCAG00000026812
aotus_nancymaae ENSANAG00000035315
carlito_syrichta ENSTSYG00000006655
propithecus_coquereli ENSPCOG00000013448
microcebus_murinus ENSMICG00000013841
prolemur_simus ENSPSMG00000019244
otolemur_garnettii ENSOGAG00000016799
loxodonta_africana ENSLAFG00000008034
procavia_capensis ENSPCAG00000003896
dasypus_novemcinctus ENSDNOG00000023934
choloepus_hoffmanni ENSCHOG00000008020
erinaceus_europaeus ENSEEUG00000005941
neovison_vison ENSNVIG00000014683
echinops_telfairi ENSETEG00000005327
notamacropus_eugenii ENSMEUG00000004429
phascolarctos_cinereus ENSPCIG00000002384
monodelphis_domestica ENSMODG00000000785
sarcophilus_harrisii ENSSHAG00000015928
taeniopygia_guttata ENSTGUG00000018333
lonchura_striata_domestica ENSLSDG00000006426
