phascolarctos_cinereus ENSPCIG00000009715
sarcophilus_harrisii ENSSHAG00000007318
monodelphis_domestica ENSMODG00000004366
pan_paniscus ENSPPAG00000038984
pan_troglodytes ENSPTRG00000004928
homo_sapiens ENSG00000050405
gorilla_gorilla ENSGGOG00000007975
pongo_abelii ENSPPYG00000004510
nomascus_leucogenys ENSNLEG00000017802
rhinopithecus_roxellana ENSRROG00000031617
rhinopithecus_bieti ENSRBIG00000026725
piliocolobus_tephrosceles ENSPTEG00000004775
colobus_angolensis_palliatus ENSCANG00000035341
macaca_mulatta ENSMMUG00000015048
macaca_fascicularis ENSMFAG00000002376
macaca_nemestrina ENSMNEG00000045489
papio_anubis ENSPANG00000013989
theropithecus_gelada ENSTGEG00000003113
mandrillus_leucophaeus ENSMLEG00000040850
cercocebus_atys ENSCATG00000038898
chlorocebus_sabaeus ENSCSAG00000005975
cebus_capucinus_imitator ENSCCAG00000020365
saimiri_boliviensis_boliviensis ENSSBOG00000004806
callithrix_jacchus ENSCJAG00000021115
aotus_nancymaae ENSANAG00000034316
carlito_syrichta ENSTSYG00000001948
propithecus_coquereli ENSPCOG00000025292
microcebus_murinus ENSMICG00000015696
prolemur_simus ENSPSMG00000004328
otolemur_garnettii ENSOGAG00000004671
tupaia_belangeri ENSTBEG00000006211
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008668
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016928
fukomys_damarensis ENSFDAG00000008746
chinchilla_lanigera ENSCLAG00000000738
octodon_degus ENSODEG00000010787
cavia_porcellus ENSCPOG00000000521
cavia_aperea ENSCAPG00000000718
spermophilus_dauricus ENSSDAG00000014059
marmota_marmota_marmota ENSMMMG00000023257
urocitellus_parryii ENSUPAG00010010198
ictidomys_tridecemlineatus ENSSTOG00000004992
castor_canadensis ENSCCNG00000001602
dipodomys_ordii ENSDORG00000000176
microtus_ochrogaster ENSMOCG00000003899
peromyscus_maniculatus_bairdii ENSPEMG00000003334
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001011635
cricetulus_griseus_crigri_1.0 ENSCGRG00000016638
cricetulus_griseus_crigri-picr ENSCGRG00015008293
mesocricetus_auratus ENSMAUG00000011493
mus_spicilegus ENSMSIG00000006756
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021174
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000023022
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020279
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020282
rattus_norvegicus ENSRNOG00000059801
meriones_unguiculatus ENSMUGG00000026545
nannospalax_galili ENSNGAG00000020939
jaculus_jaculus ENSJJAG00000012969
oryctolagus_cuniculus ENSOCUG00000012851
ochotona_princeps ENSOPRG00000003509
ovis_aries ENSOARG00000017839
capra_hircus ENSCHIG00000026369
bos_mutus ENSBMUG00000014740
bos_taurus ENSBTAG00000012342
bison_bison_bison ENSBBBG00000022743
sus_scrofa ENSSSCG00000032269
tursiops_truncatus ENSTTRG00000001015
vicugna_pacos ENSVPAG00000010134
equus_asinus_asinus ENSEASG00005004304
equus_caballus ENSECAG00000011991
myotis_lucifugus ENSMLUG00000005140
pteropus_vampyrus ENSPVAG00000006717
ursus_americanus ENSUAMG00000021327
ursus_maritimus ENSUMAG00000008459
ailuropoda_melanoleuca ENSAMEG00000001243
mustela_putorius_furo ENSMPUG00000014253
neovison_vison ENSNVIG00000005697
canis_lupus_dingo ENSCAFG00020014537
canis_lupus_familiaris ENSCAFG00000008230
vulpes_vulpes ENSVVUG00000024665
panthera_tigris_altaica ENSPTIG00000010537
panthera_pardus ENSPPRG00000009365
felis_catus ENSFCAG00000009465
erinaceus_europaeus ENSEEUG00000004967
sorex_araneus ENSSARG00000007927
dasypus_novemcinctus ENSDNOG00000031237
choloepus_hoffmanni ENSCHOG00000007913
loxodonta_africana ENSLAFG00000000645
procavia_capensis ENSPCAG00000006159
echinops_telfairi ENSETEG00000003254
ornithorhynchus_anatinus ENSOANG00000008669
chrysemys_picta_bellii ENSCPBG00000019392
chrysemys_picta_bellii ENSCPBG00000019395
chrysemys_picta_bellii ENSCPBG00000025134
numida_meleagris ENSNMEG00000014394
anser_brachyrhynchus ENSABRG00000021232
calidris_pygmaea ENSCPGG00000017601
parus_major ENSPMJG00000013253
dromaius_novaehollandiae ENSDNVG00000004246
nothoprocta_perdicaria ENSNPEG00000010751
apteryx_owenii ENSAOWG00000001655
manacus_vitellinus ENSMVIG00005001453
lepidothrix_coronata ENSLCOG00000003006
pogona_vitticeps ENSPVIG00000014904
anolis_carolinensis ENSACAG00000017099
notechis_scutatus ENSNSUG00000001337
salvator_merianae ENSSMRG00000012429
sphenodon_punctatus ENSSPUG00000016565
gallus_gallus ENSGALG00000034742
meleagris_gallopavo ENSMGAG00000010583
coturnix_japonica ENSCJPG00005019779
anas_platyrhynchos_platyrhynchos ENSAPLG00000006766
junco_hyemalis ENSJHYG00000016055
zonotrichia_albicollis ENSZALG00000017642
serinus_canaria ENSSCAG00000008268
taeniopygia_guttata ENSTGUG00000003510
lonchura_striata_domestica ENSLSDG00000016037
cyanistes_caeruleus ENSCCEG00000022116
ficedula_albicollis ENSFALG00000002118
melopsittacus_undulatus ENSMUNG00000016273
calidris_pugnax ENSCPUG00000005490
apteryx_haastii ENSAHAG00000002966
apteryx_rowi ENSARWG00000013139
apteryx_owenii ENSAOWG00000001658
dromaius_novaehollandiae ENSDNVG00000004238
nothoprocta_perdicaria ENSNPEG00000010752
anser_brachyrhynchus ENSABRG00000021217
numida_meleagris ENSNMEG00000014393
lepidothrix_coronata ENSLCOG00000005557
manacus_vitellinus ENSMVIG00005007689
parus_major ENSPMJG00000013254
calidris_pygmaea ENSCPGG00000017595
ornithorhynchus_anatinus ENSOANG00000030565
crocodylus_porosus ENSCPRG00005003602
gopherus_agassizii ENSGAGG00000006981
chelonoidis_abingdonii ENSCABG00000011163
pelodiscus_sinensis ENSPSIG00000015768
xenopus_tropicalis ENSXETG00000013342
latimeria_chalumnae ENSLACG00000008490
pygocentrus_nattereri ENSPNAG00000000479
ictalurus_punctatus ENSIPUG00000002363
scleropages_formosus ENSSFOG00015016703
mola_mola ENSMMOG00000021891
mastacembelus_armatus ENSMAMG00000004275
monopterus_albus ENSMALG00000018031
scophthalmus_maximus ENSSMAG00000003855
neolamprologus_brichardi ENSNBRG00000010004
haplochromis_burtoni ENSHBUG00000023674
amphilophus_citrinellus ENSACIG00000001949
poecilia_latipinna ENSPLAG00000010204
poecilia_reticulata ENSPREG00000014832
poecilia_mexicana ENSPMEG00000012067
poecilia_mexicana ENSPMEG00000017673
poecilia_mexicana ENSPMEG00000020061
xiphophorus_couchianus ENSXCOG00000018616
fundulus_heteroclitus ENSFHEG00000008503
esox_lucius ENSELUG00000020379
scleropages_formosus ENSSFOG00015016697
periophthalmus_magnuspinnatus ENSPMGG00000005639
periophthalmus_magnuspinnatus ENSPMGG00000022304
mola_mola ENSMMOG00000010765
poecilia_latipinna ENSPLAG00000003756
poecilia_mexicana ENSPMEG00000013514
xiphophorus_couchianus ENSXCOG00000015652
pundamilia_nyererei ENSPNYG00000022485
amphilophus_citrinellus ENSACIG00000004806
amphiprion_ocellaris ENSAOCG00000005745
seriola_lalandi_dorsalis ENSSLDG00000008859
tetraodon_nigroviridis ENSTNIG00000002916
takifugu_rubripes ENSTRUG00000000912
acanthochromis_polyacanthus ENSAPOG00000010800
amphiprion_percula ENSAPEG00000015952
stegastes_partitus ENSSPAG00000004879
fundulus_heteroclitus ENSFHEG00000010966
cyprinodon_variegatus ENSCVAG00000010527
poecilia_reticulata ENSPREG00000020431
poecilia_formosa ENSPFOG00000019587
xiphophorus_maculatus ENSXMAG00000009536
gambusia_affinis ENSGAFG00000011889
oryzias_latipes_asm223469v1 ENSORLG00015021141
oryzias_latipes_asm223471v1 ENSORLG00020006012
oryzias_latipes_asm223467v1 ENSORLG00000016655
oryzias_melastigma ENSOMEG00000014102
maylandia_zebra ENSMZEG00005026681
astatotilapia_calliptera ENSACLG00000015680
haplochromis_burtoni ENSHBUG00000009288
oreochromis_niloticus ENSONIG00000016565
amphilophus_citrinellus ENSACIG00000004791
neolamprologus_brichardi ENSNBRG00000024010
poecilia_mexicana ENSPMEG00000005228
poecilia_latipinna ENSPLAG00000020986
cyprinodon_variegatus ENSCVAG00000010525
amphiprion_ocellaris ENSAOCG00000006996
acanthochromis_polyacanthus ENSAPOG00000010826
anabas_testudineus ENSATEG00000024671
mastacembelus_armatus ENSMAMG00000006398
seriola_dumerili ENSSDUG00000005937
seriola_lalandi_dorsalis ENSSLDG00000003024
monopterus_albus ENSMALG00000003534
scophthalmus_maximus ENSSMAG00000018231
cynoglossus_semilaevis ENSCSEG00000009263
gasterosteus_aculeatus ENSGACG00000010685
labrus_bergylta ENSLBEG00000002495
gadus_morhua ENSGMOG00000016425
esox_lucius ENSELUG00000007219
pygocentrus_nattereri ENSPNAG00000021800
astyanax_mexicanus ENSAMXG00000004876
ictalurus_punctatus ENSIPUG00000022571
danio_rerio ENSDARG00000101441
scleropages_formosus ENSSFOG00015007763
paramormyrops_kingsleyae ENSPKIG00000002812
lepisosteus_oculatus ENSLOCG00000003551
paramormyrops_kingsleyae ENSPKIG00000005837
eptatretus_burgeri ENSEBUG00000013557
oryzias_latipes_asm223471v1 ENSORLG00020020774
oryzias_latipes_asm223467v1 ENSORLG00000026955
oryzias_latipes_asm223469v1 ENSORLG00015019373
acanthochromis_polyacanthus ENSAPOG00000023319
labrus_bergylta ENSLBEG00000009813
mola_mola ENSMMOG00000004520
seriola_dumerili ENSSDUG00000008966
ictalurus_punctatus ENSIPUG00000015890
notechis_scutatus ENSNSUG00000020538
notechis_scutatus ENSNSUG00000020466
eptatretus_burgeri ENSEBUG00000013391
