astyanax_mexicanus ENSAMXG00000025806
pygocentrus_nattereri ENSPNAG00000023234
ictalurus_punctatus ENSIPUG00000009553
danio_rerio ENSDARG00000092124
mola_mola ENSMMOG00000004064
takifugu_rubripes ENSTRUG00000022565
xiphophorus_couchianus ENSXCOG00000016460
xiphophorus_maculatus ENSXMAG00000019873
gambusia_affinis ENSGAFG00000001403
poecilia_mexicana ENSPMEG00000003759
poecilia_mexicana ENSPMEG00000003777
poecilia_reticulata ENSPREG00000010828
poecilia_latipinna ENSPLAG00000017263
poecilia_latipinna ENSPLAG00000017257
cyprinodon_variegatus ENSCVAG00000018331
acanthochromis_polyacanthus ENSAPOG00000012300
anabas_testudineus ENSATEG00000025076
seriola_lalandi_dorsalis ENSSLDG00000008380
seriola_dumerili ENSSDUG00000017046
periophthalmus_magnuspinnatus ENSPMGG00000001616
esox_lucius ENSELUG00000015633
scleropages_formosus ENSSFOG00015006854
lepisosteus_oculatus ENSLOCG00000018200
