takifugu_rubripes ENSTRUG00000014510
tetraodon_nigroviridis ENSTNIG00000015696
gasterosteus_aculeatus ENSGACG00000001225
oryzias_latipes_asm223469v1 ENSORLG00015019899
oryzias_latipes_asm223467v1 ENSORLG00000009689
oryzias_latipes_asm223471v1 ENSORLG00020017207
oryzias_melastigma ENSOMEG00000017132
xiphophorus_maculatus ENSXMAG00000012271
xiphophorus_couchianus ENSXCOG00000010477
gambusia_affinis ENSGAFG00000003553
poecilia_formosa ENSPFOG00000017050
poecilia_latipinna ENSPLAG00000016605
poecilia_mexicana ENSPMEG00000022264
poecilia_reticulata ENSPREG00000002873
fundulus_heteroclitus ENSFHEG00000016210
cyprinodon_variegatus ENSCVAG00000021076
kryptolebias_marmoratus ENSKMAG00000005736
pundamilia_nyererei ENSPNYG00000011970
haplochromis_burtoni ENSHBUG00000000315
maylandia_zebra ENSMZEG00005018838
astatotilapia_calliptera ENSACLG00000020034
neolamprologus_brichardi ENSNBRG00000000648
oreochromis_niloticus ENSONIG00000017025
amphilophus_citrinellus ENSACIG00000003170
labrus_bergylta ENSLBEG00000016583
labrus_bergylta ENSLBEG00000010030
scophthalmus_maximus ENSSMAG00000006399
cynoglossus_semilaevis ENSCSEG00000003459
seriola_dumerili ENSSDUG00000012211
seriola_lalandi_dorsalis ENSSLDG00000012122
mola_mola ENSMMOG00000019593
mastacembelus_armatus ENSMAMG00000019821
monopterus_albus ENSMALG00000002377
anabas_testudineus ENSATEG00000003588
amphiprion_ocellaris ENSAOCG00000003751
amphiprion_percula ENSAPEG00000000880
acanthochromis_polyacanthus ENSAPOG00000003629
stegastes_partitus ENSSPAG00000015651
periophthalmus_magnuspinnatus ENSPMGG00000005060
hippocampus_comes ENSHCOG00000016562
gadus_morhua ENSGMOG00000013013
esox_lucius ENSELUG00000007160
pygocentrus_nattereri ENSPNAG00000004160
astyanax_mexicanus ENSAMXG00000003240
ictalurus_punctatus ENSIPUG00000001294
danio_rerio ENSDARG00000005318
scleropages_formosus ENSSFOG00015021164
paramormyrops_kingsleyae ENSPKIG00000020570
lepisosteus_oculatus ENSLOCG00000002547
calidris_pygmaea ENSCPGG00000014252
calidris_pugnax ENSCPUG00000011414
taeniopygia_guttata ENSTGUG00000012089
lonchura_striata_domestica ENSLSDG00000004379
serinus_canaria ENSSCAG00000004872
cyanistes_caeruleus ENSCCEG00000013671
parus_major ENSPMJG00000000177
ficedula_albicollis ENSFALG00000013920
junco_hyemalis ENSJHYG00000008457
zonotrichia_albicollis ENSZALG00000008967
lepidothrix_coronata ENSLCOG00000011519
manacus_vitellinus ENSMVIG00005005647
melopsittacus_undulatus ENSMUNG00000011870
anser_brachyrhynchus ENSABRG00000011024
anas_platyrhynchos_platyrhynchos ENSAPLG00000009755
meleagris_gallopavo ENSMGAG00000012813
gallus_gallus ENSGALG00000012513
coturnix_japonica ENSCJPG00005020512
