xiphophorus_maculatus ENSXMAG00000008370
gambusia_affinis ENSGAFG00000002344
poecilia_latipinna ENSPLAG00000007548
poecilia_latipinna ENSPLAG00000018003
poecilia_formosa ENSPFOG00000018831
poecilia_mexicana ENSPMEG00000010536
poecilia_reticulata ENSPREG00000013616
fundulus_heteroclitus ENSFHEG00000016489
cyprinodon_variegatus ENSCVAG00000021335
kryptolebias_marmoratus ENSKMAG00000021467
oryzias_latipes_asm223471v1 ENSORLG00020019436
oryzias_latipes_asm223467v1 ENSORLG00000005997
oryzias_latipes_asm223469v1 ENSORLG00015003896
oryzias_melastigma ENSOMEG00000016920
amphiprion_ocellaris ENSAOCG00000006242
amphiprion_percula ENSAPEG00000018021
acanthochromis_polyacanthus ENSAPOG00000015712
stegastes_partitus ENSSPAG00000020839
maylandia_zebra ENSMZEG00005003013
pundamilia_nyererei ENSPNYG00000011947
astatotilapia_calliptera ENSACLG00000020400
haplochromis_burtoni ENSHBUG00000011063
neolamprologus_brichardi ENSNBRG00000001201
oreochromis_niloticus ENSONIG00000007253
amphilophus_citrinellus ENSACIG00000014230
takifugu_rubripes ENSTRUG00000017365
tetraodon_nigroviridis ENSTNIG00000019091
mola_mola ENSMMOG00000007644
periophthalmus_magnuspinnatus ENSPMGG00000021406
cynoglossus_semilaevis ENSCSEG00000003730
gasterosteus_aculeatus ENSGACG00000005994
labrus_bergylta ENSLBEG00000006980
anabas_testudineus ENSATEG00000024415
mastacembelus_armatus ENSMAMG00000024077
seriola_dumerili ENSSDUG00000011969
seriola_dumerili ENSSDUG00000011984
scophthalmus_maximus ENSSMAG00000006783
hippocampus_comes ENSHCOG00000009688
gadus_morhua ENSGMOG00000013835
esox_lucius ENSELUG00000022393
pygocentrus_nattereri ENSPNAG00000027710
ictalurus_punctatus ENSIPUG00000022939
danio_rerio ENSDARG00000089586
scleropages_formosus ENSSFOG00015018949
paramormyrops_kingsleyae ENSPKIG00000004035
caenorhabditis_elegans_strain_n2 WBGene00013872
