ursus_americanus ENSUAMG00000023953
ursus_maritimus ENSUMAG00000022635
ailuropoda_melanoleuca ENSAMEG00000016575
neovison_vison ENSNVIG00000021865
mustela_putorius_furo ENSMPUG00000006294
canis_lupus_dingo ENSCAFG00020004819
vulpes_vulpes ENSVVUG00000029104
canis_lupus_familiaris ENSCAFG00000011664
canis_lupus_dingo ENSCAFG00020004816
vulpes_vulpes ENSVVUG00000029101
panthera_pardus ENSPPRG00000005646
panthera_tigris_altaica ENSPTIG00000005495
felis_catus ENSFCAG00000025768
equus_asinus_asinus ENSEASG00005011848
equus_caballus ENSECAG00000018815
ovis_aries ENSOARG00000019263
capra_hircus ENSCHIG00000025587
bos_taurus ENSBTAG00000017665
bos_mutus ENSBMUG00000024701
bison_bison_bison ENSBBBG00000005911
sus_scrofa ENSSSCG00000002013
myotis_lucifugus ENSMLUG00000025995
oryctolagus_cuniculus ENSOCUG00000021716
ochotona_princeps ENSOPRG00000000234
castor_canadensis ENSCCNG00000006064
dipodomys_ordii ENSDORG00000024745
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020180
mus_spicilegus ENSMSIG00000014367
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000022210
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019291
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030308
rattus_norvegicus ENSRNOG00000018239
meriones_unguiculatus ENSMUGG00000008238
cricetulus_griseus_crigri-picr ENSCGRG00015018568
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001018739
cricetulus_griseus_crigri_1.0 ENSCGRG00000017166
mesocricetus_auratus ENSMAUG00000013418
microtus_ochrogaster ENSMOCG00000022329
peromyscus_maniculatus_bairdii ENSPEMG00000016506
nannospalax_galili ENSNGAG00000017415
jaculus_jaculus ENSJJAG00000016787
jaculus_jaculus ENSJJAG00000009774
cavia_porcellus ENSCPOG00000005758
cavia_aperea ENSCAPG00000009244
chinchilla_lanigera ENSCLAG00000010428
octodon_degus ENSODEG00000004848
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006885
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009247
fukomys_damarensis ENSFDAG00000010592
spermophilus_dauricus ENSSDAG00000022590
ictidomys_tridecemlineatus ENSSTOG00000025076
urocitellus_parryii ENSUPAG00010010123
marmota_marmota_marmota ENSMMMG00000012839
tupaia_belangeri ENSTBEG00000006387
macaca_mulatta ENSMMUG00000007465
macaca_nemestrina ENSMNEG00000042033
mandrillus_leucophaeus ENSMLEG00000041299
mandrillus_leucophaeus ENSMLEG00000038506
macaca_nemestrina ENSMNEG00000034550
cercocebus_atys ENSCATG00000045089
papio_anubis ENSPANG00000011737
chlorocebus_sabaeus ENSCSAG00000015912
macaca_fascicularis ENSMFAG00000000988
rhinopithecus_roxellana ENSRROG00000034621
cercocebus_atys ENSCATG00000036285
papio_anubis ENSPANG00000005895
macaca_mulatta ENSMMUG00000007350
macaca_fascicularis ENSMFAG00000035816
macaca_nemestrina ENSMNEG00000038836
rhinopithecus_roxellana ENSRROG00000016881
rhinopithecus_bieti ENSRBIG00000033038
theropithecus_gelada ENSTGEG00000021118
mandrillus_leucophaeus ENSMLEG00000030275
colobus_angolensis_palliatus ENSCANG00000032014
colobus_angolensis_palliatus ENSCANG00000038439
rhinopithecus_roxellana ENSRROG00000030507
rhinopithecus_bieti ENSRBIG00000034262
cercocebus_atys ENSCATG00000038625
mandrillus_leucophaeus ENSMLEG00000033694
papio_anubis ENSPANG00000020819
colobus_angolensis_palliatus ENSCANG00000035212
rhinopithecus_roxellana ENSRROG00000043214
rhinopithecus_bieti ENSRBIG00000042623
theropithecus_gelada ENSTGEG00000000179
piliocolobus_tephrosceles ENSPTEG00000000837
rhinopithecus_bieti ENSRBIG00000014636
macaca_nemestrina ENSMNEG00000037812
pan_troglodytes ENSPTRG00000006184
pan_paniscus ENSPPAG00000027738
gorilla_gorilla ENSGGOG00000025993
pan_troglodytes ENSPTRG00000042451
pan_paniscus ENSPPAG00000037726
homo_sapiens ENSG00000157326
pongo_abelii ENSPPYG00000005675
nomascus_leucogenys ENSNLEG00000015137
homo_sapiens ENSG00000187630
nomascus_leucogenys ENSNLEG00000033856
theropithecus_gelada ENSTGEG00000021149
theropithecus_gelada ENSTGEG00000000210
rhinopithecus_bieti ENSRBIG00000030618
piliocolobus_tephrosceles ENSPTEG00000002849
gorilla_gorilla ENSGGOG00000015938
saimiri_boliviensis_boliviensis ENSSBOG00000026873
callithrix_jacchus ENSCJAG00000007452
cebus_capucinus_imitator ENSCCAG00000021518
aotus_nancymaae ENSANAG00000030284
carlito_syrichta ENSTSYG00000005470
propithecus_coquereli ENSPCOG00000016131
prolemur_simus ENSPSMG00000016499
microcebus_murinus ENSMICG00000038720
otolemur_garnettii ENSOGAG00000016565
loxodonta_africana ENSLAFG00000015767
dasypus_novemcinctus ENSDNOG00000033094
monodelphis_domestica ENSMODG00000003691
phascolarctos_cinereus ENSPCIG00000035352
ornithorhynchus_anatinus ENSOANG00000006584
ornithorhynchus_anatinus ENSOANG00000019818
pogona_vitticeps ENSPVIG00000015852
anolis_carolinensis ENSACAG00000008086
salvator_merianae ENSSMRG00000004100
notechis_scutatus ENSNSUG00000016944
sphenodon_punctatus ENSSPUG00000018085
gopherus_agassizii ENSGAGG00000004611
