anolis_carolinensis ENSACAG00000014033
pogona_vitticeps ENSPVIG00000009175
notechis_scutatus ENSNSUG00000019263
notechis_scutatus ENSNSUG00000001282
salvator_merianae ENSSMRG00000001029
sphenodon_punctatus ENSSPUG00000010805
gopherus_agassizii ENSGAGG00000004771
chelonoidis_abingdonii ENSCABG00000007230
chrysemys_picta_bellii ENSCPBG00000012672
loxodonta_africana ENSLAFG00000022407
procavia_capensis ENSPCAG00000005732
echinops_telfairi ENSETEG00000018810
ursus_americanus ENSUAMG00000024120
ursus_maritimus ENSUMAG00000011126
ailuropoda_melanoleuca ENSAMEG00000014966
neovison_vison ENSNVIG00000025025
mustela_putorius_furo ENSMPUG00000012487
canis_lupus_dingo ENSCAFG00020017701
canis_lupus_familiaris ENSCAFG00000016991
vulpes_vulpes ENSVVUG00000026073
panthera_pardus ENSPPRG00000001716
panthera_tigris_altaica ENSPTIG00000019648
felis_catus ENSFCAG00000014159
bos_taurus ENSBTAG00000007955
bison_bison_bison ENSBBBG00000017087
bos_mutus ENSBMUG00000022462
capra_hircus ENSCHIG00000024594
ovis_aries ENSOARG00000005130
tursiops_truncatus ENSTTRG00000005479
sus_scrofa ENSSSCG00000029186
myotis_lucifugus ENSMLUG00000012916
pteropus_vampyrus ENSPVAG00000017219
equus_asinus_asinus ENSEASG00005013352
equus_caballus ENSECAG00000017305
sorex_araneus ENSSARG00000005904
castor_canadensis ENSCCNG00000028362
dipodomys_ordii ENSDORG00000008203
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000030683
mus_spicilegus ENSMSIG00000000124
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031590
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030476
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013686
rattus_norvegicus ENSRNOG00000027098
meriones_unguiculatus ENSMUGG00000012467
peromyscus_maniculatus_bairdii ENSPEMG00000024014
microtus_ochrogaster ENSMOCG00000021047
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001005969
cricetulus_griseus_crigri-picr ENSCGRG00015025189
cricetulus_griseus_crigri_1.0 ENSCGRG00000006531
mesocricetus_auratus ENSMAUG00000010538
nannospalax_galili ENSNGAG00000007314
jaculus_jaculus ENSJJAG00000008955
ictidomys_tridecemlineatus ENSSTOG00000001490
spermophilus_dauricus ENSSDAG00000007114
urocitellus_parryii ENSUPAG00010009379
marmota_marmota_marmota ENSMMMG00000023743
cavia_porcellus ENSCPOG00000024588
cavia_aperea ENSCAPG00000011964
octodon_degus ENSODEG00000013638
chinchilla_lanigera ENSCLAG00000012459
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100008113
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018156
fukomys_damarensis ENSFDAG00000011425
oryctolagus_cuniculus ENSOCUG00000000901
ochotona_princeps ENSOPRG00000009542
colobus_angolensis_palliatus ENSCANG00000033919
rhinopithecus_bieti ENSRBIG00000010762
cebus_capucinus_imitator ENSCCAG00000026494
callithrix_jacchus ENSCJAG00000007113
saimiri_boliviensis_boliviensis ENSSBOG00000034774
aotus_nancymaae ENSANAG00000030298
macaca_mulatta ENSMMUG00000018986
macaca_fascicularis ENSMFAG00000043800
macaca_nemestrina ENSMNEG00000042648
cercocebus_atys ENSCATG00000023404
mandrillus_leucophaeus ENSMLEG00000044234
papio_anubis ENSPANG00000016354
theropithecus_gelada ENSTGEG00000013592
chlorocebus_sabaeus ENSCSAG00000006130
rhinopithecus_roxellana ENSRROG00000039201
rhinopithecus_bieti ENSRBIG00000044084
piliocolobus_tephrosceles ENSPTEG00000024991
pan_paniscus ENSPPAG00000032004
pan_troglodytes ENSPTRG00000007973
homo_sapiens ENSG00000174938
gorilla_gorilla ENSGGOG00000015616
pongo_abelii ENSPPYG00000007254
nomascus_leucogenys ENSNLEG00000007584
carlito_syrichta ENSTSYG00000007795
microcebus_murinus ENSMICG00000010229
propithecus_coquereli ENSPCOG00000022354
prolemur_simus ENSPSMG00000019903
otolemur_garnettii ENSOGAG00000010521
erinaceus_europaeus ENSEEUG00000009901
dasypus_novemcinctus ENSDNOG00000006890
phascolarctos_cinereus ENSPCIG00000025132
notamacropus_eugenii ENSMEUG00000014980
monodelphis_domestica ENSMODG00000015748
sarcophilus_harrisii ENSSHAG00000009922
ornithorhynchus_anatinus ENSOANG00000007346
ornithorhynchus_anatinus ENSOANG00000020792
xenopus_tropicalis ENSXETG00000011339
latimeria_chalumnae ENSLACG00000004346
mola_mola ENSMMOG00000011966
labrus_bergylta ENSLBEG00000025609
gasterosteus_aculeatus ENSGACG00000012825
monopterus_albus ENSMALG00000020697
mastacembelus_armatus ENSMAMG00000001134
anabas_testudineus ENSATEG00000001991
seriola_lalandi_dorsalis ENSSLDG00000006763
seriola_dumerili ENSSDUG00000017473
scophthalmus_maximus ENSSMAG00000010659
cynoglossus_semilaevis ENSCSEG00000013538
fundulus_heteroclitus ENSFHEG00000000762
cyprinodon_variegatus ENSCVAG00000023157
xiphophorus_maculatus ENSXMAG00000011571
gambusia_affinis ENSGAFG00000003858
poecilia_latipinna ENSPLAG00000013957
poecilia_mexicana ENSPMEG00000018741
poecilia_formosa ENSPFOG00000009065
poecilia_reticulata ENSPREG00000016679
kryptolebias_marmoratus ENSKMAG00000010594
oryzias_latipes_asm223469v1 ENSORLG00015003743
oryzias_latipes_asm223471v1 ENSORLG00020014179
oryzias_latipes_asm223467v1 ENSORLG00000011147
oryzias_melastigma ENSOMEG00000016338
maylandia_zebra ENSMZEG00005010543
haplochromis_burtoni ENSHBUG00000019566
astatotilapia_calliptera ENSACLG00000006653
pundamilia_nyererei ENSPNYG00000008134
neolamprologus_brichardi ENSNBRG00000007585
oreochromis_niloticus ENSONIG00000014927
amphilophus_citrinellus ENSACIG00000008168
amphiprion_ocellaris ENSAOCG00000018390
amphiprion_percula ENSAPEG00000016474
acanthochromis_polyacanthus ENSAPOG00000012635
stegastes_partitus ENSSPAG00000009300
tetraodon_nigroviridis ENSTNIG00000004090
takifugu_rubripes ENSTRUG00000003228
hippocampus_comes ENSHCOG00000005057
periophthalmus_magnuspinnatus ENSPMGG00000014265
gadus_morhua ENSGMOG00000014267
esox_lucius ENSELUG00000008967
pygocentrus_nattereri ENSPNAG00000018429
astyanax_mexicanus ENSAMXG00000003204
ictalurus_punctatus ENSIPUG00000001550
danio_rerio ENSDARG00000076052
paramormyrops_kingsleyae ENSPKIG00000016975
scleropages_formosus ENSSFOG00015003559
