oryzias_latipes_asm223467v1 ENSORLG00000007626
oryzias_latipes_asm223469v1 ENSORLG00015011459
tetraodon_nigroviridis ENSTNIG00000019447
labrus_bergylta ENSLBEG00000023019
kryptolebias_marmoratus ENSKMAG00000007426
astatotilapia_calliptera ENSACLG00000022610
pundamilia_nyererei ENSPNYG00000009187
neolamprologus_brichardi ENSNBRG00000024355
amphiprion_percula ENSAPEG00000005923
mastacembelus_armatus ENSMAMG00000018506
labrus_bergylta ENSLBEG00000023041
cynoglossus_semilaevis ENSCSEG00000007402
lepisosteus_oculatus ENSLOCG00000005399
esox_lucius ENSELUG00000016534
pygocentrus_nattereri ENSPNAG00000011540
danio_rerio ENSDARG00000102216
paramormyrops_kingsleyae ENSPKIG00000012310
pogona_vitticeps ENSPVIG00000016836
anolis_carolinensis ENSACAG00000002247
notechis_scutatus ENSNSUG00000019052
salvator_merianae ENSSMRG00000016034
sphenodon_punctatus ENSSPUG00000016479
crocodylus_porosus ENSCPRG00005013601
chelonoidis_abingdonii ENSCABG00000005075
gopherus_agassizii ENSGAGG00000019715
chrysemys_picta_bellii ENSCPBG00000011341
pelodiscus_sinensis ENSPSIG00000017658
gallus_gallus ENSGALG00000006908
coturnix_japonica ENSCJPG00005012470
meleagris_gallopavo ENSMGAG00000016846
numida_meleagris ENSNMEG00000013052
anser_brachyrhynchus ENSABRG00000017112
anas_platyrhynchos_platyrhynchos ENSAPLG00000005499
junco_hyemalis ENSJHYG00000005298
serinus_canaria ENSSCAG00000015484
lonchura_striata_domestica ENSLSDG00000010273
taeniopygia_guttata ENSTGUG00000008892
ficedula_albicollis ENSFALG00000007119
melopsittacus_undulatus ENSMUNG00000011078
calidris_pugnax ENSCPUG00000017216
calidris_pygmaea ENSCPGG00000014547
cyanistes_caeruleus ENSCCEG00000014838
parus_major ENSPMJG00000018622
zonotrichia_albicollis ENSZALG00000012620
taeniopygia_guttata ENSTGUG00000014095
manacus_vitellinus ENSMVIG00005005010
lepidothrix_coronata ENSLCOG00000000829
dromaius_novaehollandiae ENSDNVG00000016253
apteryx_haastii ENSAHAG00000016288
apteryx_rowi ENSARWG00000006450
apteryx_owenii ENSAOWG00000000758
nothoprocta_perdicaria ENSNPEG00000004672
taeniopygia_guttata ENSTGUG00000015845
ailuropoda_melanoleuca ENSAMEG00000009451
bos_mutus ENSBMUG00000021750
bos_taurus ENSBTAG00000020378
bison_bison_bison ENSBBBG00000010585
ovis_aries ENSOARG00000020377
capra_hircus ENSCHIG00000010169
tursiops_truncatus ENSTTRG00000012386
vicugna_pacos ENSVPAG00000010374
sus_scrofa ENSSSCG00000011833
neovison_vison ENSNVIG00000007972
mustela_putorius_furo ENSMPUG00000003769
ursus_maritimus ENSUMAG00000003047
ursus_americanus ENSUAMG00000023895
ailuropoda_melanoleuca ENSAMEG00000003539
canis_lupus_dingo ENSCAFG00020002886
