gallus_gallus ENSGALG00000002288
coturnix_japonica ENSCJPG00005009942
meleagris_gallopavo ENSMGAG00000004064
numida_meleagris ENSNMEG00000015525
anas_platyrhynchos_platyrhynchos ENSAPLG00000008964
anser_brachyrhynchus ENSABRG00000004295
manacus_vitellinus ENSMVIG00005010483
lepidothrix_coronata ENSLCOG00000006392
zonotrichia_albicollis ENSZALG00000009712
junco_hyemalis ENSJHYG00000009264
serinus_canaria ENSSCAG00000006598
lonchura_striata_domestica ENSLSDG00000012017
taeniopygia_guttata ENSTGUG00000004932
cyanistes_caeruleus ENSCCEG00000005462
parus_major ENSPMJG00000018995
ficedula_albicollis ENSFALG00000009743
melopsittacus_undulatus ENSMUNG00000000299
calidris_pugnax ENSCPUG00000004681
calidris_pygmaea ENSCPGG00000000987
apteryx_haastii ENSAHAG00000007027
apteryx_owenii ENSAOWG00000004413
apteryx_rowi ENSARWG00000005116
dromaius_novaehollandiae ENSDNVG00000007614
nothoprocta_perdicaria ENSNPEG00000011271
crocodylus_porosus ENSCPRG00005005479
gopherus_agassizii ENSGAGG00000003568
chelonoidis_abingdonii ENSCABG00000002691
chrysemys_picta_bellii ENSCPBG00000002807
pelodiscus_sinensis ENSPSIG00000014160
sphenodon_punctatus ENSSPUG00000010440
pogona_vitticeps ENSPVIG00000010333
notechis_scutatus ENSNSUG00000009329
salvator_merianae ENSSMRG00000003745
loxodonta_africana ENSLAFG00000001574
procavia_capensis ENSPCAG00000002413
echinops_telfairi ENSETEG00000001710
dasypus_novemcinctus ENSDNOG00000007045
choloepus_hoffmanni ENSCHOG00000001938
pan_troglodytes ENSPTRG00000009008
pan_paniscus ENSPPAG00000034010
homo_sapiens ENSG00000005156
gorilla_gorilla ENSGGOG00000025637
pongo_abelii ENSPPYG00000008176
nomascus_leucogenys ENSNLEG00000001704
piliocolobus_tephrosceles ENSPTEG00000014632
colobus_angolensis_palliatus ENSCANG00000031053
rhinopithecus_roxellana ENSRROG00000021646
rhinopithecus_bieti ENSRBIG00000029183
macaca_mulatta ENSMMUG00000004794
macaca_fascicularis ENSMFAG00000036202
macaca_nemestrina ENSMNEG00000039607
mandrillus_leucophaeus ENSMLEG00000013375
theropithecus_gelada ENSTGEG00000015228
cercocebus_atys ENSCATG00000044619
papio_anubis ENSPANG00000022999
chlorocebus_sabaeus ENSCSAG00000006328
cebus_capucinus_imitator ENSCCAG00000004189
saimiri_boliviensis_boliviensis ENSSBOG00000030290
callithrix_jacchus ENSCJAG00000014668
aotus_nancymaae ENSANAG00000027289
carlito_syrichta ENSTSYG00000008882
propithecus_coquereli ENSPCOG00000025771
microcebus_murinus ENSMICG00000006814
prolemur_simus ENSPSMG00000017498
otolemur_garnettii ENSOGAG00000009871
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017700
mus_spicilegus ENSMSIG00000006247
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000020697
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016856
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017993
rattus_norvegicus ENSRNOG00000021815
meriones_unguiculatus ENSMUGG00000014237
peromyscus_maniculatus_bairdii ENSPEMG00000021826
microtus_ochrogaster ENSMOCG00000013887
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001004370
cricetulus_griseus_crigri_1.0 ENSCGRG00000011762
cricetulus_griseus_crigri-picr ENSCGRG00015012683
mesocricetus_auratus ENSMAUG00000020082
nannospalax_galili ENSNGAG00000019767
jaculus_jaculus ENSJJAG00000003848
castor_canadensis ENSCCNG00000031223
dipodomys_ordii ENSDORG00000013422
marmota_marmota_marmota ENSMMMG00000013596
ictidomys_tridecemlineatus ENSSTOG00000006065
urocitellus_parryii ENSUPAG00010005820
spermophilus_dauricus ENSSDAG00000009464
chinchilla_lanigera ENSCLAG00000009138
octodon_degus ENSODEG00000014335
cavia_porcellus ENSCPOG00000013032
cavia_aperea ENSCAPG00000000329
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013038
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000001349
fukomys_damarensis ENSFDAG00000013484
oryctolagus_cuniculus ENSOCUG00000006305
ochotona_princeps ENSOPRG00000011746
tupaia_belangeri ENSTBEG00000002497
bos_mutus ENSBMUG00000013309
bos_taurus ENSBTAG00000018689
bison_bison_bison ENSBBBG00000003485
ovis_aries ENSOARG00000008197
capra_hircus ENSCHIG00000023884
sus_scrofa ENSSSCG00000024770
tursiops_truncatus ENSTTRG00000015470
vicugna_pacos ENSVPAG00000000153
ursus_maritimus ENSUMAG00000015895
ursus_americanus ENSUAMG00000022474
ailuropoda_melanoleuca ENSAMEG00000014509
neovison_vison ENSNVIG00000019831
mustela_putorius_furo ENSMPUG00000014859
canis_lupus_dingo ENSCAFG00020014031
canis_lupus_familiaris ENSCAFG00000018330
vulpes_vulpes ENSVVUG00000020483
panthera_pardus ENSPPRG00000005157
panthera_tigris_altaica ENSPTIG00000019055
felis_catus ENSFCAG00000000249
erinaceus_europaeus ENSEEUG00000010486
sorex_araneus ENSSARG00000003306
equus_asinus_asinus ENSEASG00005011191
equus_caballus ENSECAG00000016416
myotis_lucifugus ENSMLUG00000012470
pteropus_vampyrus ENSPVAG00000013427
