poecilia_formosa ENSPFOG00000022655
poecilia_mexicana ENSPMEG00000016528
poecilia_latipinna ENSPLAG00000002653
poecilia_reticulata ENSPREG00000010701
xiphophorus_couchianus ENSXCOG00000000782
gambusia_affinis ENSGAFG00000003894
poecilia_mexicana ENSPMEG00000016520
xiphophorus_couchianus ENSXCOG00000000785
kryptolebias_marmoratus ENSKMAG00000019553
acanthochromis_polyacanthus ENSAPOG00000000701
amphiprion_ocellaris ENSAOCG00000022248
mastacembelus_armatus ENSMAMG00000000390
mola_mola ENSMMOG00000012716
seriola_lalandi_dorsalis ENSSLDG00000003175
seriola_dumerili ENSSDUG00000006021
