mastacembelus_armatus ENSMAMG00000004587
anabas_testudineus ENSATEG00000019286
hippocampus_comes ENSHCOG00000019648
scophthalmus_maximus ENSSMAG00000007012
cynoglossus_semilaevis ENSCSEG00000017642
seriola_lalandi_dorsalis ENSSLDG00000016340
amphiprion_ocellaris ENSAOCG00000002445
amphiprion_percula ENSAPEG00000014250
acanthochromis_polyacanthus ENSAPOG00000005376
stegastes_partitus ENSSPAG00000001233
haplochromis_burtoni ENSHBUG00000007204
maylandia_zebra ENSMZEG00005004856
pundamilia_nyererei ENSPNYG00000001762
gambusia_affinis ENSGAFG00000018116
xiphophorus_maculatus ENSXMAG00000025351
poecilia_latipinna ENSPLAG00000005536
poecilia_mexicana ENSPMEG00000019516
poecilia_formosa ENSPFOG00000022737
kryptolebias_marmoratus ENSKMAG00000002451
oryzias_latipes_asm223471v1 ENSORLG00020003035
oryzias_latipes_asm223467v1 ENSORLG00000022567
oryzias_latipes_asm223469v1 ENSORLG00015006258
oryzias_melastigma ENSOMEG00000008720
gasterosteus_aculeatus ENSGACG00000015692
labrus_bergylta ENSLBEG00000006985
takifugu_rubripes ENSTRUG00000022385
gadus_morhua ENSGMOG00000017529
