salvator_merianae ENSSMRG00000005392
pogona_vitticeps ENSPVIG00000015767
sphenodon_punctatus ENSSPUG00000013476
crocodylus_porosus ENSCPRG00005004077
crocodylus_porosus ENSCPRG00005004082
apteryx_rowi ENSARWG00000007005
apteryx_owenii ENSAOWG00000005952
apteryx_haastii ENSAHAG00000014952
dromaius_novaehollandiae ENSDNVG00000009131
nothoprocta_perdicaria ENSNPEG00000001159
manacus_vitellinus ENSMVIG00005000843
lepidothrix_coronata ENSLCOG00000013063
lonchura_striata_domestica ENSLSDG00000003307
taeniopygia_guttata ENSTGUG00000004656
zonotrichia_albicollis ENSZALG00000015020
junco_hyemalis ENSJHYG00000007185
serinus_canaria ENSSCAG00000004836
parus_major ENSPMJG00000006879
cyanistes_caeruleus ENSCCEG00000024310
ficedula_albicollis ENSFALG00000001443
melopsittacus_undulatus ENSMUNG00000008785
calidris_pugnax ENSCPUG00000011234
calidris_pygmaea ENSCPGG00000013766
anas_platyrhynchos_platyrhynchos ENSAPLG00000021907
anas_platyrhynchos_platyrhynchos ENSAPLG00000010701
anser_brachyrhynchus ENSABRG00000020847
coturnix_japonica ENSCJPG00005000115
meleagris_gallopavo ENSMGAG00000005305
gallus_gallus ENSGALG00000023689
numida_meleagris ENSNMEG00000007854
chelonoidis_abingdonii ENSCABG00000004741
gopherus_agassizii ENSGAGG00000014094
chrysemys_picta_bellii ENSCPBG00000022650
pelodiscus_sinensis ENSPSIG00000006577
notechis_scutatus ENSNSUG00000015084
notechis_scutatus ENSNSUG00000015083
ornithorhynchus_anatinus ENSOANG00000001041
ornithorhynchus_anatinus ENSOANG00000010390
pogona_vitticeps ENSPVIG00000004865
castor_canadensis ENSCCNG00000027696
dipodomys_ordii ENSDORG00000010865
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000076441
mus_spicilegus ENSMSIG00000019909
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024329
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023412
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019021
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024869
rattus_norvegicus ENSRNOG00000008837
meriones_unguiculatus ENSMUGG00000010951
microtus_ochrogaster ENSMOCG00000014563
microtus_ochrogaster ENSMOCG00000003098
peromyscus_maniculatus_bairdii ENSPEMG00000017238
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024543
cricetulus_griseus_crigri_1.0 ENSCGRG00000003518
cricetulus_griseus_crigri-picr ENSCGRG00015010600
mesocricetus_auratus ENSMAUG00000013037
nannospalax_galili ENSNGAG00000001086
jaculus_jaculus ENSJJAG00000012217
ochotona_princeps ENSOPRG00000005772
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002368
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010826
fukomys_damarensis ENSFDAG00000006303
octodon_degus ENSODEG00000010173
octodon_degus ENSODEG00000008666
octodon_degus ENSODEG00000016506
chinchilla_lanigera ENSCLAG00000009951
cavia_aperea ENSCAPG00000016274
cavia_porcellus ENSCPOG00000024091
ictidomys_tridecemlineatus ENSSTOG00000011597
urocitellus_parryii ENSUPAG00010019269
marmota_marmota_marmota ENSMMMG00000012003
spermophilus_dauricus ENSSDAG00000000184
echinops_telfairi ENSETEG00000009726
erinaceus_europaeus ENSEEUG00000008370
myotis_lucifugus ENSMLUG00000006066
pteropus_vampyrus ENSPVAG00000004021
bos_mutus ENSBMUG00000001888
bison_bison_bison ENSBBBG00000009513
bos_taurus ENSBTAG00000020747
ovis_aries ENSOARG00000007692
capra_hircus ENSCHIG00000017801
tursiops_truncatus ENSTTRG00000002594
sus_scrofa ENSSSCG00000005701
equus_caballus ENSECAG00000006717
equus_asinus_asinus ENSEASG00005008410
ursus_maritimus ENSUMAG00000018929
ursus_americanus ENSUAMG00000009874
ailuropoda_melanoleuca ENSAMEG00000016184
neovison_vison ENSNVIG00000017500
mustela_putorius_furo ENSMPUG00000012697
canis_lupus_familiaris ENSCAFG00000019945
canis_lupus_dingo ENSCAFG00020023998
vulpes_vulpes ENSVVUG00000027500
panthera_tigris_altaica ENSPTIG00000018633
panthera_pardus ENSPPRG00000020977
felis_catus ENSFCAG00000005111
carlito_syrichta ENSTSYG00000028171
oryctolagus_cuniculus ENSOCUG00000009045
propithecus_coquereli ENSPCOG00000016448
microcebus_murinus ENSMICG00000013307
prolemur_simus ENSPSMG00000019105
otolemur_garnettii ENSOGAG00000028692
theropithecus_gelada ENSTGEG00000025767
papio_anubis ENSPANG00000025080
cercocebus_atys ENSCATG00000035291
macaca_fascicularis ENSMFAG00000028971
macaca_mulatta ENSMMUG00000019199
theropithecus_gelada ENSTGEG00000009433
cercocebus_atys ENSCATG00000013316
mandrillus_leucophaeus ENSMLEG00000039436
papio_anubis ENSPANG00000025969
theropithecus_gelada ENSTGEG00000015511
macaca_mulatta ENSMMUG00000001522
macaca_fascicularis ENSMFAG00000003315
macaca_nemestrina ENSMNEG00000044006
mandrillus_leucophaeus ENSMLEG00000037031
papio_anubis ENSPANG00000017274
macaca_fascicularis ENSMFAG00000002652
macaca_mulatta ENSMMUG00000047665
papio_anubis ENSPANG00000019285
theropithecus_gelada ENSTGEG00000023244
rhinopithecus_bieti ENSRBIG00000037102
rhinopithecus_roxellana ENSRROG00000018913
rhinopithecus_bieti ENSRBIG00000032543
rhinopithecus_roxellana ENSRROG00000036412
piliocolobus_tephrosceles ENSPTEG00000002519
colobus_angolensis_palliatus ENSCANG00000025738
pan_paniscus ENSPPAG00000035214
pan_troglodytes ENSPTRG00000021473
gorilla_gorilla ENSGGOG00000010228
homo_sapiens ENSG00000130707
pongo_abelii ENSPPYG00000019692
nomascus_leucogenys ENSNLEG00000012500
nomascus_leucogenys ENSNLEG00000004101
pan_paniscus ENSPPAG00000037738
pan_troglodytes ENSPTRG00000045119
gorilla_gorilla ENSGGOG00000038540
nomascus_leucogenys ENSNLEG00000027810
chlorocebus_sabaeus ENSCSAG00000014739
rhinopithecus_roxellana ENSRROG00000039196
rhinopithecus_bieti ENSRBIG00000043452
papio_anubis ENSPANG00000032391
pan_paniscus ENSPPAG00000028436
nomascus_leucogenys ENSNLEG00000029452
rhinopithecus_roxellana ENSRROG00000036781
pan_troglodytes ENSPTRG00000046328
pan_paniscus ENSPPAG00000040913
gorilla_gorilla ENSGGOG00000038594
nomascus_leucogenys ENSNLEG00000028644
cercocebus_atys ENSCATG00000036817
macaca_fascicularis ENSMFAG00000017601
rhinopithecus_roxellana ENSRROG00000023190
rhinopithecus_bieti ENSRBIG00000038691
pongo_abelii ENSPPYG00000017915
piliocolobus_tephrosceles ENSPTEG00000036303
colobus_angolensis_palliatus ENSCANG00000033717
rhinopithecus_roxellana ENSRROG00000028729
rhinopithecus_bieti ENSRBIG00000003508
macaca_fascicularis ENSMFAG00000009174
macaca_nemestrina ENSMNEG00000030054
mandrillus_leucophaeus ENSMLEG00000035908
gorilla_gorilla ENSGGOG00000025012
cebus_capucinus_imitator ENSCCAG00000019714
saimiri_boliviensis_boliviensis ENSSBOG00000021830
callithrix_jacchus ENSCJAG00000020554
aotus_nancymaae ENSANAG00000029569
saimiri_boliviensis_boliviensis ENSSBOG00000023349
cebus_capucinus_imitator ENSCCAG00000023408
aotus_nancymaae ENSANAG00000024115
saimiri_boliviensis_boliviensis ENSSBOG00000027255
cebus_capucinus_imitator ENSCCAG00000024777
aotus_nancymaae ENSANAG00000035891
aotus_nancymaae ENSANAG00000023036
aotus_nancymaae ENSANAG00000018207
saimiri_boliviensis_boliviensis ENSSBOG00000027350
rhinopithecus_bieti ENSRBIG00000041654
rhinopithecus_roxellana ENSRROG00000033592
colobus_angolensis_palliatus ENSCANG00000040023
mandrillus_leucophaeus ENSMLEG00000035787
cercocebus_atys ENSCATG00000022017
papio_anubis ENSPANG00000022156
macaca_fascicularis ENSMFAG00000045286
macaca_nemestrina ENSMNEG00000043288
macaca_mulatta ENSMMUG00000006336
pongo_abelii ENSPPYG00000020650
pan_troglodytes ENSPTRG00000049671
pan_paniscus ENSPPAG00000030062
gorilla_gorilla ENSGGOG00000027578
cercocebus_atys ENSCATG00000043534
mandrillus_leucophaeus ENSMLEG00000037851
cebus_capucinus_imitator ENSCCAG00000028710
pan_paniscus ENSPPAG00000042317
pan_troglodytes ENSPTRG00000047028
gorilla_gorilla ENSGGOG00000023473
nomascus_leucogenys ENSNLEG00000029465
rhinopithecus_roxellana ENSRROG00000028508
rhinopithecus_bieti ENSRBIG00000037868
colobus_angolensis_palliatus ENSCANG00000042958
macaca_nemestrina ENSMNEG00000029862
macaca_fascicularis ENSMFAG00000044123
macaca_mulatta ENSMMUG00000003893
mandrillus_leucophaeus ENSMLEG00000037847
chlorocebus_sabaeus ENSCSAG00000016619
cercocebus_atys ENSCATG00000033460
pan_troglodytes ENSPTRG00000047429
pan_paniscus ENSPPAG00000038320
gorilla_gorilla ENSGGOG00000039847
nomascus_leucogenys ENSNLEG00000030820
cebus_capucinus_imitator ENSCCAG00000030618
nomascus_leucogenys ENSNLEG00000034701
pan_paniscus ENSPPAG00000043741
macaca_mulatta ENSMMUG00000022471
macaca_fascicularis ENSMFAG00000036851
macaca_nemestrina ENSMNEG00000038711
rhinopithecus_bieti ENSRBIG00000022951
cebus_capucinus_imitator ENSCCAG00000036848
saimiri_boliviensis_boliviensis ENSSBOG00000027731
rhinopithecus_bieti ENSRBIG00000032173
rhinopithecus_roxellana ENSRROG00000028016
pongo_abelii ENSPPYG00000020099
tupaia_belangeri ENSTBEG00000004820
ursus_americanus ENSUAMG00000025265
carlito_syrichta ENSTSYG00000030396
cricetulus_griseus_crigri_1.0 ENSCGRG00000000661
loxodonta_africana ENSLAFG00000001037
procavia_capensis ENSPCAG00000002852
dasypus_novemcinctus ENSDNOG00000038544
notamacropus_eugenii ENSMEUG00000016076
phascolarctos_cinereus ENSPCIG00000024108
monodelphis_domestica ENSMODG00000012093
sarcophilus_harrisii ENSSHAG00000015158
xenopus_tropicalis ENSXETG00000001347
latimeria_chalumnae ENSLACG00000017784
mola_mola ENSMMOG00000000112
gasterosteus_aculeatus ENSGACG00000016668
labrus_bergylta ENSLBEG00000017952
monopterus_albus ENSMALG00000021756
mastacembelus_armatus ENSMAMG00000013331
anabas_testudineus ENSATEG00000017991
seriola_lalandi_dorsalis ENSSLDG00000009327
seriola_dumerili ENSSDUG00000023489
scophthalmus_maximus ENSSMAG00000003884
poecilia_formosa ENSPFOG00000019843
poecilia_mexicana ENSPMEG00000016616
poecilia_latipinna ENSPLAG00000016557
poecilia_reticulata ENSPREG00000015161
xiphophorus_maculatus ENSXMAG00000005558
xiphophorus_couchianus ENSXCOG00000002793
gambusia_affinis ENSGAFG00000010869
fundulus_heteroclitus ENSFHEG00000003993
cyprinodon_variegatus ENSCVAG00000017263
kryptolebias_marmoratus ENSKMAG00000016836
oryzias_latipes_asm223467v1 ENSORLG00000007080
oryzias_latipes_asm223469v1 ENSORLG00015007733
oryzias_latipes_asm223471v1 ENSORLG00020019696
oryzias_melastigma ENSOMEG00000009725
amphiprion_ocellaris ENSAOCG00000015167
amphiprion_percula ENSAPEG00000015205
acanthochromis_polyacanthus ENSAPOG00000016183
amphilophus_citrinellus ENSACIG00000019637
stegastes_partitus ENSSPAG00000013952
astatotilapia_calliptera ENSACLG00000011726
maylandia_zebra ENSMZEG00005019245
pundamilia_nyererei ENSPNYG00000009531
haplochromis_burtoni ENSHBUG00000022751
neolamprologus_brichardi ENSNBRG00000006802
oreochromis_niloticus ENSONIG00000002858
takifugu_rubripes ENSTRUG00000018657
tetraodon_nigroviridis ENSTNIG00000009018
cynoglossus_semilaevis ENSCSEG00000017796
hippocampus_comes ENSHCOG00000003559
periophthalmus_magnuspinnatus ENSPMGG00000008889
gadus_morhua ENSGMOG00000017022
esox_lucius ENSELUG00000013912
astyanax_mexicanus ENSAMXG00000008174
pygocentrus_nattereri ENSPNAG00000013520
ictalurus_punctatus ENSIPUG00000019295
scleropages_formosus ENSSFOG00015011000
paramormyrops_kingsleyae ENSPKIG00000004543
stegastes_partitus ENSSPAG00000018967
oryzias_melastigma ENSOMEG00000004205
periophthalmus_magnuspinnatus ENSPMGG00000019234
lepisosteus_oculatus ENSLOCG00000005378
eptatretus_burgeri ENSEBUG00000004623
danio_rerio ENSDARG00000103044
eptatretus_burgeri ENSEBUG00000000755
ciona_savignyi ENSCSAVG00000007238
ciona_intestinalis ENSCING00000006528
drosophila_melanogaster FBgn0026565
saccharomyces_cerevisiae_strain_s288c YOL058W
