amphiprion_percula ENSAPEG00000018561
xiphophorus_couchianus ENSXCOG00000000198
astatotilapia_calliptera ENSACLG00000015269
oryzias_latipes_asm223467v1 ENSORLG00000022519
cynoglossus_semilaevis ENSCSEG00000006400
eptatretus_burgeri ENSEBUG00000009428
ciona_savignyi ENSCSAVG00000004006
ciona_intestinalis ENSCING00000017654
ciona_intestinalis ENSCING00000012148
caenorhabditis_elegans_strain_n2 WBGene00019756
drosophila_melanogaster FBgn0004649
latimeria_chalumnae ENSLACG00000001916
astatotilapia_calliptera ENSACLG00000011717
drosophila_melanogaster FBgn0051092
drosophila_melanogaster FBgn0066101
caenorhabditis_elegans_strain_n2 WBGene00020481
pygocentrus_nattereri ENSPNAG00000025443
ictalurus_punctatus ENSIPUG00000017467
scophthalmus_maximus ENSSMAG00000021190
cynoglossus_semilaevis ENSCSEG00000018524
seriola_lalandi_dorsalis ENSSLDG00000025167
monopterus_albus ENSMALG00000019694
mastacembelus_armatus ENSMAMG00000003593
anabas_testudineus ENSATEG00000014654
gasterosteus_aculeatus ENSGACG00000008636
labrus_bergylta ENSLBEG00000002476
maylandia_zebra ENSMZEG00005017038
oreochromis_niloticus ENSONIG00000012627
amphiprion_ocellaris ENSAOCG00000008115
acanthochromis_polyacanthus ENSAPOG00000014808
xiphophorus_maculatus ENSXMAG00000006502
gambusia_affinis ENSGAFG00000014296
poecilia_latipinna ENSPLAG00000023753
poecilia_formosa ENSPFOG00000023948
poecilia_mexicana ENSPMEG00000021341
fundulus_heteroclitus ENSFHEG00000014950
cyprinodon_variegatus ENSCVAG00000020785
kryptolebias_marmoratus ENSKMAG00000006508
oryzias_latipes_asm223471v1 ENSORLG00020015535
oryzias_latipes_asm223469v1 ENSORLG00015011327
oryzias_melastigma ENSOMEG00000002910
scleropages_formosus ENSSFOG00015020178
paramormyrops_kingsleyae ENSPKIG00000008124
takifugu_rubripes ENSTRUG00000024057
periophthalmus_magnuspinnatus ENSPMGG00000012709
phascolarctos_cinereus ENSPCIG00000020521
eptatretus_burgeri ENSEBUG00000009255
